spore,metric,unit,paper_metrics
min_wind/spore_0,transport_electrification,percentage,99.99953532505653
min_wind/spore_0,heat_electrification,percentage,3.9299300430106023
min_wind/spore_0,storage_discharge_capacity,tw,0.011054055722245321
min_wind/spore_0,average_national_import,twh,8.090472533996676
min_wind/spore_1,electricity_production_gini,fraction,0.6060021885777157
min_wind/spore_1,transport_electrification,percentage,99.55954740037103
min_wind/spore_1,heat_electrification,percentage,5.3277693246073055
min_wind/spore_1,storage_discharge_capacity,tw,1.8298609322004136
min_wind/spore_1,average_national_import,twh,6.772373600351091
min_wind/spore_2,electricity_production_gini,fraction,0.6060021885777157
min_wind/spore_2,transport_electrification,percentage,99.55954740037103
min_wind/spore_2,heat_electrification,percentage,5.3277693246073055
min_wind/spore_2,storage_discharge_capacity,tw,1.8298609322004136
min_wind/spore_2,average_national_import,twh,6.772373600351091
min_wind/spore_3,electricity_production_gini,fraction,0.6060021885777157
min_wind/spore_3,transport_electrification,percentage,99.55954740037103
min_wind/spore_3,heat_electrification,percentage,5.3277693246073055
min_wind/spore_3,storage_discharge_capacity,tw,1.8298609322004136
min_wind/spore_3,average_national_import,twh,6.772373600351091
min_wind/spore_4,electricity_production_gini,fraction,0.6060021885777157
min_wind/spore_4,transport_electrification,percentage,99.55954740037103
min_wind/spore_4,heat_electrification,percentage,5.3277693246073055
min_wind/spore_4,storage_discharge_capacity,tw,1.8298609322004136
min_wind/spore_4,average_national_import,twh,6.772373600351091
min_wind/spore_5,electricity_production_gini,fraction,0.6060021885777157
min_wind/spore_5,transport_electrification,percentage,99.55954740037103
min_wind/spore_5,heat_electrification,percentage,5.3277693246073055
min_wind/spore_5,storage_discharge_capacity,tw,1.8298609322004136
min_wind/spore_5,average_national_import,twh,6.772373600351091
min_windoff/spore_0,electricity_production_gini,fraction,0.6268254477255376
min_windoff/spore_0,transport_electrification,percentage,99.99953532505653
min_windoff/spore_0,heat_electrification,percentage,3.9299300430106023
min_windoff/spore_0,storage_discharge_capacity,tw,0.011054055722245321
min_windoff/spore_0,average_national_import,twh,8.090472533996676
min_windoff/spore_1,electricity_production_gini,fraction,0.5878723801526838
min_windoff/spore_1,transport_electrification,percentage,99.07940836342135
min_windoff/spore_1,heat_electrification,percentage,8.8539052548866
min_windoff/spore_1,storage_discharge_capacity,tw,2.8636471238588492
min_windoff/spore_1,average_national_import,twh,6.993254400894201
min_windoff/spore_2,electricity_production_gini,fraction,0.5878723801526838
min_windoff/spore_2,transport_electrification,percentage,99.07940836342135
min_windoff/spore_2,heat_electrification,percentage,8.8539052548866
min_windoff/spore_2,storage_discharge_capacity,tw,2.8636471238588492
min_windoff/spore_2,average_national_import,twh,6.993254400894201
min_windoff/spore_3,electricity_production_gini,fraction,0.5878723801526838
min_windoff/spore_3,transport_electrification,percentage,99.07940836342135
min_windoff/spore_3,heat_electrification,percentage,8.8539052548866
min_windoff/spore_3,storage_discharge_capacity,tw,2.8636471238588492
min_windoff/spore_3,average_national_import,twh,6.993254400894201
min_windoff/spore_4,electricity_production_gini,fraction,0.5878723801526838
min_windoff/spore_4,transport_electrification,percentage,99.07940836342135
min_windoff/spore_4,heat_electrification,percentage,8.8539052548866
min_windoff/spore_4,storage_discharge_capacity,tw,2.8636471238588492
min_windoff/spore_4,average_national_import,twh,6.993254400894201
min_windoff/spore_5,electricity_production_gini,fraction,0.5878723801526838
min_windoff/spore_5,transport_electrification,percentage,99.07940836342135
min_windoff/spore_5,heat_electrification,percentage,8.8539052548866
min_windoff/spore_5,storage_discharge_capacity,tw,2.8636471238588492
min_windoff/spore_5,average_national_import,twh,6.993254400894201
min_windon/spore_0,electricity_production_gini,fraction,0.6268254477255376
min_windon/spore_0,transport_electrification,percentage,99.99953532505653
min_windon/spore_0,heat_electrification,percentage,3.9299300430106023
min_windon/spore_0,storage_discharge_capacity,tw,0.011054055722245321
min_windon/spore_0,average_national_import,twh,8.090472533996676
min_windon/spore_1,electricity_production_gini,fraction,0.6122749351479387
min_windon/spore_1,transport_electrification,percentage,99.27172926889061
min_windon/spore_1,heat_electrification,percentage,7.552845393993251
min_windon/spore_1,storage_discharge_capacity,tw,2.387935062219275
min_windon/spore_1,average_national_import,twh,6.753709615034206
min_windon/spore_2,electricity_production_gini,fraction,0.6122749351479387
min_windon/spore_2,transport_electrification,percentage,99.27172926889061
min_windon/spore_2,heat_electrification,percentage,7.552845393993251
min_windon/spore_2,storage_discharge_capacity,tw,2.387935062219275
min_windon/spore_2,average_national_import,twh,6.753709615034206
min_windon/spore_3,electricity_production_gini,fraction,0.6122749351479387
min_windon/spore_3,transport_electrification,percentage,99.27172926889061
min_windon/spore_3,heat_electrification,percentage,7.552845393993251
min_windon/spore_3,storage_discharge_capacity,tw,2.387935062219275
min_windon/spore_3,average_national_import,twh,6.753709615034206
min_windon/spore_4,electricity_production_gini,fraction,0.6122749351479387
min_windon/spore_4,transport_electrification,percentage,99.27172926889061
min_windon/spore_4,heat_electrification,percentage,7.552845393993251
min_windon/spore_4,storage_discharge_capacity,tw,2.387935062219275
min_windon/spore_4,average_national_import,twh,6.753709615034206
min_windon/spore_5,electricity_production_gini,fraction,0.6122749351479387
min_windon/spore_5,transport_electrification,percentage,99.27172926889061
min_windon/spore_5,heat_electrification,percentage,7.552845393993251
min_windon/spore_5,storage_discharge_capacity,tw,2.387935062219275
min_windon/spore_5,average_national_import,twh,6.753709615034206
spores_base/spore_run_0,electricity_production_gini,fraction,0.6264639416955756
spores_base/spore_run_0,transport_electrification,percentage,99.99497087126637
spores_base/spore_run_0,heat_electrification,percentage,3.9736370739731575
spores_base/spore_run_0,storage_discharge_capacity,tw,0.027573473402344235
spores_base/spore_run_0,average_national_import,twh,8.103492353451553
spores_base/spore_run_1,electricity_production_gini,fraction,0.6545247114526848
spores_base/spore_run_1,transport_electrification,percentage,99.72684000248914
spores_base/spore_run_1,heat_electrification,percentage,6.8219246649839835
spores_base/spore_run_1,storage_discharge_capacity,tw,0.855469001118443
spores_base/spore_run_1,average_national_import,twh,11.923118135302767
spores_base/spore_run_10,electricity_production_gini,fraction,0.6241454946389141
spores_base/spore_run_10,transport_electrification,percentage,99.99795907340959
spores_base/spore_run_10,heat_electrification,percentage,2.00382853184075
spores_base/spore_run_10,storage_discharge_capacity,tw,0.07638983318659842
spores_base/spore_run_10,average_national_import,twh,5.356981969118152
spores_base/spore_run_11,electricity_production_gini,fraction,0.6299549168854628
spores_base/spore_run_11,transport_electrification,percentage,99.99982140346488
spores_base/spore_run_11,heat_electrification,percentage,1.9976832336877028
spores_base/spore_run_11,storage_discharge_capacity,tw,0.10182578847573302
spores_base/spore_run_11,average_national_import,twh,9.57019709852648
spores_base/spore_run_12,electricity_production_gini,fraction,0.6360039324900225
spores_base/spore_run_12,transport_electrification,percentage,99.99895181186541
spores_base/spore_run_12,heat_electrification,percentage,2.0002541718196865
spores_base/spore_run_12,storage_discharge_capacity,tw,0.11022501152183638
spores_base/spore_run_12,average_national_import,twh,8.930542311179815
spores_base/spore_run_13,electricity_production_gini,fraction,0.6510301767603937
spores_base/spore_run_13,transport_electrification,percentage,99.99985159185589
spores_base/spore_run_13,heat_electrification,percentage,1.9972681781701425
spores_base/spore_run_13,storage_discharge_capacity,tw,0.1302386831743553
spores_base/spore_run_13,average_national_import,twh,9.556084802775173
spores_base/spore_run_14,electricity_production_gini,fraction,0.6254771477734393
spores_base/spore_run_14,transport_electrification,percentage,99.99829468462909
spores_base/spore_run_14,heat_electrification,percentage,2.0025404007013887
spores_base/spore_run_14,storage_discharge_capacity,tw,0.07543913642997019
spores_base/spore_run_14,average_national_import,twh,5.813179805362611
spores_base/spore_run_15,electricity_production_gini,fraction,0.6340086241437769
spores_base/spore_run_15,transport_electrification,percentage,99.99928256669993
spores_base/spore_run_15,heat_electrification,percentage,1.999229550146683
spores_base/spore_run_15,storage_discharge_capacity,tw,0.12335554492811779
spores_base/spore_run_15,average_national_import,twh,7.17454786049085
spores_base/spore_run_2,electricity_production_gini,fraction,0.6513680165010668
spores_base/spore_run_2,transport_electrification,percentage,99.99989130113617
spores_base/spore_run_2,heat_electrification,percentage,1.4293560338366664
spores_base/spore_run_2,storage_discharge_capacity,tw,0.09042128915673424
spores_base/spore_run_2,average_national_import,twh,6.9525678316694615
spores_base/spore_run_3,electricity_production_gini,fraction,0.6134345443615699
spores_base/spore_run_3,transport_electrification,percentage,99.99918231055163
spores_base/spore_run_3,heat_electrification,percentage,1.7659831342039332
spores_base/spore_run_3,storage_discharge_capacity,tw,0.06974281751236927
spores_base/spore_run_3,average_national_import,twh,9.71459199974586
spores_base/spore_run_4,electricity_production_gini,fraction,0.6270884536513607
spores_base/spore_run_4,transport_electrification,percentage,99.99952505092662
spores_base/spore_run_4,heat_electrification,percentage,1.9989007053165817
spores_base/spore_run_4,storage_discharge_capacity,tw,0.10936419077391263
spores_base/spore_run_4,average_national_import,twh,5.667541625551742
spores_base/spore_run_5,electricity_production_gini,fraction,0.6435304540267063
spores_base/spore_run_5,transport_electrification,percentage,99.99982720594913
spores_base/spore_run_5,heat_electrification,percentage,1.9980995664941992
spores_base/spore_run_5,storage_discharge_capacity,tw,0.08398836884743104
spores_base/spore_run_5,average_national_import,twh,5.974949087164241
spores_base/spore_run_6,electricity_production_gini,fraction,0.6189941355503158
spores_base/spore_run_6,transport_electrification,percentage,99.9998469331447
spores_base/spore_run_6,heat_electrification,percentage,1.9974514922493571
spores_base/spore_run_6,storage_discharge_capacity,tw,0.13188976651342454
spores_base/spore_run_6,average_national_import,twh,6.69388987512666
spores_base/spore_run_7,electricity_production_gini,fraction,0.6397050526583433
spores_base/spore_run_7,transport_electrification,percentage,99.99982314959381
spores_base/spore_run_7,heat_electrification,percentage,1.9980933313898384
spores_base/spore_run_7,storage_discharge_capacity,tw,0.06782884153652945
spores_base/spore_run_7,average_national_import,twh,6.0876168553566075
spores_base/spore_run_8,electricity_production_gini,fraction,0.6391063457707725
spores_base/spore_run_8,transport_electrification,percentage,99.99984412406995
spores_base/spore_run_8,heat_electrification,percentage,1.9976352605263157
spores_base/spore_run_8,storage_discharge_capacity,tw,0.11103553884350975
spores_base/spore_run_8,average_national_import,twh,9.560136240803686
spores_base/spore_run_9,electricity_production_gini,fraction,0.6448995849239765
spores_base/spore_run_9,transport_electrification,percentage,99.99926563771717
spores_base/spore_run_9,heat_electrification,percentage,1.9999620574836543
spores_base/spore_run_9,storage_discharge_capacity,tw,0.07282504888489089
spores_base/spore_run_9,average_national_import,twh,5.96534299774627
spores_elec/spore_run_0,electricity_production_gini,fraction,0.6264639416955756
spores_elec/spore_run_0,transport_electrification,percentage,99.99497087126637
spores_elec/spore_run_0,heat_electrification,percentage,3.9736370739731575
spores_elec/spore_run_0,storage_discharge_capacity,tw,0.027573473402344235
spores_elec/spore_run_0,average_national_import,twh,8.103492353451553
spores_elec/spore_run_1,electricity_production_gini,fraction,0.6541442512839531
spores_elec/spore_run_1,transport_electrification,percentage,99.72609890058527
spores_elec/spore_run_1,heat_electrification,percentage,6.783376581760604
spores_elec/spore_run_1,storage_discharge_capacity,tw,0.8110507695841924
spores_elec/spore_run_1,average_national_import,twh,11.94337572628403
spores_elec/spore_run_10,electricity_production_gini,fraction,0.6271414079914827
spores_elec/spore_run_10,transport_electrification,percentage,99.9998156650502
spores_elec/spore_run_10,heat_electrification,percentage,1.9878238935178791
spores_elec/spore_run_10,storage_discharge_capacity,tw,0.0733104862832372
spores_elec/spore_run_10,average_national_import,twh,5.39904125461046
spores_elec/spore_run_2,electricity_production_gini,fraction,0.6510775191443773
spores_elec/spore_run_2,transport_electrification,percentage,99.99987300909301
spores_elec/spore_run_2,heat_electrification,percentage,1.4199096785737249
spores_elec/spore_run_2,storage_discharge_capacity,tw,0.09116406709791591
spores_elec/spore_run_2,average_national_import,twh,7.018099149424223
spores_elec/spore_run_3,electricity_production_gini,fraction,0.6133345873751016
spores_elec/spore_run_3,transport_electrification,percentage,99.99888630768108
spores_elec/spore_run_3,heat_electrification,percentage,1.7554261897245018
spores_elec/spore_run_3,storage_discharge_capacity,tw,0.07084596365713873
spores_elec/spore_run_3,average_national_import,twh,9.554585439999034
spores_elec/spore_run_4,electricity_production_gini,fraction,0.6308717701216291
spores_elec/spore_run_4,transport_electrification,percentage,99.99984611105018
spores_elec/spore_run_4,heat_electrification,percentage,1.9888440125635705
spores_elec/spore_run_4,storage_discharge_capacity,tw,0.10874184190733722
spores_elec/spore_run_4,average_national_import,twh,5.668352404787878
spores_elec/spore_run_5,electricity_production_gini,fraction,0.6442479174204047
spores_elec/spore_run_5,transport_electrification,percentage,99.99988024972114
spores_elec/spore_run_5,heat_electrification,percentage,1.98669700037928
spores_elec/spore_run_5,storage_discharge_capacity,tw,0.08404568535163662
spores_elec/spore_run_5,average_national_import,twh,6.066596935565279
spores_elec/spore_run_6,electricity_production_gini,fraction,0.6182784991518654
spores_elec/spore_run_6,transport_electrification,percentage,99.99984263253565
spores_elec/spore_run_6,heat_electrification,percentage,1.9869164204135223
spores_elec/spore_run_6,storage_discharge_capacity,tw,0.13188422459256285
spores_elec/spore_run_6,average_national_import,twh,6.647156991891718
spores_elec/spore_run_7,electricity_production_gini,fraction,0.649504060093692
spores_elec/spore_run_7,transport_electrification,percentage,99.99981990981394
spores_elec/spore_run_7,heat_electrification,percentage,1.9885635257197027
spores_elec/spore_run_7,storage_discharge_capacity,tw,0.07079307208699073
spores_elec/spore_run_7,average_national_import,twh,6.106530904890493
spores_elec/spore_run_8,electricity_production_gini,fraction,0.6403440579034388
spores_elec/spore_run_8,transport_electrification,percentage,99.99982106614169
spores_elec/spore_run_8,heat_electrification,percentage,1.9866675503790014
spores_elec/spore_run_8,storage_discharge_capacity,tw,0.11256141303744177
spores_elec/spore_run_8,average_national_import,twh,9.43051282625043
spores_elec/spore_run_9,electricity_production_gini,fraction,0.6502109754981442
spores_elec/spore_run_9,transport_electrification,percentage,99.99983106204108
spores_elec/spore_run_9,heat_electrification,percentage,1.9880827469547968
spores_elec/spore_run_9,storage_discharge_capacity,tw,0.07120940622230727
spores_elec/spore_run_9,average_national_import,twh,6.106315773464122
spores_fuel/spore_run_0,electricity_production_gini,fraction,0.6264639416955756
spores_fuel/spore_run_0,transport_electrification,percentage,99.99497087126637
spores_fuel/spore_run_0,heat_electrification,percentage,3.9736370739731575
spores_fuel/spore_run_0,storage_discharge_capacity,tw,0.027573473402344235
spores_fuel/spore_run_0,average_national_import,twh,8.103492353451553
spores_fuel/spore_run_1,electricity_production_gini,fraction,0.6537345255112996
spores_fuel/spore_run_1,transport_electrification,percentage,99.72461777533958
spores_fuel/spore_run_1,heat_electrification,percentage,6.812362169396391
spores_fuel/spore_run_1,storage_discharge_capacity,tw,0.7842292196236486
spores_fuel/spore_run_1,average_national_import,twh,11.930981508378496
spores_fuel/spore_run_10,electricity_production_gini,fraction,0.6272693903362297
spores_fuel/spore_run_10,transport_electrification,percentage,99.99983687486801
spores_fuel/spore_run_10,heat_electrification,percentage,1.9798635102347806
spores_fuel/spore_run_10,storage_discharge_capacity,tw,0.07386527973928565
spores_fuel/spore_run_10,average_national_import,twh,5.460991651078447
spores_fuel/spore_run_2,electricity_production_gini,fraction,0.6513552475217794
spores_fuel/spore_run_2,transport_electrification,percentage,99.9998701713616
spores_fuel/spore_run_2,heat_electrification,percentage,1.4294187854165883
spores_fuel/spore_run_2,storage_discharge_capacity,tw,0.09046875779538126
spores_fuel/spore_run_2,average_national_import,twh,6.951936027213118
spores_fuel/spore_run_3,electricity_production_gini,fraction,0.6142540053189328
spores_fuel/spore_run_3,transport_electrification,percentage,99.99980011896338
spores_fuel/spore_run_3,heat_electrification,percentage,2.0186245681171116
spores_fuel/spore_run_3,storage_discharge_capacity,tw,0.06888193454560741
spores_fuel/spore_run_3,average_national_import,twh,9.72288256042144
spores_fuel/spore_run_4,electricity_production_gini,fraction,0.6270407347377126
spores_fuel/spore_run_4,transport_electrification,percentage,99.99982683153037
spores_fuel/spore_run_4,heat_electrification,percentage,1.9976175708630313
spores_fuel/spore_run_4,storage_discharge_capacity,tw,0.10899416536265619
spores_fuel/spore_run_4,average_national_import,twh,5.672615664986133
spores_fuel/spore_run_5,electricity_production_gini,fraction,0.6431839688698735
spores_fuel/spore_run_5,transport_electrification,percentage,99.9997630968674
spores_fuel/spore_run_5,heat_electrification,percentage,1.9800994311936637
spores_fuel/spore_run_5,storage_discharge_capacity,tw,0.08413709843316519
spores_fuel/spore_run_5,average_national_import,twh,6.002249838739973
spores_fuel/spore_run_6,electricity_production_gini,fraction,0.6206147492762776
spores_fuel/spore_run_6,transport_electrification,percentage,99.99983066540814
spores_fuel/spore_run_6,heat_electrification,percentage,1.9974524981193684
spores_fuel/spore_run_6,storage_discharge_capacity,tw,0.13203124101439326
spores_fuel/spore_run_6,average_national_import,twh,6.75967046055386
spores_fuel/spore_run_7,electricity_production_gini,fraction,0.6395038238730147
spores_fuel/spore_run_7,transport_electrification,percentage,99.99980777148691
spores_fuel/spore_run_7,heat_electrification,percentage,1.9798569220797888
spores_fuel/spore_run_7,storage_discharge_capacity,tw,0.06776953488755567
spores_fuel/spore_run_7,average_national_import,twh,6.083916722864181
spores_fuel/spore_run_8,electricity_production_gini,fraction,0.6398538910107187
spores_fuel/spore_run_8,transport_electrification,percentage,99.9998375765884
spores_fuel/spore_run_8,heat_electrification,percentage,1.9974469508235349
spores_fuel/spore_run_8,storage_discharge_capacity,tw,0.11032572399813807
spores_fuel/spore_run_8,average_national_import,twh,9.61567481104663
spores_fuel/spore_run_9,electricity_production_gini,fraction,0.6465770915643737
spores_fuel/spore_run_9,transport_electrification,percentage,99.99968097633493
spores_fuel/spore_run_9,heat_electrification,percentage,1.980045058301
spores_fuel/spore_run_9,storage_discharge_capacity,tw,0.0703407703622207
spores_fuel/spore_run_9,average_national_import,twh,6.0699357454831375
spores_heat/spore_run_0,electricity_production_gini,fraction,0.6268110326703485
spores_heat/spore_run_0,transport_electrification,percentage,99.99949110606494
spores_heat/spore_run_0,heat_electrification,percentage,3.9309286487545996
spores_heat/spore_run_0,storage_discharge_capacity,tw,0.011251343950961536
spores_heat/spore_run_0,average_national_import,twh,8.09070528291159
spores_heat/spore_run_1,electricity_production_gini,fraction,0.6803506158563459
spores_heat/spore_run_1,transport_electrification,percentage,99.99932635833181
spores_heat/spore_run_1,heat_electrification,percentage,23.44508475774786
spores_heat/spore_run_1,storage_discharge_capacity,tw,0.5727142101981485
spores_heat/spore_run_1,average_national_import,twh,13.397544992547836
spores_heat/spore_run_10,electricity_production_gini,fraction,0.6434262014972281
spores_heat/spore_run_10,transport_electrification,percentage,99.99552438166478
spores_heat/spore_run_10,heat_electrification,percentage,14.951801437677728
spores_heat/spore_run_10,storage_discharge_capacity,tw,2.7735402686318955
spores_heat/spore_run_10,average_national_import,twh,10.214589028813004
spores_heat/spore_run_2,electricity_production_gini,fraction,0.6785869935203808
spores_heat/spore_run_2,transport_electrification,percentage,99.99817110613976
spores_heat/spore_run_2,heat_electrification,percentage,26.198445124632048
spores_heat/spore_run_2,storage_discharge_capacity,tw,0.8105064149657506
spores_heat/spore_run_2,average_national_import,twh,13.566807263088181
spores_heat/spore_run_3,electricity_production_gini,fraction,0.6643389329147991
spores_heat/spore_run_3,transport_electrification,percentage,99.99816574938744
spores_heat/spore_run_3,heat_electrification,percentage,22.653801066084558
spores_heat/spore_run_3,storage_discharge_capacity,tw,1.0122669755260105
spores_heat/spore_run_3,average_national_import,twh,12.018052565466698
spores_heat/spore_run_4,electricity_production_gini,fraction,0.6692374285075403
spores_heat/spore_run_4,transport_electrification,percentage,99.99678824608722
spores_heat/spore_run_4,heat_electrification,percentage,27.262771443600414
spores_heat/spore_run_4,storage_discharge_capacity,tw,1.1174215072154545
spores_heat/spore_run_4,average_national_import,twh,11.725137310982666
spores_heat/spore_run_5,electricity_production_gini,fraction,0.7093679522510931
spores_heat/spore_run_5,transport_electrification,percentage,99.9968128091292
spores_heat/spore_run_5,heat_electrification,percentage,24.71538211782953
spores_heat/spore_run_5,storage_discharge_capacity,tw,1.487458693483006
spores_heat/spore_run_5,average_national_import,twh,13.303957506880952
spores_heat/spore_run_6,electricity_production_gini,fraction,0.6526393637471332
spores_heat/spore_run_6,transport_electrification,percentage,99.99697642821462
spores_heat/spore_run_6,heat_electrification,percentage,15.018510229044656
spores_heat/spore_run_6,storage_discharge_capacity,tw,0.9954683281903639
spores_heat/spore_run_6,average_national_import,twh,11.307554006958998
spores_heat/spore_run_7,electricity_production_gini,fraction,0.6910732273818158
spores_heat/spore_run_7,transport_electrification,percentage,99.99646643576305
spores_heat/spore_run_7,heat_electrification,percentage,25.869311682908616
spores_heat/spore_run_7,storage_discharge_capacity,tw,1.527470467178669
spores_heat/spore_run_7,average_national_import,twh,11.34901886702036
spores_heat/spore_run_8,electricity_production_gini,fraction,0.6768701952834537
spores_heat/spore_run_8,transport_electrification,percentage,99.99590286049836
spores_heat/spore_run_8,heat_electrification,percentage,12.474459321699914
spores_heat/spore_run_8,storage_discharge_capacity,tw,2.785948058014989
spores_heat/spore_run_8,average_national_import,twh,13.0228163292311
spores_heat/spore_run_9,electricity_production_gini,fraction,0.6356592790544546
spores_heat/spore_run_9,transport_electrification,percentage,99.99593960860744
spores_heat/spore_run_9,heat_electrification,percentage,16.436462366269417
spores_heat/spore_run_9,storage_discharge_capacity,tw,2.906007781006027
spores_heat/spore_run_9,average_national_import,twh,11.701637501367337
spores_supply/spore_run_0,electricity_production_gini,fraction,0.6264639416955756
spores_supply/spore_run_0,transport_electrification,percentage,99.99497087126637
spores_supply/spore_run_0,heat_electrification,percentage,3.9736370739731575
spores_supply/spore_run_0,storage_discharge_capacity,tw,0.027573473402344235
spores_supply/spore_run_0,average_national_import,twh,8.103492353451553
spores_supply/spore_run_1,electricity_production_gini,fraction,0.6546239765513161
spores_supply/spore_run_1,transport_electrification,percentage,99.71479135613924
spores_supply/spore_run_1,heat_electrification,percentage,6.818953705185988
spores_supply/spore_run_1,storage_discharge_capacity,tw,0.7609012164263349
spores_supply/spore_run_1,average_national_import,twh,11.92875521026215
spores_supply/spore_run_10,electricity_production_gini,fraction,0.6245414312375822
spores_supply/spore_run_10,transport_electrification,percentage,99.99796966942449
spores_supply/spore_run_10,heat_electrification,percentage,2.0031944637104746
spores_supply/spore_run_10,storage_discharge_capacity,tw,0.07834126130840499
spores_supply/spore_run_10,average_national_import,twh,5.330981962304698
spores_supply/spore_run_2,electricity_production_gini,fraction,0.6513457106371446
spores_supply/spore_run_2,transport_electrification,percentage,99.99989483883478
spores_supply/spore_run_2,heat_electrification,percentage,1.4293986507380478
spores_supply/spore_run_2,storage_discharge_capacity,tw,0.09311959674071825
spores_supply/spore_run_2,average_national_import,twh,7.010348161161062
spores_supply/spore_run_3,electricity_production_gini,fraction,0.6137548593609591
spores_supply/spore_run_3,transport_electrification,percentage,99.99921633735663
spores_supply/spore_run_3,heat_electrification,percentage,1.7658012109815977
spores_supply/spore_run_3,storage_discharge_capacity,tw,0.07316199790781514
spores_supply/spore_run_3,average_national_import,twh,9.465509489553288
spores_supply/spore_run_4,electricity_production_gini,fraction,0.6309937220053752
spores_supply/spore_run_4,transport_electrification,percentage,99.9996475598868
spores_supply/spore_run_4,heat_electrification,percentage,1.9982003927671441
spores_supply/spore_run_4,storage_discharge_capacity,tw,0.11218269207971883
spores_supply/spore_run_4,average_national_import,twh,5.651656521435063
spores_supply/spore_run_5,electricity_production_gini,fraction,0.6439783477175838
spores_supply/spore_run_5,transport_electrification,percentage,99.99984803988102
spores_supply/spore_run_5,heat_electrification,percentage,1.9979654349522538
spores_supply/spore_run_5,storage_discharge_capacity,tw,0.08645801559915582
spores_supply/spore_run_5,average_national_import,twh,6.090087822064707
spores_supply/spore_run_6,electricity_production_gini,fraction,0.6181581845407536
spores_supply/spore_run_6,transport_electrification,percentage,99.99985377362715
spores_supply/spore_run_6,heat_electrification,percentage,1.997411341367406
spores_supply/spore_run_6,storage_discharge_capacity,tw,0.13461214427519044
spores_supply/spore_run_6,average_national_import,twh,6.6391251658121835
spores_supply/spore_run_7,electricity_production_gini,fraction,0.6469181897158139
spores_supply/spore_run_7,transport_electrification,percentage,99.99979969273208
spores_supply/spore_run_7,heat_electrification,percentage,1.9980505635634496
spores_supply/spore_run_7,storage_discharge_capacity,tw,0.07230694719200245
spores_supply/spore_run_7,average_national_import,twh,6.065341250026273
spores_supply/spore_run_8,electricity_production_gini,fraction,0.6404430814525519
spores_supply/spore_run_8,transport_electrification,percentage,99.99982915489683
spores_supply/spore_run_8,heat_electrification,percentage,1.9975959131393588
spores_supply/spore_run_8,storage_discharge_capacity,tw,0.11455240414199616
spores_supply/spore_run_8,average_national_import,twh,9.413317092778371
spores_supply/spore_run_9,electricity_production_gini,fraction,0.6477360327205846
spores_supply/spore_run_9,transport_electrification,percentage,99.99980976412485
spores_supply/spore_run_9,heat_electrification,percentage,1.9981921223697272
spores_supply/spore_run_9,storage_discharge_capacity,tw,0.07520435513496643
spores_supply/spore_run_9,average_national_import,twh,5.98672532903496
spores_trans/spore_run_0,electricity_production_gini,fraction,0.6268175647951961
spores_trans/spore_run_0,transport_electrification,percentage,99.99948336941647
spores_trans/spore_run_0,heat_electrification,percentage,3.9307292838520396
spores_trans/spore_run_0,storage_discharge_capacity,tw,0.011421696634779677
spores_trans/spore_run_0,average_national_import,twh,8.092607217180461
spores_trans/spore_run_1,electricity_production_gini,fraction,0.6783405658282778
spores_trans/spore_run_1,transport_electrification,percentage,74.76686628339304
spores_trans/spore_run_1,heat_electrification,percentage,4.377385243187849
spores_trans/spore_run_1,storage_discharge_capacity,tw,0.011619338875710396
spores_trans/spore_run_1,average_national_import,twh,9.33394730816438
spores_trans/spore_run_10,electricity_production_gini,fraction,0.6389112037348667
spores_trans/spore_run_10,transport_electrification,percentage,73.61724992711378
spores_trans/spore_run_10,heat_electrification,percentage,1.6410646658494497
spores_trans/spore_run_10,storage_discharge_capacity,tw,0.013278666749211307
spores_trans/spore_run_10,average_national_import,twh,9.785197883589566
spores_trans/spore_run_2,electricity_production_gini,fraction,0.6555492441531816
spores_trans/spore_run_2,transport_electrification,percentage,73.89753136026938
spores_trans/spore_run_2,heat_electrification,percentage,3.290174845635607
spores_trans/spore_run_2,storage_discharge_capacity,tw,0.01213117478214596
spores_trans/spore_run_2,average_national_import,twh,7.669988293441212
spores_trans/spore_run_3,electricity_production_gini,fraction,0.6253981608974447
spores_trans/spore_run_3,transport_electrification,percentage,76.2319575342542
spores_trans/spore_run_3,heat_electrification,percentage,3.1875744680377207
spores_trans/spore_run_3,storage_discharge_capacity,tw,0.03017550339618055
spores_trans/spore_run_3,average_national_import,twh,10.772936742476206
spores_trans/spore_run_4,electricity_production_gini,fraction,0.6249266290049849
spores_trans/spore_run_4,transport_electrification,percentage,65.39680051221369
spores_trans/spore_run_4,heat_electrification,percentage,2.3021482297277465
spores_trans/spore_run_4,storage_discharge_capacity,tw,0.015171496051268017
spores_trans/spore_run_4,average_national_import,twh,9.623493838679314
spores_trans/spore_run_5,electricity_production_gini,fraction,0.6325585544328108
spores_trans/spore_run_5,transport_electrification,percentage,77.92144095481633
spores_trans/spore_run_5,heat_electrification,percentage,2.1242433204192253
spores_trans/spore_run_5,storage_discharge_capacity,tw,0.015212759074148433
spores_trans/spore_run_5,average_national_import,twh,10.36446754824974
spores_trans/spore_run_6,electricity_production_gini,fraction,0.630781317983595
spores_trans/spore_run_6,transport_electrification,percentage,75.67023433050579
spores_trans/spore_run_6,heat_electrification,percentage,2.1790832258387787
spores_trans/spore_run_6,storage_discharge_capacity,tw,0.02630508842633787
spores_trans/spore_run_6,average_national_import,twh,10.114495071580716
spores_trans/spore_run_7,electricity_production_gini,fraction,0.634696621482548
