region,carriers,spore,final_consumption_twh
Albania,coal,115,2.5593275495399994
Albania,coal,116,2.5593275495399994
Albania,coal,117,2.5593275495399994
Albania,coal,118,2.5593275495399994
Albania,coal,119,2.5593275495399994
Albania,coal,120,2.5593275495399994
Albania,coal,121,2.5593275495399994
Albania,coal,122,2.5593275495399994
Albania,coal,123,2.5593275495399994
Albania,coal,124,2.5593275495399994
Albania,coal,125,2.5593275495399994
Albania,coal,126,2.5593275495399994
Albania,coal,127,2.5593275495399994
Albania,coal,128,2.5593275495399994
Albania,coal,129,2.5593275495399994
Albania,coal,130,2.5593275495399994
Albania,coal,131,2.5593275495399994
Albania,coal,132,2.5593275495399994
Albania,coal,133,2.5593275495399994
Albania,coal,134,2.5593275495399994
Albania,coal,135,2.5593275495399994
Albania,coal,136,2.5593275495399994
Albania,coal,137,2.5593275495399994
Albania,coal,138,2.5593275495399994
Albania,coal,139,2.5593275495399994
Albania,coal,140,2.5593275495399994
Albania,coal,141,2.5593275495399994
Albania,coal,142,2.5593275495399994
Albania,coal,143,2.5593275495399994
Albania,coal,144,2.5593275495399994
Albania,coal,145,2.5593275495399994
Albania,coal,146,2.5593275495399994
Albania,coal,147,2.5593275495399994
Albania,coal,148,2.5593275495399994
Albania,coal,149,2.5593275495399994
Albania,coal,150,2.5593275495399994
Albania,coal,151,2.5593275495399994
Albania,coal,152,2.5593275495399994
Albania,coal,153,2.5593275495399994
Albania,coal,154,2.5593275495399994
Albania,coal,155,2.5593275495399994
Albania,coal,156,2.5593275495399994
Albania,coal,157,2.5593275495399994
Albania,coal,158,2.5593275495399994
Albania,coal,159,2.5593275495399994
Albania,coal,160,2.5593275495399994
Albania,coal,161,2.5593275495399994
Albania,coal,162,2.5593275495399994
Albania,coal,163,2.5593275495399994
Albania,coal,164,2.5593275495399994
Albania,coal,165,2.5593275495399994
Albania,coal,166,2.5593275495399994
Albania,coal,167,2.5593275495399994
Albania,coal,168,2.5593275495399994
Albania,coal,169,2.5593275495399994
Albania,coal,170,2.5593275495399994
Albania,coal,171,2.5593275495399994
Albania,coal,172,2.5593275495399994
Albania,coal,173,2.5593275495399994
Albania,coal,174,2.5593275495399994
Albania,coal,175,2.5593275495399994
Albania,coal,176,2.5593275495399994
Albania,coal,177,2.5593275495399994
Albania,coal,178,2.5593275495399994
Albania,coal,179,2.5593275495399994
Albania,coal,180,2.5593275495399994
Albania,coal,181,2.5593275495399994
Albania,coal,182,2.5593275495399994
Albania,coal,183,2.5593275495399994
Albania,coal,184,2.5593275495399994
Albania,coal,185,2.5593275495399994
Albania,coal,186,2.5593275495399994
Albania,coal,187,2.5593275495399994
Albania,coal,188,2.5593275495399994
Albania,coal,189,2.5593275495399994
Albania,diesel,0,2.1980258672866735
Albania,diesel,1,2.755802783393269
Albania,diesel,2,2.1944655964368462
Albania,diesel,3,2.1934390841599947
Albania,diesel,4,2.1941024085106395
Albania,diesel,5,2.196757880401036
Albania,diesel,6,2.1934341456839714
Albania,diesel,7,2.193352271184135
Albania,diesel,8,2.1948402011914867
Albania,diesel,9,2.1934874425207704
Albania,diesel,10,2.193452336233785
Albania,diesel,11,3.2885248586735942
Albania,diesel,12,2.193705679267622
Albania,diesel,13,3.2885248586735942
Albania,diesel,14,3.2885248586735942
Albania,diesel,15,3.2885248586735942
Albania,diesel,16,3.2885248586735942
Albania,diesel,17,3.2194542335138427
Albania,diesel,18,2.1980258672866735
Albania,diesel,19,3.2194542335138427
Albania,diesel,20,3.2194542335138427
Albania,diesel,21,3.2194542335138427
Albania,diesel,22,3.2194542335138427
Albania,diesel,23,2.193705679267622
Albania,diesel,24,2.193303176391968
Albania,diesel,25,2.193303176391968
Albania,diesel,26,2.193303176391968
Albania,diesel,27,2.193303176391968
Albania,diesel,28,2.193303176391968
Albania,diesel,29,2.194974696797444
Albania,diesel,30,2.194974696797444
Albania,diesel,31,2.193705679267622
Albania,diesel,32,2.194974696797444
Albania,diesel,33,2.194974696797444
Albania,diesel,34,2.194974696797444
Albania,diesel,35,3.2895136985852114
Albania,diesel,36,3.2895136985852114
Albania,diesel,37,2.193705679267622
Albania,diesel,38,3.2895136985852114
Albania,diesel,39,3.2895136985852114
Albania,diesel,40,3.2895136985852114
Albania,diesel,41,2.195172693282844
Albania,diesel,42,2.195172693282844
Albania,diesel,43,2.193705679267622
Albania,diesel,44,2.195172693282844
Albania,diesel,45,2.195172693282844
Albania,diesel,46,2.195172693282844
Albania,diesel,47,2.9928613756983777
Albania,diesel,48,2.9928613756983777
Albania,diesel,49,2.193705679267622
Albania,diesel,50,2.9928613756983777
Albania,diesel,51,2.9928613756983777
Albania,diesel,52,2.9928613756983777
Albania,diesel,53,3.2885248586735942
Albania,diesel,54,3.2885248586735942
Albania,diesel,55,2.193705679267622
Albania,diesel,56,3.2885248586735942
Albania,diesel,57,3.2885248586735942
Albania,diesel,58,3.2885248586735942
Albania,diesel,59,3.2194542335138427
Albania,diesel,60,3.2194542335138427
Albania,diesel,61,2.1980258672866735
Albania,diesel,62,3.2194542335138427
Albania,diesel,63,3.2194542335138427
Albania,diesel,64,3.2194542335138427
Albania,diesel,65,3.1888390896139844
Albania,diesel,66,2.193705679267622
Albania,diesel,67,3.1888390896139844
Albania,diesel,68,3.1888390896139844
Albania,diesel,69,3.1888390896139844
Albania,diesel,70,3.1888390896139844
Albania,diesel,71,3.3165658051802733
Albania,diesel,72,3.3165658051802733
Albania,diesel,73,2.193705679267622
Albania,diesel,74,3.3165658051802733
Albania,diesel,75,3.3165658051802733
Albania,diesel,76,3.3165658051802733
Albania,diesel,77,2.1939862899045632
Albania,diesel,78,2.1939862899045632
Albania,diesel,79,2.193705679267622
Albania,diesel,80,2.1939862899045632
Albania,diesel,81,2.1939862899045632
Albania,diesel,82,2.1939862899045632
Albania,diesel,83,2.193705679267622
Albania,diesel,84,2.193259406803269
Albania,diesel,85,2.193259406803269
Albania,diesel,86,2.193259406803269
Albania,diesel,87,2.193259406803269
Albania,diesel,88,2.193259406803269
Albania,diesel,89,2.193705679267622
Albania,diesel,90,3.3474673410619484
Albania,diesel,91,3.3474673410619484
Albania,diesel,92,3.3474673410619484
Albania,diesel,93,3.3474673410619484
Albania,diesel,94,3.3474673410619484
Albania,diesel,95,3.230991652389717
Albania,diesel,96,3.230991652389717
Albania,diesel,97,2.193705679267622
Albania,diesel,98,3.230991652389717
Albania,diesel,99,3.230991652389717
Albania,diesel,100,3.230991652389717
Albania,diesel,101,2.193543210032571
Albania,diesel,102,2.193543210032571
Albania,diesel,103,2.193705679267622
Albania,diesel,104,2.193543210032571
Albania,diesel,105,2.193543210032571
Albania,diesel,106,2.193543210032571
Albania,diesel,107,2.841373577457202
Albania,diesel,108,2.841373577457202
Albania,diesel,109,2.193705679267622
Albania,diesel,110,2.841373577457202
Albania,diesel,111,2.841373577457202
Albania,diesel,112,2.841373577457202
Albania,diesel,113,2.194958455844879
Albania,diesel,114,2.193705679267622
Albania,diesel,115,2.194958455844879
Albania,diesel,116,2.194958455844879
Albania,diesel,117,2.194958455844879
Albania,diesel,118,2.194958455844879
Albania,diesel,119,2.193452336233785
Albania,diesel,120,2.1944533995751767
Albania,diesel,121,2.1934874425207704
Albania,diesel,122,2.1951018931297144
Albania,diesel,123,2.193442397600273
Albania,diesel,124,2.1934341456839714
Albania,diesel,125,2.1961574945167595
Albania,diesel,126,2.1934390841599947
Albania,diesel,127,2.1944655964368462
Albania,diesel,128,2.1948402011914867
Albania,diesel,129,2.755802783393269
Albania,diesel,130,2.1941024085106395
Albania,diesel,131,2.1980258672866735
Albania,diesel,132,2.1935014994026245
Albania,diesel,133,2.196757880401036
Albania,diesel,134,2.193352271184135
Albania,diesel,135,2.1980258672866735
Albania,diesel,136,2.763616645566378
Albania,diesel,137,2.1934594684907593
Albania,diesel,138,2.1934129156616056
Albania,diesel,139,2.1934326318210724
Albania,diesel,140,2.193473281489559
Albania,diesel,141,2.1934398940675637
Albania,diesel,142,2.1933870575196437
Albania,diesel,143,2.195423526530219
Albania,diesel,144,2.1934850615988646
Albania,diesel,145,2.1934820541751696
Albania,diesel,146,2.206487223730892
Albania,diesel,147,2.198323309120035
Albania,diesel,148,2.193737282569774
Albania,diesel,149,2.201961133990668
Albania,diesel,150,2.197242778404971
Albania,diesel,151,2.206611722345351
Albania,diesel,152,2.203544482122452
Albania,diesel,153,2.20676675984349
Albania,diesel,154,2.194705246775075
Albania,diesel,155,2.202876239718851
Albania,diesel,156,2.208661213314293
Albania,diesel,157,2.1980258672866735
Albania,diesel,158,2.766503956182637
Albania,diesel,159,2.1937158783637507
Albania,diesel,160,2.19356990808425
Albania,diesel,161,2.1934647114276102
Albania,diesel,162,2.1934473311124423
Albania,diesel,163,2.193473464479421
Albania,diesel,164,2.1933950650997955
Albania,diesel,165,2.1935661134323827
Albania,diesel,166,2.193500451878892
Albania,diesel,167,2.193462886037823
Albania,diesel,168,4.953884809822592
Albania,diesel,169,5.0687369157790565
Albania,diesel,170,5.070608612799221
Albania,diesel,171,2.2075967035848434
Albania,diesel,172,4.624550413388752
Albania,diesel,173,5.073836715107029
Albania,diesel,174,6.927939858294324
Albania,diesel,175,5.059171984742373
Albania,diesel,176,2.1937231267738557
Albania,diesel,177,2.195428392075636
Albania,diesel,178,5.075209659875161
Albania,diesel,179,2.1980258672866735
Albania,diesel,180,2.760990401071248
Albania,diesel,181,2.193496630590885
Albania,diesel,182,2.1934039954622246
Albania,diesel,183,2.193802719499263
Albania,diesel,184,2.1966832076701754
Albania,diesel,185,2.1934131334233617
Albania,diesel,186,2.193356422640711
Albania,diesel,187,2.194748078201322
Albania,diesel,188,2.193506733306738
Albania,diesel,189,2.193461275549992
Albania,electricity,0,7.884700561013087
Albania,electricity,1,8.360556274572033
Albania,electricity,2,7.873733563230912
Albania,electricity,3,7.873253238168568
Albania,electricity,4,7.873550927121709
Albania,electricity,5,7.874920984440344
Albania,electricity,6,7.87321018990929
Albania,electricity,7,7.87320721546954
Albania,electricity,8,7.8739372746202605
Albania,electricity,9,7.873235528044425
Albania,electricity,10,7.873244989491004
Albania,electricity,11,8.359320796618793
Albania,electricity,12,7.874322737152614
Albania,electricity,13,8.359320796618793
Albania,electricity,14,8.359320796618793
Albania,electricity,15,8.359320796618793
Albania,electricity,16,8.359320796618793
Albania,electricity,17,8.737937723855644
Albania,electricity,18,7.884700561013087
Albania,electricity,19,8.737937723855644
Albania,electricity,20,8.737937723855644
Albania,electricity,21,8.737937723855644
Albania,electricity,22,8.737937723855644
Albania,electricity,23,7.874322737152614
Albania,electricity,24,7.873395845931418
Albania,electricity,25,7.873395845931418
Albania,electricity,26,7.873395845931418
Albania,electricity,27,7.873395845931418
Albania,electricity,28,7.873395845931418
Albania,electricity,29,7.879748303087138
Albania,electricity,30,7.879748303087138
Albania,electricity,31,7.874322737152614
Albania,electricity,32,7.879748303087138
Albania,electricity,33,7.879748303087138
Albania,electricity,34,7.879748303087138
Albania,electricity,35,8.330981298572345
Albania,electricity,36,8.330981298572345
Albania,electricity,37,7.874322737152614
Albania,electricity,38,8.330981298572345
Albania,electricity,39,8.330981298572345
Albania,electricity,40,8.330981298572345
Albania,electricity,41,7.885221687558192
Albania,electricity,42,7.885221687558192
Albania,electricity,43,7.874322737152614
Albania,electricity,44,7.885221687558192
Albania,electricity,45,7.885221687558192
Albania,electricity,46,7.885221687558192
Albania,electricity,47,8.274081521645828
Albania,electricity,48,8.274081521645828
Albania,electricity,49,7.874322737152614
Albania,electricity,50,8.274081521645828
Albania,electricity,51,8.274081521645828
Albania,electricity,52,8.274081521645828
Albania,electricity,53,8.359320796618793
Albania,electricity,54,8.359320796618793
Albania,electricity,55,7.874322737152614
Albania,electricity,56,8.359320796618793
Albania,electricity,57,8.359320796618793
Albania,electricity,58,8.359320796618793
Albania,electricity,59,8.737937723855644
Albania,electricity,60,8.737937723855644
Albania,electricity,61,7.884700561013087
Albania,electricity,62,8.737937723855644
Albania,electricity,63,8.737937723855644
Albania,electricity,64,8.737937723855644
Albania,electricity,65,8.317337289026767
Albania,electricity,66,7.874322737152614
Albania,electricity,67,8.317337289026767
Albania,electricity,68,8.317337289026767
Albania,electricity,69,8.317337289026767
Albania,electricity,70,8.317337289026767
Albania,electricity,71,8.464628388894507
Albania,electricity,72,8.464628388894507
Albania,electricity,73,7.874322737152614
Albania,electricity,74,8.464628388894507
Albania,electricity,75,8.464628388894507
Albania,electricity,76,8.464628388894507
Albania,electricity,77,7.904976171106348
Albania,electricity,78,7.904976171106348
Albania,electricity,79,7.874322737152614
Albania,electricity,80,7.904976171106348
Albania,electricity,81,7.904976171106348
Albania,electricity,82,7.904976171106348
Albania,electricity,83,7.874322737152614
Albania,electricity,84,7.873297952757529
Albania,electricity,85,7.873297952757529
Albania,electricity,86,7.873297952757529
Albania,electricity,87,7.873297952757529
Albania,electricity,88,7.873297952757529
Albania,electricity,89,7.874322737152614
Albania,electricity,90,8.334812818973855
Albania,electricity,91,8.334812818973855
Albania,electricity,92,8.334812818973855
Albania,electricity,93,8.334812818973855
Albania,electricity,94,8.334812818973855
Albania,electricity,95,8.35828265036649
Albania,electricity,96,8.35828265036649
Albania,electricity,97,7.874322737152614
Albania,electricity,98,8.35828265036649
Albania,electricity,99,8.35828265036649
Albania,electricity,100,8.35828265036649
Albania,electricity,101,7.873773796370298
Albania,electricity,102,7.873773796370298
Albania,electricity,103,7.874322737152614
Albania,electricity,104,7.873773796370298
Albania,electricity,105,7.873773796370298
Albania,electricity,106,7.873773796370298
Albania,electricity,107,8.296185651580029
Albania,electricity,108,8.296185651580029
Albania,electricity,109,7.874322737152614
Albania,electricity,110,8.296185651580029
Albania,electricity,111,8.296185651580029
Albania,electricity,112,8.296185651580029
Albania,electricity,113,7.948003479385315
Albania,electricity,114,7.874322737152614
Albania,electricity,115,7.948003479385315
Albania,electricity,116,7.948003479385315
Albania,electricity,117,7.948003479385315
Albania,electricity,118,7.948003479385315
Albania,electricity,119,7.873244989491004
Albania,electricity,120,7.873670273856877
Albania,electricity,121,7.873235528044425
Albania,electricity,122,7.8739765744280295
Albania,electricity,123,7.8732189775657915
Albania,electricity,124,7.87321018990929
Albania,electricity,125,7.8744680228728186
Albania,electricity,126,7.873253238168568
Albania,electricity,127,7.873733563230912
Albania,electricity,128,7.8739372746202605
Albania,electricity,129,8.360556274572033
Albania,electricity,130,7.873550927121709
Albania,electricity,131,7.884700561013087
Albania,electricity,132,7.873228280493658
Albania,electricity,133,7.874920984440344
Albania,electricity,134,7.87320721546954
Albania,electricity,135,7.884700561013087
Albania,electricity,136,8.347111382131747
Albania,electricity,137,7.8732432961638095
Albania,electricity,138,7.873210231472566
Albania,electricity,139,7.87324154936115
Albania,electricity,140,7.873252990348982
Albania,electricity,141,7.873217167693406
Albania,electricity,142,7.873212287159678
Albania,electricity,143,7.874188434463602
Albania,electricity,144,7.873239572379637
Albania,electricity,145,7.8732453784924425
Albania,electricity,146,8.047427105618775
Albania,electricity,147,7.886770094763351
Albania,electricity,148,7.874317945808485
Albania,electricity,149,8.083586369095585
Albania,electricity,150,9.218089254917738
Albania,electricity,151,7.930784063638798
Albania,electricity,152,7.885293747874052
Albania,electricity,153,7.91015791573805
Albania,electricity,154,9.11896009726608
Albania,electricity,155,7.8913568774233
Albania,electricity,156,9.109308860010735
Albania,electricity,157,7.884700561013087
Albania,electricity,158,8.357619322614449
Albania,electricity,159,7.8733591448021825
Albania,electricity,160,7.8733268693802705
Albania,electricity,161,7.8732412512777294
Albania,electricity,162,7.873246649214892
Albania,electricity,163,7.873230464140288
Albania,electricity,164,7.873233855014529
Albania,electricity,165,7.8732916113780895
Albania,electricity,166,7.873243723015946
Albania,electricity,167,7.8732275278175745
Albania,electricity,168,6.517894679822212
Albania,electricity,169,6.46043861940612
Albania,electricity,170,6.459566040897747
Albania,electricity,171,7.8684075699289675
Albania,electricity,172,6.680490036437506
Albania,electricity,173,6.4578781630533895
Albania,electricity,174,5.5467987157315966
Albania,electricity,175,6.465127867292359
Albania,electricity,176,7.874317609391793
Albania,electricity,177,7.8723379829852345
