region,technology,spore,capacity_twh
Albania,battery,0,1.545505224880508e-05
Albania,battery,1,0.0004861181979835
Albania,battery,2,8.622225021416941e-07
Albania,battery,3,1.96974546355252e-07
Albania,battery,4,5.599336759992427e-07
Albania,battery,5,2.527247946098099e-06
Albania,battery,6,1.804553597410614e-07
Albania,battery,7,1.3382480284132425e-07
Albania,battery,8,1.0459550733668603e-06
Albania,battery,9,1.8917945582440093e-07
Albania,battery,10,1.7473497225661725e-07
Albania,battery,11,0.0018421503272921
Albania,battery,12,1.1873768113917645e-06
Albania,battery,13,0.0018421503272921
Albania,battery,14,0.0018421503272921
Albania,battery,15,0.0018421503272921
Albania,battery,16,0.0018421503272921
Albania,battery,17,0.0021288049410446
Albania,battery,18,1.545505224880508e-05
Albania,battery,19,0.0021288049410446
Albania,battery,20,0.0021288049410446
Albania,battery,21,0.0021288049410446
Albania,battery,22,0.0021288049410446
Albania,battery,23,1.1873768113917645e-06
Albania,battery,24,2.002959096946339e-07
Albania,battery,25,2.002959096946339e-07
Albania,battery,26,2.002959096946339e-07
Albania,battery,27,2.002959096946339e-07
Albania,battery,28,2.002959096946339e-07
Albania,battery,29,4.076434463161199e-06
Albania,battery,30,4.076434463161199e-06
Albania,battery,31,1.1873768113917645e-06
Albania,battery,32,4.076434463161199e-06
Albania,battery,33,4.076434463161199e-06
Albania,battery,34,4.076434463161199e-06
Albania,battery,35,0.0014610099632729
Albania,battery,36,0.0014610099632729
Albania,battery,37,1.1873768113917645e-06
Albania,battery,38,0.0014610099632729
Albania,battery,39,0.0014610099632729
Albania,battery,40,0.0014610099632729
Albania,battery,41,1.3103627127824912e-05
Albania,battery,42,1.3103627127824912e-05
Albania,battery,43,1.1873768113917645e-06
Albania,battery,44,1.3103627127824912e-05
Albania,battery,45,1.3103627127824912e-05
Albania,battery,46,1.3103627127824912e-05
Albania,battery,47,0.0007041908698495
Albania,battery,48,0.0007041908698495
Albania,battery,49,1.1873768113917645e-06
Albania,battery,50,0.0007041908698495
Albania,battery,51,0.0007041908698495
Albania,battery,52,0.0007041908698495
Albania,battery,53,0.0018421503272921
Albania,battery,54,0.0018421503272921
Albania,battery,55,1.1873768113917645e-06
Albania,battery,56,0.0018421503272921
Albania,battery,57,0.0018421503272921
Albania,battery,58,0.0018421503272921
Albania,battery,59,0.0021288049410446
Albania,battery,60,0.0021288049410446
Albania,battery,61,1.545505224880508e-05
Albania,battery,62,0.0021288049410446
Albania,battery,63,0.0021288049410446
Albania,battery,64,0.0021288049410446
Albania,battery,65,0.0017369040351252
Albania,battery,66,1.1873768113917645e-06
Albania,battery,67,0.0017369040351252
Albania,battery,68,0.0017369040351252
Albania,battery,69,0.0017369040351252
Albania,battery,70,0.0017369040351252
Albania,battery,71,0.0017240522622046
Albania,battery,72,0.0017240522622046
Albania,battery,73,1.1873768113917645e-06
Albania,battery,74,0.0017240522622046
Albania,battery,75,0.0017240522622046
Albania,battery,76,0.0017240522622046
Albania,battery,77,1.7296362520131846e-06
Albania,battery,78,1.7296362520131846e-06
Albania,battery,79,1.1873768113917645e-06
Albania,battery,80,1.7296362520131846e-06
Albania,battery,81,1.7296362520131846e-06
Albania,battery,82,1.7296362520131846e-06
Albania,battery,83,1.1873768113917645e-06
Albania,battery,84,1.455065116622064e-07
Albania,battery,85,1.455065116622064e-07
Albania,battery,86,1.455065116622064e-07
Albania,battery,87,1.455065116622064e-07
Albania,battery,88,1.455065116622064e-07
Albania,battery,89,1.1873768113917645e-06
Albania,battery,90,0.0019217950479397
Albania,battery,91,0.0019217950479397
Albania,battery,92,0.0019217950479397
Albania,battery,93,0.0019217950479397
Albania,battery,94,0.0019217950479397
Albania,battery,95,0.0017195568790295
Albania,battery,96,0.0017195568790295
Albania,battery,97,1.1873768113917645e-06
Albania,battery,98,0.0017195568790295
Albania,battery,99,0.0017195568790295
Albania,battery,100,0.0017195568790295
Albania,battery,101,5.277903217204409e-07
Albania,battery,102,5.277903217204409e-07
Albania,battery,103,1.1873768113917645e-06
Albania,battery,104,5.277903217204409e-07
Albania,battery,105,5.277903217204409e-07
Albania,battery,106,5.277903217204409e-07
Albania,battery,107,0.0021649183563451
Albania,battery,108,0.0021649183563451
Albania,battery,109,1.1873768113917645e-06
Albania,battery,110,0.0021649183563451
Albania,battery,111,0.0021649183563451
Albania,battery,112,0.0021649183563451
Albania,battery,113,4.040454510974239e-06
Albania,battery,114,1.1873768113917645e-06
Albania,battery,115,4.040454510974239e-06
Albania,battery,116,4.040454510974239e-06
Albania,battery,117,4.040454510974239e-06
Albania,battery,118,4.040454510974239e-06
Albania,battery,119,1.7473497225661725e-07
Albania,battery,120,9.078541555462644e-07
Albania,battery,121,1.8917945582440093e-07
Albania,battery,122,1.1390575713680432e-06
Albania,battery,123,1.685774088725631e-07
Albania,battery,124,1.804553597410614e-07
Albania,battery,125,1.7448942147185137e-06
Albania,battery,126,1.96974546355252e-07
Albania,battery,127,8.622225021416941e-07
Albania,battery,128,1.0459550733668603e-06
Albania,battery,129,0.0004861181979835
Albania,battery,130,5.599336759992427e-07
Albania,battery,131,1.545505224880508e-05
Albania,battery,132,1.8552981639369481e-07
Albania,battery,133,2.527247946098099e-06
Albania,battery,134,1.3382480284132425e-07
Albania,battery,135,1.545505224880508e-05
Albania,battery,136,0.0004943965925566
Albania,battery,137,1.8117718148012602e-07
Albania,battery,138,1.435794591030224e-07
Albania,battery,139,1.748234083748421e-07
Albania,battery,140,2.29906317529636e-07
Albania,battery,141,1.773250484832452e-07
Albania,battery,142,1.502007728988648e-07
Albania,battery,143,1.5552177304747883e-06
Albania,battery,144,2.10253391488756e-07
Albania,battery,145,1.969513553994853e-07
Albania,battery,146,5.920456487138468e-06
Albania,battery,147,2.7879822958697746e-06
Albania,battery,148,1.2490153782248097e-06
Albania,battery,149,4.0030811065650825e-06
Albania,battery,150,2.8250123575031527e-06
Albania,battery,151,5.030613175572257e-06
Albania,battery,152,4.634724680950588e-06
Albania,battery,153,4.968962574010331e-06
Albania,battery,154,1.0299054788416177e-06
Albania,battery,155,4.492137967787942e-06
Albania,battery,156,6.804244443617648e-06
Albania,battery,157,1.545505224880508e-05
Albania,battery,158,0.0004701443489348
Albania,battery,159,3.39101011880305e-07
Albania,battery,160,2.581012379036767e-07
Albania,battery,161,1.7685237946260305e-07
Albania,battery,162,1.907089920596069e-07
Albania,battery,163,2.090536545621233e-07
Albania,battery,164,1.556548961341917e-07
Albania,battery,165,2.745497583687087e-07
Albania,battery,166,1.9861856438167209e-07
Albania,battery,167,1.760627441675688e-07
Albania,battery,168,1.3223137260262312e-06
Albania,battery,169,2.707640105352874e-07
Albania,battery,170,3.013981758168593e-07
Albania,battery,171,2.126608527879274e-06
Albania,battery,172,1.6721102244008106e-06
Albania,battery,173,1.917339004898525e-07
Albania,battery,174,9.847284539919529e-08
Albania,battery,175,2.126308144973113e-07
Albania,battery,176,1.3234041625544993e-06
Albania,battery,177,2.57362290680045e-07
Albania,battery,178,1.1613539546770797e-07
Albania,battery,179,1.545505224880508e-05
Albania,battery,180,0.0004775262918471
Albania,battery,181,2.0734318711508978e-07
Albania,battery,182,1.8350029676149745e-07
Albania,battery,183,3.864576001694207e-07
Albania,battery,184,2.363232333378104e-06
Albania,battery,185,1.7030533983780069e-07
Albania,battery,186,1.2465852972643517e-07
Albania,battery,187,1.0853514480069322e-06
Albania,battery,188,2.227192951966517e-07
Albania,battery,189,2.0201745593512825e-07
Albania,hydro_reservoir,0,1.5252735803639852
Albania,hydro_reservoir,1,1.5252735803639852
Albania,hydro_reservoir,2,1.5252735803639852
Albania,hydro_reservoir,3,1.5252735803639852
Albania,hydro_reservoir,4,1.5252735803639852
Albania,hydro_reservoir,5,1.5252735803639852
Albania,hydro_reservoir,6,1.5252735803639852
Albania,hydro_reservoir,7,1.5252735803639852
Albania,hydro_reservoir,8,1.5252735803639852
Albania,hydro_reservoir,9,1.5252735803639852
Albania,hydro_reservoir,10,1.5252735803639852
Albania,hydro_reservoir,11,1.5252735803639852
Albania,hydro_reservoir,12,1.5252735803639852
Albania,hydro_reservoir,13,1.5252735803639852
Albania,hydro_reservoir,14,1.5252735803639852
Albania,hydro_reservoir,15,1.5252735803639852
Albania,hydro_reservoir,16,1.5252735803639852
Albania,hydro_reservoir,17,1.5252735803639852
Albania,hydro_reservoir,18,1.5252735803639852
Albania,hydro_reservoir,19,1.5252735803639852
Albania,hydro_reservoir,20,1.5252735803639852
Albania,hydro_reservoir,21,1.5252735803639852
Albania,hydro_reservoir,22,1.5252735803639852
Albania,hydro_reservoir,23,1.5252735803639852
Albania,hydro_reservoir,24,1.5252735803639852
Albania,hydro_reservoir,25,1.5252735803639852
Albania,hydro_reservoir,26,1.5252735803639852
Albania,hydro_reservoir,27,1.5252735803639852
Albania,hydro_reservoir,28,1.5252735803639852
Albania,hydro_reservoir,29,1.5252735803639852
Albania,hydro_reservoir,30,1.5252735803639852
Albania,hydro_reservoir,31,1.5252735803639852
Albania,hydro_reservoir,32,1.5252735803639852
Albania,hydro_reservoir,33,1.5252735803639852
Albania,hydro_reservoir,34,1.5252735803639852
Albania,hydro_reservoir,35,1.5252735803639852
Albania,hydro_reservoir,36,1.5252735803639852
Albania,hydro_reservoir,37,1.5252735803639852
Albania,hydro_reservoir,38,1.5252735803639852
Albania,hydro_reservoir,39,1.5252735803639852
Albania,hydro_reservoir,40,1.5252735803639852
Albania,hydro_reservoir,41,1.5252735803639852
Albania,hydro_reservoir,42,1.5252735803639852
Albania,hydro_reservoir,43,1.5252735803639852
Albania,hydro_reservoir,44,1.5252735803639852
Albania,hydro_reservoir,45,1.5252735803639852
Albania,hydro_reservoir,46,1.5252735803639852
Albania,hydro_reservoir,47,1.5252735803639852
Albania,hydro_reservoir,48,1.5252735803639852
Albania,hydro_reservoir,49,1.5252735803639852
Albania,hydro_reservoir,50,1.5252735803639852
Albania,hydro_reservoir,51,1.5252735803639852
Albania,hydro_reservoir,52,1.5252735803639852
Albania,hydro_reservoir,53,1.5252735803639852
Albania,hydro_reservoir,54,1.5252735803639852
Albania,hydro_reservoir,55,1.5252735803639852
Albania,hydro_reservoir,56,1.5252735803639852
Albania,hydro_reservoir,57,1.5252735803639852
Albania,hydro_reservoir,58,1.5252735803639852
Albania,hydro_reservoir,59,1.5252735803639852
Albania,hydro_reservoir,60,1.5252735803639852
Albania,hydro_reservoir,61,1.5252735803639852
Albania,hydro_reservoir,62,1.5252735803639852
Albania,hydro_reservoir,63,1.5252735803639852
Albania,hydro_reservoir,64,1.5252735803639852
Albania,hydro_reservoir,65,1.5252735803639852
Albania,hydro_reservoir,66,1.5252735803639852
Albania,hydro_reservoir,67,1.5252735803639852
Albania,hydro_reservoir,68,1.5252735803639852
Albania,hydro_reservoir,69,1.5252735803639852
Albania,hydro_reservoir,70,1.5252735803639852
Albania,hydro_reservoir,71,1.5252735803639852
Albania,hydro_reservoir,72,1.5252735803639852
Albania,hydro_reservoir,73,1.5252735803639852
Albania,hydro_reservoir,74,1.5252735803639852
Albania,hydro_reservoir,75,1.5252735803639852
Albania,hydro_reservoir,76,1.5252735803639852
Albania,hydro_reservoir,77,1.5252735803639852
Albania,hydro_reservoir,78,1.5252735803639852
Albania,hydro_reservoir,79,1.5252735803639852
Albania,hydro_reservoir,80,1.5252735803639852
Albania,hydro_reservoir,81,1.5252735803639852
Albania,hydro_reservoir,82,1.5252735803639852
Albania,hydro_reservoir,83,1.5252735803639852
Albania,hydro_reservoir,84,1.5252735803639852
Albania,hydro_reservoir,85,1.5252735803639852
Albania,hydro_reservoir,86,1.5252735803639852
Albania,hydro_reservoir,87,1.5252735803639852
Albania,hydro_reservoir,88,1.5252735803639852
Albania,hydro_reservoir,89,1.5252735803639852
Albania,hydro_reservoir,90,1.5252735803639852
Albania,hydro_reservoir,91,1.5252735803639852
Albania,hydro_reservoir,92,1.5252735803639852
Albania,hydro_reservoir,93,1.5252735803639852
Albania,hydro_reservoir,94,1.5252735803639852
Albania,hydro_reservoir,95,1.5252735803639852
Albania,hydro_reservoir,96,1.5252735803639852
Albania,hydro_reservoir,97,1.5252735803639852
Albania,hydro_reservoir,98,1.5252735803639852
Albania,hydro_reservoir,99,1.5252735803639852
Albania,hydro_reservoir,100,1.5252735803639852
Albania,hydro_reservoir,101,1.5252735803639852
Albania,hydro_reservoir,102,1.5252735803639852
Albania,hydro_reservoir,103,1.5252735803639852
Albania,hydro_reservoir,104,1.5252735803639852
Albania,hydro_reservoir,105,1.5252735803639852
Albania,hydro_reservoir,106,1.5252735803639852
Albania,hydro_reservoir,107,1.5252735803639852
Albania,hydro_reservoir,108,1.5252735803639852
Albania,hydro_reservoir,109,1.5252735803639852
Albania,hydro_reservoir,110,1.5252735803639852
Albania,hydro_reservoir,111,1.5252735803639852
Albania,hydro_reservoir,112,1.5252735803639852
Albania,hydro_reservoir,113,1.5252735803639852
Albania,hydro_reservoir,114,1.5252735803639852
Albania,hydro_reservoir,115,1.5252735803639852
Albania,hydro_reservoir,116,1.5252735803639852
Albania,hydro_reservoir,117,1.5252735803639852
Albania,hydro_reservoir,118,1.5252735803639852
Albania,hydro_reservoir,119,1.5252735803639852
Albania,hydro_reservoir,120,1.5252735803639852
Albania,hydro_reservoir,121,1.5252735803639852
Albania,hydro_reservoir,122,1.5252735803639852
Albania,hydro_reservoir,123,1.5252735803639852
Albania,hydro_reservoir,124,1.5252735803639852
Albania,hydro_reservoir,125,1.5252735803639852
Albania,hydro_reservoir,126,1.5252735803639852
Albania,hydro_reservoir,127,1.5252735803639852
Albania,hydro_reservoir,128,1.5252735803639852
Albania,hydro_reservoir,129,1.5252735803639852
Albania,hydro_reservoir,130,1.5252735803639852
Albania,hydro_reservoir,131,1.5252735803639852
Albania,hydro_reservoir,132,1.5252735803639852
Albania,hydro_reservoir,133,1.5252735803639852
Albania,hydro_reservoir,134,1.5252735803639852
Albania,hydro_reservoir,135,1.5252735803639852
Albania,hydro_reservoir,136,1.5252735803639852
Albania,hydro_reservoir,137,1.5252735803639852
Albania,hydro_reservoir,138,1.5252735803639852
Albania,hydro_reservoir,139,1.5252735803639852
Albania,hydro_reservoir,140,1.5252735803639852
Albania,hydro_reservoir,141,1.5252735803639852
Albania,hydro_reservoir,142,1.5252735803639852
Albania,hydro_reservoir,143,1.5252735803639852
Albania,hydro_reservoir,144,1.5252735803639852
Albania,hydro_reservoir,145,1.5252735803639852
Albania,hydro_reservoir,146,1.5252735803639852
Albania,hydro_reservoir,147,1.5252735803639852
Albania,hydro_reservoir,148,1.5252735803639852
Albania,hydro_reservoir,149,1.5252735803639852
Albania,hydro_reservoir,150,1.5252735803639852
Albania,hydro_reservoir,151,1.5252735803639852
Albania,hydro_reservoir,152,1.5252735803639852
Albania,hydro_reservoir,153,1.5252735803639852
Albania,hydro_reservoir,154,1.5252735803639852
Albania,hydro_reservoir,155,1.5252735803639852
Albania,hydro_reservoir,156,1.5252735803639852
Albania,hydro_reservoir,157,1.5252735803639852
Albania,hydro_reservoir,158,1.5252735803639852
Albania,hydro_reservoir,159,1.5252735803639852
Albania,hydro_reservoir,160,1.5252735803639852
Albania,hydro_reservoir,161,1.5252735803639852
Albania,hydro_reservoir,162,1.5252735803639852
Albania,hydro_reservoir,163,1.5252735803639852
Albania,hydro_reservoir,164,1.5252735803639852
Albania,hydro_reservoir,165,1.5252735803639852
Albania,hydro_reservoir,166,1.5252735803639852
Albania,hydro_reservoir,167,1.5252735803639852
Albania,hydro_reservoir,168,1.5252735803639852
Albania,hydro_reservoir,169,1.5252735803639852
Albania,hydro_reservoir,170,1.5252735803639852
Albania,hydro_reservoir,171,1.5252735803639852
Albania,hydro_reservoir,172,1.5252735803639852
Albania,hydro_reservoir,173,1.5252735803639852
Albania,hydro_reservoir,174,1.5252735803639852
Albania,hydro_reservoir,175,1.5252735803639852
Albania,hydro_reservoir,176,1.5252735803639852
Albania,hydro_reservoir,177,1.5252735803639852
Albania,hydro_reservoir,178,1.5252735803639852
Albania,hydro_reservoir,179,1.5252735803639852
Albania,hydro_reservoir,180,1.5252735803639852
Albania,hydro_reservoir,181,1.5252735803639852
Albania,hydro_reservoir,182,1.5252735803639852
Albania,hydro_reservoir,183,1.5252735803639852
Albania,hydro_reservoir,184,1.5252735803639852
Albania,hydro_reservoir,185,1.5252735803639852
Albania,hydro_reservoir,186,1.5252735803639852
Albania,hydro_reservoir,187,1.5252735803639852
Albania,hydro_reservoir,188,1.5252735803639852
Albania,hydro_reservoir,189,1.5252735803639852
Austria,battery,0,1.4040076513776288e-05
Austria,battery,1,0.0004886808829492
Austria,battery,2,8.738139412458075e-07
Austria,battery,3,1.9101296372326477e-07
Austria,battery,4,5.656006892088459e-07
Austria,battery,5,2.552579965213136e-06
Austria,battery,6,1.791251788810434e-07
Austria,battery,7,1.359494689204716e-07
Austria,battery,8,1.067527555706848e-06
Austria,battery,9,2.0013801850356215e-07
Austria,battery,10,1.7597302998399998e-07
Austria,battery,11,0.0016987354151496
Austria,battery,12,1.1676942880893212e-06
Austria,battery,13,0.0016987354151496
Austria,battery,14,0.0016987354151496
Austria,battery,15,0.0016987354151496
Austria,battery,16,0.0016987354151496
Austria,battery,17,0.001917719528171
Austria,battery,18,1.4040076513776288e-05
Austria,battery,19,0.001917719528171
Austria,battery,20,0.001917719528171
Austria,battery,21,0.001917719528171
Austria,battery,22,0.001917719528171
Austria,battery,23,1.1676942880893212e-06
Austria,battery,24,1.8297606182846018e-07
Austria,battery,25,1.8297606182846018e-07
Austria,battery,26,1.8297606182846018e-07
Austria,battery,27,1.8297606182846018e-07
Austria,battery,28,1.8297606182846018e-07
Austria,battery,29,8.27948942433199e-06
Austria,battery,30,8.27948942433199e-06
Austria,battery,31,1.1676942880893212e-06
Austria,battery,32,8.27948942433199e-06
Austria,battery,33,8.27948942433199e-06
Austria,battery,34,8.27948942433199e-06
Austria,battery,35,0.0014729255961824
Austria,battery,36,0.0014729255961824
Austria,battery,37,1.1676942880893212e-06
Austria,battery,38,0.0014729255961824
Austria,battery,39,0.0014729255961824
Austria,battery,40,0.0014729255961824
Austria,battery,41,3.197172179179109e-05
Austria,battery,42,3.197172179179109e-05
Austria,battery,43,1.1676942880893212e-06
Austria,battery,44,3.197172179179109e-05
Austria,battery,45,3.197172179179109e-05
Austria,battery,46,3.197172179179109e-05
Austria,battery,47,0.0007087145045113
Austria,battery,48,0.0007087145045113
Austria,battery,49,1.1676942880893212e-06
Austria,battery,50,0.0007087145045113
Austria,battery,51,0.0007087145045113
Austria,battery,52,0.0007087145045113
Austria,battery,53,0.0016987354151496
Austria,battery,54,0.0016987354151496
Austria,battery,55,1.1676942880893212e-06
Austria,battery,56,0.0016987354151496
Austria,battery,57,0.0016987354151496
Austria,battery,58,0.0016987354151496
Austria,battery,59,0.001917719528171
Austria,battery,60,0.001917719528171
Austria,battery,61,1.4040076513776288e-05
Austria,battery,62,0.001917719528171
Austria,battery,63,0.001917719528171
Austria,battery,64,0.001917719528171
Austria,battery,65,0.001546269455343
Austria,battery,66,1.1676942880893212e-06
Austria,battery,67,0.001546269455343
Austria,battery,68,0.001546269455343
Austria,battery,69,0.001546269455343
Austria,battery,70,0.001546269455343
Austria,battery,71,0.001629539270836
Austria,battery,72,0.001629539270836
Austria,battery,73,1.1676942880893212e-06
Austria,battery,74,0.001629539270836
Austria,battery,75,0.001629539270836
Austria,battery,76,0.001629539270836
Austria,battery,77,4.330260872077163e-06
Austria,battery,78,4.330260872077163e-06
Austria,battery,79,1.1676942880893212e-06
Austria,battery,80,4.330260872077163e-06
Austria,battery,81,4.330260872077163e-06
Austria,battery,82,4.330260872077163e-06
Austria,battery,83,1.1676942880893212e-06
Austria,battery,84,1.337371339857452e-07
Austria,battery,85,1.337371339857452e-07
Austria,battery,86,1.337371339857452e-07
Austria,battery,87,1.337371339857452e-07
Austria,battery,88,1.337371339857452e-07
Austria,battery,89,1.1676942880893212e-06
Austria,battery,90,0.0017649652244949
Austria,battery,91,0.0017649652244949
Austria,battery,92,0.0017649652244949
Austria,battery,93,0.0017649652244949
Austria,battery,94,0.0017649652244949
Austria,battery,95,0.0015909525472663
Austria,battery,96,0.0015909525472663
Austria,battery,97,1.1676942880893212e-06
Austria,battery,98,0.0015909525472663
Austria,battery,99,0.0015909525472663
Austria,battery,100,0.0015909525472663
Austria,battery,101,4.842712024974876e-07
Austria,battery,102,4.842712024974876e-07
Austria,battery,103,1.1676942880893212e-06
Austria,battery,104,4.842712024974876e-07
Austria,battery,105,4.842712024974876e-07
Austria,battery,106,4.842712024974876e-07
Austria,battery,107,0.0017958362630842
Austria,battery,108,0.0017958362630842
Austria,battery,109,1.1676942880893212e-06
Austria,battery,110,0.0017958362630842
Austria,battery,111,0.0017958362630842
Austria,battery,112,0.0017958362630842
Austria,battery,113,1.1012514383436907e-05
Austria,battery,114,1.1676942880893212e-06
Austria,battery,115,1.1012514383436907e-05
Austria,battery,116,1.1012514383436907e-05
Austria,battery,117,1.1012514383436907e-05
Austria,battery,118,1.1012514383436907e-05
Austria,battery,119,1.7597302998399998e-07
Austria,battery,120,9.194210810231456e-07
Austria,battery,121,2.0013801850356215e-07
Austria,battery,122,1.1455793976766292e-06
Austria,battery,123,1.708294300699754e-07
Austria,battery,124,1.791251788810434e-07
Austria,battery,125,1.7633596680259202e-06
Austria,battery,126,1.9101296372326477e-07
Austria,battery,127,8.738139412458075e-07
Austria,battery,128,1.067527555706848e-06
Austria,battery,129,0.0004886808829492
Austria,battery,130,5.656006892088459e-07
Austria,battery,131,1.4040076513776288e-05
Austria,battery,132,1.8713801497957334e-07
Austria,battery,133,2.552579965213136e-06
Austria,battery,134,1.359494689204716e-07
Austria,battery,135,1.4040076513776288e-05
Austria,battery,136,0.0004991111444801
Austria,battery,137,1.828977546412102e-07
Austria,battery,138,1.442618176405841e-07
Austria,battery,139,1.7684737560783426e-07
Austria,battery,140,2.309328341021103e-07
Austria,battery,141,1.7833549044362873e-07
Austria,battery,142,1.5121702150123073e-07
Austria,battery,143,1.5852770171577686e-06
Austria,battery,144,2.210807302212733e-07
Austria,battery,145,2.003646780325632e-07
Austria,battery,146,5.938079485202432e-06
Austria,battery,147,2.911555564467836e-06
Austria,battery,148,1.1287632993743018e-06
Austria,battery,149,4.497032771650118e-06
Austria,battery,150,2.8344169419454496e-06
Austria,battery,151,5.3994664579339626e-06
Austria,battery,152,4.733230074212799e-06
Austria,battery,153,5.109843729801454e-06
Austria,battery,154,1.0372386237655454e-06
Austria,battery,155,4.515350086378618e-06
Austria,battery,156,6.901015263419925e-06
Austria,battery,157,1.4040076513776288e-05
Austria,battery,158,0.000474569006104
Austria,battery,159,3.464698585769328e-07
Austria,battery,160,2.527466407967184e-07
Austria,battery,161,1.8015098552384465e-07
Austria,battery,162,1.9324285689186734e-07
Austria,battery,163,2.0963982228165818e-07
Austria,battery,164,1.5724320502258412e-07
Austria,battery,165,2.792504525209554e-07
Austria,battery,166,2.0783279284264706e-07
Austria,battery,167,1.78107072470002e-07
Austria,battery,168,1.150835158011592e-06
Austria,battery,169,2.386442014509504e-07
Austria,battery,170,2.401869040459476e-07
Austria,battery,171,1.827953471643856e-06
Austria,battery,172,1.5494820331921063e-06
Austria,battery,173,1.841219045062315e-07
Austria,battery,174,1.0486357659580969e-07
Austria,battery,175,1.8958545424896592e-07
Austria,battery,176,1.2164125770618968e-06
Austria,battery,177,2.593058294989685e-07
Austria,battery,178,1.210481524179642e-07
Austria,battery,179,1.4040076513776288e-05
Austria,battery,180,0.0004815421663833
Austria,battery,181,2.0963159599081385e-07
Austria,battery,182,1.7665550309985548e-07
Austria,battery,183,3.895341598913424e-07
Austria,battery,184,2.3884975659505087e-06
Austria,battery,185,1.7006105074197288e-07
Austria,battery,186,1.2632025219943562e-07
Austria,battery,187,1.1062756475664806e-06
Austria,battery,188,2.329873333382537e-07
Austria,battery,189,2.0704815292215485e-07
Austria,hydro_reservoir,0,3.1836157366070497
Austria,hydro_reservoir,1,3.1836157366070497
Austria,hydro_reservoir,2,3.1836157366070497
Austria,hydro_reservoir,3,3.1836157366070497
Austria,hydro_reservoir,4,3.1836157366070497
Austria,hydro_reservoir,5,3.1836157366070497
Austria,hydro_reservoir,6,3.1836157366070497
Austria,hydro_reservoir,7,3.1836157366070497
Austria,hydro_reservoir,8,3.1836157366070497
Austria,hydro_reservoir,9,3.1836157366070497
Austria,hydro_reservoir,10,3.1836157366070497
Austria,hydro_reservoir,11,3.1836157366070497
Austria,hydro_reservoir,12,3.1836157366070497
Austria,hydro_reservoir,13,3.1836157366070497
Austria,hydro_reservoir,14,3.1836157366070497
Austria,hydro_reservoir,15,3.1836157366070497
Austria,hydro_reservoir,16,3.1836157366070497
Austria,hydro_reservoir,17,3.1836157366070497
Austria,hydro_reservoir,18,3.1836157366070497
Austria,hydro_reservoir,19,3.1836157366070497
Austria,hydro_reservoir,20,3.1836157366070497
Austria,hydro_reservoir,21,3.1836157366070497
Austria,hydro_reservoir,22,3.1836157366070497
Austria,hydro_reservoir,23,3.1836157366070497
Austria,hydro_reservoir,24,3.1836157366070497
Austria,hydro_reservoir,25,3.1836157366070497
Austria,hydro_reservoir,26,3.1836157366070497
Austria,hydro_reservoir,27,3.1836157366070497
Austria,hydro_reservoir,28,3.1836157366070497
Austria,hydro_reservoir,29,3.1836157366070497
Austria,hydro_reservoir,30,3.1836157366070497
Austria,hydro_reservoir,31,3.1836157366070497
Austria,hydro_reservoir,32,3.1836157366070497
Austria,hydro_reservoir,33,3.1836157366070497
Austria,hydro_reservoir,34,3.1836157366070497
Austria,hydro_reservoir,35,3.1836157366070497
Austria,hydro_reservoir,36,3.1836157366070497
Austria,hydro_reservoir,37,3.1836157366070497
Austria,hydro_reservoir,38,3.1836157366070497
Austria,hydro_reservoir,39,3.1836157366070497
Austria,hydro_reservoir,40,3.1836157366070497
Austria,hydro_reservoir,41,3.1836157366070497
Austria,hydro_reservoir,42,3.1836157366070497
Austria,hydro_reservoir,43,3.1836157366070497
Austria,hydro_reservoir,44,3.1836157366070497
Austria,hydro_reservoir,45,3.1836157366070497
Austria,hydro_reservoir,46,3.1836157366070497
Austria,hydro_reservoir,47,3.1836157366070497
Austria,hydro_reservoir,48,3.1836157366070497
Austria,hydro_reservoir,49,3.1836157366070497
Austria,hydro_reservoir,50,3.1836157366070497
Austria,hydro_reservoir,51,3.1836157366070497
Austria,hydro_reservoir,52,3.1836157366070497
Austria,hydro_reservoir,53,3.1836157366070497
Austria,hydro_reservoir,54,3.1836157366070497
Austria,hydro_reservoir,55,3.1836157366070497
Austria,hydro_reservoir,56,3.1836157366070497
Austria,hydro_reservoir,57,3.1836157366070497
Austria,hydro_reservoir,58,3.1836157366070497
Austria,hydro_reservoir,59,3.1836157366070497
Austria,hydro_reservoir,60,3.1836157366070497
Austria,hydro_reservoir,61,3.1836157366070497
Austria,hydro_reservoir,62,3.1836157366070497
Austria,hydro_reservoir,63,3.1836157366070497
Austria,hydro_reservoir,64,3.1836157366070497
Austria,hydro_reservoir,65,3.1836157366070497
Austria,hydro_reservoir,66,3.1836157366070497
Austria,hydro_reservoir,67,3.1836157366070497
Austria,hydro_reservoir,68,3.1836157366070497
Austria,hydro_reservoir,69,3.1836157366070497
Austria,hydro_reservoir,70,3.1836157366070497
Austria,hydro_reservoir,71,3.1836157366070497
Austria,hydro_reservoir,72,3.1836157366070497
Austria,hydro_reservoir,73,3.1836157366070497
Austria,hydro_reservoir,74,3.1836157366070497
Austria,hydro_reservoir,75,3.1836157366070497
Austria,hydro_reservoir,76,3.1836157366070497
Austria,hydro_reservoir,77,3.1836157366070497
Austria,hydro_reservoir,78,3.1836157366070497
Austria,hydro_reservoir,79,3.1836157366070497
Austria,hydro_reservoir,80,3.1836157366070497
