region,technology,spore,scenario_eu,capacity_gw
Croatia,Hydro,137,8,1.6062921888903
Croatia,Hydro,138,8,1.6062921888903
Croatia,Hydro,139,8,1.6062921888903
Croatia,Hydro,140,8,1.6062921888903
Croatia,Hydro,141,8,1.6062921888903
Croatia,Hydro,142,8,1.6062921888903
Croatia,Hydro,143,8,1.6062921888903
Croatia,Hydro,144,8,1.6062921888903
Croatia,Hydro,145,8,1.6062921888903
Croatia,Hydro,146,4,1.6062921888903
Croatia,Hydro,147,4,1.6062921888903
Croatia,Hydro,148,2,1.6062921888903
Croatia,Hydro,149,4,1.6062921888903
Croatia,Hydro,150,4,1.6062921888903
Croatia,Hydro,151,4,1.6062921888903
Croatia,Hydro,152,4,1.6062921888903
Croatia,Hydro,153,4,1.6062921888903
Croatia,Hydro,154,4,1.6062921888903
Croatia,Hydro,155,4,1.6062921888903
Croatia,Hydro,156,4,1.6062921888903
Croatia,Hydro,157,2,1.6062921888903
Croatia,Hydro,158,4,1.6062921888903
Croatia,Hydro,159,3,1.6062921888903
Croatia,Hydro,160,0,1.6062921888903
Croatia,Hydro,161,0,1.6062921888903
Croatia,Hydro,162,0,1.6062921888903
Croatia,Hydro,163,0,1.6062921888903
Croatia,Hydro,164,0,1.6062921888903
Croatia,Hydro,165,3,1.6062921888903
Croatia,Hydro,166,3,1.6062921888903
Croatia,Hydro,167,0,1.6062921888903
Croatia,Hydro,168,3,1.6062921888903
Croatia,Hydro,169,3,1.6062921888903
Croatia,Hydro,170,3,1.6062921888903
Croatia,Hydro,171,3,1.6062921888903
Croatia,Hydro,172,3,1.6062921888903
Croatia,Hydro,173,4,1.6062921888903
Croatia,Hydro,174,4,1.6062921888903
Croatia,Hydro,175,3,1.6062921888903
Croatia,Hydro,176,2,1.6062921888903
Croatia,Hydro,177,3,1.6062921888903
Croatia,Hydro,178,4,1.6062921888903
Croatia,Hydro,179,2,1.6062921888903
Croatia,Hydro,180,4,1.6062921888903
Croatia,Hydro,181,8,1.6062921888903
Croatia,Hydro,182,8,1.6062921888903
Croatia,Hydro,183,8,1.6062921888903
Croatia,Hydro,184,8,1.6062921888903
Croatia,Hydro,185,8,1.6062921888903
Croatia,Hydro,186,8,1.6062921888903
Croatia,Hydro,187,8,1.6062921888903
Croatia,Hydro,188,8,1.6062921888903
Croatia,Hydro,189,8,1.6062921888903
Croatia,Offshore wind,0,2,0.002267861504513
Croatia,Offshore wind,1,4,0.1079065917068999
Croatia,Offshore wind,2,3,0.0003771377846295
Croatia,Offshore wind,3,0,5.558180049871104e-05
Croatia,Offshore wind,4,0,0.0001521929169035
Croatia,Offshore wind,5,0,0.0010780756127358
Croatia,Offshore wind,6,0,5.419278047879016e-05
Croatia,Offshore wind,7,0,2.061561491443181e-05
Croatia,Offshore wind,8,3,0.0002202396468659
Croatia,Offshore wind,9,3,6.88666307145275e-05
Croatia,Offshore wind,10,0,7.237602673825442e-05
Croatia,Offshore wind,11,7,0.3125089168354
Croatia,Offshore wind,12,2,0.0001958321914058
Croatia,Offshore wind,13,7,0.3125089168354
Croatia,Offshore wind,14,7,0.3125089168354
Croatia,Offshore wind,15,7,0.3125089168354
Croatia,Offshore wind,16,7,0.3125089168354
Croatia,Offshore wind,17,7,0.3864598946166
Croatia,Offshore wind,18,2,0.002267861504513
Croatia,Offshore wind,19,7,0.3864598946166
Croatia,Offshore wind,20,7,0.3864598946166
Croatia,Offshore wind,21,7,0.3864598946166
Croatia,Offshore wind,22,7,0.3864598946166
Croatia,Offshore wind,23,2,0.0001958321914058
Croatia,Offshore wind,24,2,3.5722279813391934e-05
Croatia,Offshore wind,25,2,3.5722279813391934e-05
Croatia,Offshore wind,26,2,3.5722279813391934e-05
Croatia,Offshore wind,27,2,3.5722279813391934e-05
Croatia,Offshore wind,28,2,3.5722279813391934e-05
Croatia,Offshore wind,29,1,0.0037138393235405
Croatia,Offshore wind,30,1,0.0037138393235405
Croatia,Offshore wind,31,2,0.0001958321914058
Croatia,Offshore wind,32,1,0.0037138393235405
Croatia,Offshore wind,33,1,0.0037138393235405
Croatia,Offshore wind,34,1,0.0037138393235405
Croatia,Offshore wind,35,7,0.3294809735732
Croatia,Offshore wind,36,7,0.3294809735732
Croatia,Offshore wind,37,2,0.0001958321914058
Croatia,Offshore wind,38,7,0.3294809735732
Croatia,Offshore wind,39,7,0.3294809735732
Croatia,Offshore wind,40,7,0.3294809735732
Croatia,Offshore wind,41,5,0.0005346755727492
Croatia,Offshore wind,42,5,0.0005346755727492
Croatia,Offshore wind,43,2,0.0001958321914058
Croatia,Offshore wind,44,5,0.0005346755727492
Croatia,Offshore wind,45,5,0.0005346755727492
Croatia,Offshore wind,46,5,0.0005346755727492
Croatia,Offshore wind,47,4,0.1697187981014
Croatia,Offshore wind,48,4,0.1697187981014
Croatia,Offshore wind,49,2,0.0001958321914058
Croatia,Offshore wind,50,4,0.1697187981014
Croatia,Offshore wind,51,4,0.1697187981014
Croatia,Offshore wind,52,4,0.1697187981014
Croatia,Offshore wind,53,7,0.3125089168354
Croatia,Offshore wind,54,7,0.3125089168354
Croatia,Offshore wind,55,2,0.0001958321914058
Croatia,Offshore wind,56,7,0.3125089168354
Croatia,Offshore wind,57,7,0.3125089168354
Croatia,Offshore wind,58,7,0.3125089168354
Croatia,Offshore wind,59,7,0.3864598946166
Croatia,Offshore wind,60,7,0.3864598946166
Croatia,Offshore wind,61,2,0.002267861504513
Croatia,Offshore wind,62,7,0.3864598946166
Croatia,Offshore wind,63,7,0.3864598946166
Croatia,Offshore wind,64,7,0.3864598946166
Croatia,Offshore wind,65,7,0.3267462911282
Croatia,Offshore wind,66,2,0.0001958321914058
Croatia,Offshore wind,67,7,0.3267462911282
Croatia,Offshore wind,68,7,0.3267462911282
Croatia,Offshore wind,69,7,0.3267462911282
Croatia,Offshore wind,70,7,0.3267462911282
Croatia,Offshore wind,71,7,0.3689107376274
Croatia,Offshore wind,72,7,0.3689107376274
Croatia,Offshore wind,73,2,0.0001958321914058
Croatia,Offshore wind,74,7,0.3689107376274
Croatia,Offshore wind,75,7,0.3689107376274
Croatia,Offshore wind,76,7,0.3689107376274
Croatia,Offshore wind,77,9,0.0001987434886719
Croatia,Offshore wind,78,9,0.0001987434886719
Croatia,Offshore wind,79,2,0.0001958321914058
Croatia,Offshore wind,80,9,0.0001987434886719
Croatia,Offshore wind,81,9,0.0001987434886719
Croatia,Offshore wind,82,9,0.0001987434886719
Croatia,Offshore wind,83,2,0.0001958321914058
Croatia,Offshore wind,84,2,2.2013651199744533e-05
Croatia,Offshore wind,85,2,2.2013651199744533e-05
Croatia,Offshore wind,86,2,2.2013651199744533e-05
Croatia,Offshore wind,87,2,2.2013651199744533e-05
Croatia,Offshore wind,88,2,2.2013651199744533e-05
Croatia,Offshore wind,89,2,0.0001958321914058
Croatia,Offshore wind,90,7,0.0
Croatia,Offshore wind,91,7,0.0
Croatia,Offshore wind,92,7,0.0
Croatia,Offshore wind,93,7,0.0
Croatia,Offshore wind,94,7,0.0
Croatia,Offshore wind,95,7,0.3275546054971
Croatia,Offshore wind,96,7,0.3275546054971
Croatia,Offshore wind,97,2,0.0001958321914058
Croatia,Offshore wind,98,7,0.3275546054971
Croatia,Offshore wind,99,7,0.3275546054971
Croatia,Offshore wind,100,7,0.3275546054971
Croatia,Offshore wind,101,2,8.649935429024588e-05
Croatia,Offshore wind,102,2,8.649935429024588e-05
Croatia,Offshore wind,103,2,0.0001958321914058
Croatia,Offshore wind,104,2,8.649935429024588e-05
Croatia,Offshore wind,105,2,8.649935429024588e-05
Croatia,Offshore wind,106,2,8.649935429024588e-05
Croatia,Offshore wind,107,6,0.0
Croatia,Offshore wind,108,6,0.0
Croatia,Offshore wind,109,2,0.0001958321914058
Croatia,Offshore wind,110,6,0.0
Croatia,Offshore wind,111,6,0.0
Croatia,Offshore wind,112,6,0.0
Croatia,Offshore wind,113,9,0.0007204410179491
Croatia,Offshore wind,114,2,0.0001958321914058
Croatia,Offshore wind,115,9,0.0007204410179491
Croatia,Offshore wind,116,9,0.0007204410179491
Croatia,Offshore wind,117,9,0.0007204410179491
Croatia,Offshore wind,118,9,0.0007204410179491
Croatia,Offshore wind,119,0,7.237602673825442e-05
Croatia,Offshore wind,120,0,0.0005184647197011
Croatia,Offshore wind,121,3,6.88666307145275e-05
Croatia,Offshore wind,122,0,0.0006581582766359
Croatia,Offshore wind,123,0,0.0001093515195293
Croatia,Offshore wind,124,0,5.419278047879016e-05
Croatia,Offshore wind,125,0,0.0012224948830251
Croatia,Offshore wind,126,0,5.558180049871104e-05
Croatia,Offshore wind,127,3,0.0003771377846295
Croatia,Offshore wind,128,3,0.0002202396468659
Croatia,Offshore wind,129,4,0.1079065917068999
Croatia,Offshore wind,130,0,0.0001521929169035
Croatia,Offshore wind,131,2,0.002267861504513
Croatia,Offshore wind,132,0,0.0001029219629122
Croatia,Offshore wind,133,0,0.0010780756127358
Croatia,Offshore wind,134,0,2.061561491443181e-05
Croatia,Offshore wind,135,2,0.002267861504513
Croatia,Offshore wind,136,4,0.1072455839891999
Croatia,Offshore wind,137,8,8.374071004576662e-05
Croatia,Offshore wind,138,8,4.143750552492646e-05
Croatia,Offshore wind,139,8,4.370444917873106e-05
Croatia,Offshore wind,140,8,9.4940642549326e-05
Croatia,Offshore wind,141,8,5.497407821275586e-05
Croatia,Offshore wind,142,8,2.621424393278675e-05
Croatia,Offshore wind,143,8,0.0003055176309824
Croatia,Offshore wind,144,8,6.830085914176274e-05
Croatia,Offshore wind,145,8,7.110446574750331e-05
Croatia,Offshore wind,146,4,0.0020561247504271
Croatia,Offshore wind,147,4,0.0008379190100378
Croatia,Offshore wind,148,2,0.0001872110965458
Croatia,Offshore wind,149,4,0.0013600521456168
Croatia,Offshore wind,150,4,0.0007419687641148
Croatia,Offshore wind,151,4,0.0019962952610741
Croatia,Offshore wind,152,4,0.0013251254114159
Croatia,Offshore wind,153,4,0.0016655249678377
Croatia,Offshore wind,154,4,0.0002631258820237
Croatia,Offshore wind,155,4,0.0014752364653553
Croatia,Offshore wind,156,4,0.0020906909801899
Croatia,Offshore wind,157,2,0.002267861504513
Croatia,Offshore wind,158,4,0.1133860827344
Croatia,Offshore wind,159,3,0.0001403167910668
Croatia,Offshore wind,160,0,7.408008903569468e-05
Croatia,Offshore wind,161,0,4.757982136201475e-05
Croatia,Offshore wind,162,0,8.927897812568301e-05
Croatia,Offshore wind,163,0,5.930019891394402e-05
Croatia,Offshore wind,164,0,2.5602796317395213e-05
Croatia,Offshore wind,165,3,5.61830763885688e-05
Croatia,Offshore wind,166,3,7.357533785110973e-05
Croatia,Offshore wind,167,0,7.297683825433252e-05
Croatia,Offshore wind,168,3,0.0005067558786185
Croatia,Offshore wind,169,3,0.0001443121351678
Croatia,Offshore wind,170,3,0.0001471760638541
Croatia,Offshore wind,171,3,0.0008980625260311
Croatia,Offshore wind,172,3,0.0009595311649501
Croatia,Offshore wind,173,4,6.206472128195388e-05
Croatia,Offshore wind,174,4,2.396506384121352e-05
Croatia,Offshore wind,175,3,0.0001195674263993
Croatia,Offshore wind,176,2,0.0001987322368075
Croatia,Offshore wind,177,3,0.0001568787676463
Croatia,Offshore wind,178,4,4.1149600381162085e-05
Croatia,Offshore wind,179,2,0.002267861504513
Croatia,Offshore wind,180,4,0.1136607021415
Croatia,Offshore wind,181,8,9.665568927683652e-05
Croatia,Offshore wind,182,8,4.7030737009233816e-05
Croatia,Offshore wind,183,8,9.95984690247958e-05
Croatia,Offshore wind,184,8,0.000998005800545
Croatia,Offshore wind,185,8,4.840974982394072e-05
Croatia,Offshore wind,186,8,2.206233642993022e-05
Croatia,Offshore wind,187,8,0.0002086980985482
Croatia,Offshore wind,188,8,7.153171188273469e-05
Croatia,Offshore wind,189,8,7.389133945337761e-05
Croatia,Onshore wind,0,2,0.0218408551771517
Croatia,Onshore wind,1,4,7.9213704207961
Croatia,Onshore wind,2,3,0.0009480766443005
Croatia,Onshore wind,3,0,0.000135765747019
Croatia,Onshore wind,4,0,0.0002844845792164
Croatia,Onshore wind,5,0,0.0032436618364485
Croatia,Onshore wind,6,0,0.0001692532557462
Croatia,Onshore wind,7,0,9.949433346566892e-05
Croatia,Onshore wind,8,3,16.060794341092198
Croatia,Onshore wind,9,3,0.0003646270284226
Croatia,Onshore wind,10,0,9.007924149321902
Croatia,Onshore wind,11,7,2.3010823188366
Croatia,Onshore wind,12,2,0.0020077257202146
Croatia,Onshore wind,13,7,2.3010823188366
Croatia,Onshore wind,14,7,2.3010823188366
Croatia,Onshore wind,15,7,2.3010823188366
Croatia,Onshore wind,16,7,2.3010823188366
Croatia,Onshore wind,17,7,3.1153579952135
Croatia,Onshore wind,18,2,0.0218408551771517
Croatia,Onshore wind,19,7,3.1153579952135
Croatia,Onshore wind,20,7,3.1153579952135
Croatia,Onshore wind,21,7,3.1153579952135
Croatia,Onshore wind,22,7,3.1153579952135
Croatia,Onshore wind,23,2,0.0020077257202146
Croatia,Onshore wind,24,2,0.0002868576303209
Croatia,Onshore wind,25,2,0.0002868576303209
Croatia,Onshore wind,26,2,0.0002868576303209
Croatia,Onshore wind,27,2,0.0002868576303209
Croatia,Onshore wind,28,2,0.0002868576303209
Croatia,Onshore wind,29,1,0.0019968982212797
Croatia,Onshore wind,30,1,0.0019968982212797
Croatia,Onshore wind,31,2,0.0020077257202146
Croatia,Onshore wind,32,1,0.0019968982212797
Croatia,Onshore wind,33,1,0.0019968982212797
Croatia,Onshore wind,34,1,0.0019968982212797
Croatia,Onshore wind,35,7,2.1661874870227
Croatia,Onshore wind,36,7,2.1661874870227
Croatia,Onshore wind,37,2,0.0020077257202146
Croatia,Onshore wind,38,7,2.1661874870227
Croatia,Onshore wind,39,7,2.1661874870227
Croatia,Onshore wind,40,7,2.1661874870227
Croatia,Onshore wind,41,5,0.0024457432175276
Croatia,Onshore wind,42,5,0.0024457432175276
Croatia,Onshore wind,43,2,0.0020077257202146
Croatia,Onshore wind,44,5,0.0024457432175276
Croatia,Onshore wind,45,5,0.0024457432175276
Croatia,Onshore wind,46,5,0.0024457432175276
Croatia,Onshore wind,47,4,9.5173759851921
Croatia,Onshore wind,48,4,9.5173759851921
Croatia,Onshore wind,49,2,0.0020077257202146
Croatia,Onshore wind,50,4,9.5173759851921
Croatia,Onshore wind,51,4,9.5173759851921
Croatia,Onshore wind,52,4,9.5173759851921
Croatia,Onshore wind,53,7,2.3010823188366
Croatia,Onshore wind,54,7,2.3010823188366
Croatia,Onshore wind,55,2,0.0020077257202146
Croatia,Onshore wind,56,7,2.3010823188366
Croatia,Onshore wind,57,7,2.3010823188366
Croatia,Onshore wind,58,7,2.3010823188366
Croatia,Onshore wind,59,7,3.1153579952135
Croatia,Onshore wind,60,7,3.1153579952135
Croatia,Onshore wind,61,2,0.0218408551771517
Croatia,Onshore wind,62,7,3.1153579952135
Croatia,Onshore wind,63,7,3.1153579952135
Croatia,Onshore wind,64,7,3.1153579952135
Croatia,Onshore wind,65,7,0.0
Croatia,Onshore wind,66,2,0.0020077257202146
Croatia,Onshore wind,67,7,0.0
Croatia,Onshore wind,68,7,0.0
Croatia,Onshore wind,69,7,0.0
Croatia,Onshore wind,70,7,0.0
Croatia,Onshore wind,71,7,2.0939198501187
Croatia,Onshore wind,72,7,2.0939198501187
Croatia,Onshore wind,73,2,0.0020077257202146
Croatia,Onshore wind,74,7,2.0939198501187
Croatia,Onshore wind,75,7,2.0939198501187
Croatia,Onshore wind,76,7,2.0939198501187
Croatia,Onshore wind,77,9,16.0553313081134
Croatia,Onshore wind,78,9,16.0553313081134
Croatia,Onshore wind,79,2,0.0020077257202146
Croatia,Onshore wind,80,9,16.0553313081134
Croatia,Onshore wind,81,9,16.0553313081134
Croatia,Onshore wind,82,9,16.0553313081134
Croatia,Onshore wind,83,2,0.0020077257202146
Croatia,Onshore wind,84,2,0.0001909606116646
Croatia,Onshore wind,85,2,0.0001909606116646
Croatia,Onshore wind,86,2,0.0001909606116646
Croatia,Onshore wind,87,2,0.0001909606116646
Croatia,Onshore wind,88,2,0.0001909606116646
Croatia,Onshore wind,89,2,0.0020077257202146
Croatia,Onshore wind,90,7,2.484241004467
Croatia,Onshore wind,91,7,2.484241004467
Croatia,Onshore wind,92,7,2.484241004467
Croatia,Onshore wind,93,7,2.484241004467
Croatia,Onshore wind,94,7,2.484241004467
Croatia,Onshore wind,95,7,2.2169056464541
Croatia,Onshore wind,96,7,2.2169056464541
Croatia,Onshore wind,97,2,0.0020077257202146
Croatia,Onshore wind,98,7,2.2169056464541
Croatia,Onshore wind,99,7,2.2169056464541
Croatia,Onshore wind,100,7,2.2169056464541
Croatia,Onshore wind,101,2,0.0007717393095391
Croatia,Onshore wind,102,2,0.0007717393095391
Croatia,Onshore wind,103,2,0.0020077257202146
Croatia,Onshore wind,104,2,0.0007717393095391
Croatia,Onshore wind,105,2,0.0007717393095391
Croatia,Onshore wind,106,2,0.0007717393095391
Croatia,Onshore wind,107,6,0.0
Croatia,Onshore wind,108,6,0.0
Croatia,Onshore wind,109,2,0.0020077257202146
Croatia,Onshore wind,110,6,0.0
Croatia,Onshore wind,111,6,0.0
Croatia,Onshore wind,112,6,0.0
Croatia,Onshore wind,113,9,15.952873176190302
Croatia,Onshore wind,114,2,0.0020077257202146
Croatia,Onshore wind,115,9,15.952873176190302
Croatia,Onshore wind,116,9,15.952873176190302
Croatia,Onshore wind,117,9,15.952873176190302
Croatia,Onshore wind,118,9,15.952873176190302
Croatia,Onshore wind,119,0,9.007924149321902
Croatia,Onshore wind,120,0,0.0035763587604872
Croatia,Onshore wind,121,3,0.0003646270284226
Croatia,Onshore wind,122,0,5.3194884544767
Croatia,Onshore wind,123,0,0.000237253124512
Croatia,Onshore wind,124,0,0.0001692532557462
Croatia,Onshore wind,125,0,0.0043208573127591
Croatia,Onshore wind,126,0,0.000135765747019
Croatia,Onshore wind,127,3,0.0009480766443005
Croatia,Onshore wind,128,3,16.060794341092198
Croatia,Onshore wind,129,4,7.9213704207961
Croatia,Onshore wind,130,0,0.0002844845792164
Croatia,Onshore wind,131,2,0.0218408551771517
Croatia,Onshore wind,132,0,0.0005105878721072
Croatia,Onshore wind,133,0,0.0032436618364485
Croatia,Onshore wind,134,0,9.949433346566892e-05
Croatia,Onshore wind,135,2,0.0218408551771517
Croatia,Onshore wind,136,4,7.8574367834823
Croatia,Onshore wind,137,8,0.0001979016194778
Croatia,Onshore wind,138,8,0.0001010715687611
Croatia,Onshore wind,139,8,8.243278815934065e-05
Croatia,Onshore wind,140,8,0.0002735253538184
Croatia,Onshore wind,141,8,0.0001670581845149
Croatia,Onshore wind,142,8,0.0001597248453927
Croatia,Onshore wind,143,8,15.6327459069033
Croatia,Onshore wind,144,8,0.0003049053002049
Croatia,Onshore wind,145,8,9.290979330941
Croatia,Onshore wind,146,4,0.0256417001827063
Croatia,Onshore wind,147,4,0.0049303273626542
Croatia,Onshore wind,148,2,0.0022565231454228
Croatia,Onshore wind,149,4,0.0275758543636544
Croatia,Onshore wind,150,4,0.0090732771092704
Croatia,Onshore wind,151,4,0.1011483658411
Croatia,Onshore wind,152,4,15.8204600775146
Croatia,Onshore wind,153,4,11.4888891723121
Croatia,Onshore wind,154,4,7.412304691496
Croatia,Onshore wind,155,4,0.0186079511825592
Croatia,Onshore wind,156,4,19.9917354172681
Croatia,Onshore wind,157,2,0.0218408551771517
Croatia,Onshore wind,158,4,7.9230807084761
Croatia,Onshore wind,159,3,0.0003107931810276
Croatia,Onshore wind,160,0,0.0001880917915799
Croatia,Onshore wind,161,0,7.887239132372038e-05
Croatia,Onshore wind,162,0,0.0002520479489233
Croatia,Onshore wind,163,0,0.0001785308432694
Croatia,Onshore wind,164,0,0.0001215804108049
Croatia,Onshore wind,165,3,16.1020209207393
Croatia,Onshore wind,166,3,0.0003559233470774
Croatia,Onshore wind,167,0,9.0032165847351
Croatia,Onshore wind,168,3,10.5038392313108
Croatia,Onshore wind,169,3,0.0010073293679026
Croatia,Onshore wind,170,3,5.1789651555428
Croatia,Onshore wind,171,3,0.0036309371968375
Croatia,Onshore wind,172,3,0.0061690113768905
Croatia,Onshore wind,173,4,14.7355407126504
Croatia,Onshore wind,174,4,10.9490876113243
Croatia,Onshore wind,175,3,2.9225678209709
Croatia,Onshore wind,176,2,0.002212984047592
Croatia,Onshore wind,177,3,15.0063757798161
Croatia,Onshore wind,178,4,0.00019987297217
Croatia,Onshore wind,179,2,0.0218408551771517
Croatia,Onshore wind,180,4,7.8863977801676
Croatia,Onshore wind,181,8,0.0002284530504998
Croatia,Onshore wind,182,8,0.0001155203746203
Croatia,Onshore wind,183,8,0.0001986896534521
Croatia,Onshore wind,184,8,0.0027797305275714
Croatia,Onshore wind,185,8,0.0001296819224331
Croatia,Onshore wind,186,8,0.0001248305412374
Croatia,Onshore wind,187,8,15.1924254186811
Croatia,Onshore wind,188,8,0.0003301459706051
Croatia,Onshore wind,189,8,9.2921297961914
Croatia,PV,0,2,23.597243019496556
Croatia,PV,1,4,0.2019980886731
Croatia,PV,2,3,0.0011989756444667
Croatia,PV,3,0,21.874899154585695
Croatia,PV,4,0,0.0006669817546896
Croatia,PV,5,0,0.0147965487548206
Croatia,PV,6,0,6.283150741497384e-05
Croatia,PV,7,0,3.0029505965862208e-05
Croatia,PV,8,3,0.0005967718591335
Croatia,PV,9,3,9.165407466694388e-05
Croatia,PV,10,0,0.0001346896134437
Croatia,PV,11,7,11.9941714377202
Croatia,PV,12,2,23.548084171901998
Croatia,PV,13,7,11.9941714377202
Croatia,PV,14,7,11.9941714377202
Croatia,PV,15,7,11.9941714377202
Croatia,PV,16,7,11.9941714377202
Croatia,PV,17,7,13.1890605770302
Croatia,PV,18,2,23.597243019496556
Croatia,PV,19,7,13.1890605770302
Croatia,PV,20,7,13.1890605770302
Croatia,PV,21,7,13.1890605770302
Croatia,PV,22,7,13.1890605770302
Croatia,PV,23,2,23.548084171901998
Croatia,PV,24,2,23.517525715152768
Croatia,PV,25,2,23.517525715152768
Croatia,PV,26,2,23.517525715152768
Croatia,PV,27,2,23.517525715152768
Croatia,PV,28,2,23.517525715152768
Croatia,PV,29,1,8.18314957291216
Croatia,PV,30,1,8.18314957291216
Croatia,PV,31,2,23.548084171901998
Croatia,PV,32,1,8.18314957291216
Croatia,PV,33,1,8.18314957291216
Croatia,PV,34,1,8.18314957291216
Croatia,PV,35,7,11.77931941511
Croatia,PV,36,7,11.77931941511
Croatia,PV,37,2,23.548084171901998
Croatia,PV,38,7,11.77931941511
Croatia,PV,39,7,11.77931941511
Croatia,PV,40,7,11.77931941511
Croatia,PV,41,5,37.25286082262162
Croatia,PV,42,5,37.25286082262162
Croatia,PV,43,2,23.548084171901998
Croatia,PV,44,5,37.25286082262162
Croatia,PV,45,5,37.25286082262162
Croatia,PV,46,5,37.25286082262162
Croatia,PV,47,4,0.3274089168502
Croatia,PV,48,4,0.3274089168502
Croatia,PV,49,2,23.548084171901998
Croatia,PV,50,4,0.3274089168502
Croatia,PV,51,4,0.3274089168502
Croatia,PV,52,4,0.3274089168502
Croatia,PV,53,7,11.9941714377202
Croatia,PV,54,7,11.9941714377202
Croatia,PV,55,2,23.548084171901998
Croatia,PV,56,7,11.9941714377202
Croatia,PV,57,7,11.9941714377202
Croatia,PV,58,7,11.9941714377202
Croatia,PV,59,7,13.1890605770302
Croatia,PV,60,7,13.1890605770302
Croatia,PV,61,2,23.597243019496556
Croatia,PV,62,7,13.1890605770302
Croatia,PV,63,7,13.1890605770302
Croatia,PV,64,7,13.1890605770302
Croatia,PV,65,7,15.9706151670859
Croatia,PV,66,2,23.548084171901998
Croatia,PV,67,7,15.9706151670859
Croatia,PV,68,7,15.9706151670859
Croatia,PV,69,7,15.9706151670859
Croatia,PV,70,7,15.9706151670859
Croatia,PV,71,7,10.0552790470594
Croatia,PV,72,7,10.0552790470594
Croatia,PV,73,2,23.548084171901998
Croatia,PV,74,7,10.0552790470594
Croatia,PV,75,7,10.0552790470594
Croatia,PV,76,7,10.0552790470594
Croatia,PV,77,9,0.0019705719292493
Croatia,PV,78,9,0.0019705719292493
Croatia,PV,79,2,23.548084171901998
Croatia,PV,80,9,0.0019705719292493
Croatia,PV,81,9,0.0019705719292493
Croatia,PV,82,9,0.0019705719292493
Croatia,PV,83,2,23.548084171901998
Croatia,PV,84,2,23.49889536806552
Croatia,PV,85,2,23.49889536806552
Croatia,PV,86,2,23.49889536806552
Croatia,PV,87,2,23.49889536806552
Croatia,PV,88,2,23.49889536806552
Croatia,PV,89,2,23.548084171901998
Croatia,PV,90,7,11.8495413486031
Croatia,PV,91,7,11.8495413486031
Croatia,PV,92,7,11.8495413486031
Croatia,PV,93,7,11.8495413486031
Croatia,PV,94,7,11.8495413486031
Croatia,PV,95,7,12.4480317709224
Croatia,PV,96,7,12.4480317709224
Croatia,PV,97,2,23.548084171901998
Croatia,PV,98,7,12.4480317709224
Croatia,PV,99,7,12.4480317709224
Croatia,PV,100,7,12.4480317709224
Croatia,PV,101,2,27.500480902458992
Croatia,PV,102,2,27.500480902458992
Croatia,PV,103,2,23.548084171901998
Croatia,PV,104,2,27.500480902458992
Croatia,PV,105,2,27.500480902458992
Croatia,PV,106,2,27.500480902458992
Croatia,PV,107,6,18.8374499050448
Croatia,PV,108,6,18.8374499050448
Croatia,PV,109,2,23.548084171901998
Croatia,PV,110,6,18.8374499050448
Croatia,PV,111,6,18.8374499050448
Croatia,PV,112,6,18.8374499050448
Croatia,PV,113,9,0.0041420817633967
Croatia,PV,114,2,23.548084171901998
Croatia,PV,115,9,0.0041420817633967
Croatia,PV,116,9,0.0041420817633967
Croatia,PV,117,9,0.0041420817633967
Croatia,PV,118,9,0.0041420817633967
Croatia,PV,119,0,0.0001346896134437
Croatia,PV,120,0,18.99985387734429
Croatia,PV,121,3,9.165407466694388e-05
Croatia,PV,122,0,0.0011262014504777
Croatia,PV,123,0,0.0001893363143019
Croatia,PV,124,0,6.283150741497384e-05
Croatia,PV,125,0,0.0038959032678051
Croatia,PV,126,0,21.874899154585695
Croatia,PV,127,3,0.0011989756444667
Croatia,PV,128,3,0.0005967718591335
Croatia,PV,129,4,0.2019980886731
Croatia,PV,130,0,0.0006669817546896
Croatia,PV,131,2,23.597243019496556
Croatia,PV,132,0,25.720241485933908
Croatia,PV,133,0,0.0147965487548206
Croatia,PV,134,0,3.0029505965862208e-05
Croatia,PV,135,2,23.597243019496556
Croatia,PV,136,4,0.2012321309993
Croatia,PV,137,8,0.0003051934977782
Croatia,PV,138,8,23.39754767753509
Croatia,PV,139,8,0.000181638422153
Croatia,PV,140,8,0.0011861913600445
Croatia,PV,141,8,5.643288242104186e-05
Croatia,PV,142,8,4.490620703498633e-05
Croatia,PV,143,8,0.0008679834724408
Croatia,PV,144,8,9.142394703181731e-05
Croatia,PV,145,8,0.0001349430000169
Croatia,PV,146,4,0.0569567628346609
Croatia,PV,147,4,0.0050129207029075
Croatia,PV,148,2,23.56210633249566
Croatia,PV,149,4,28.33673529023667
Croatia,PV,150,4,25.99691881298168
Croatia,PV,151,4,29.22308202208633
Croatia,PV,152,4,0.0044451337760107
Croatia,PV,153,4,0.0071326760570157
Croatia,PV,154,4,0.0009014815576871
Croatia,PV,155,4,0.0491188573343445
Croatia,PV,156,4,0.0114351762534527
Croatia,PV,157,2,23.597243019496556
Croatia,PV,158,4,0.2134383615336
Croatia,PV,159,3,0.0003400779712715
Croatia,PV,160,0,21.836965709789872
Croatia,PV,161,0,0.0001853403034764
Croatia,PV,162,0,0.0008736123657899
Croatia,PV,163,0,7.311131258384359e-05
Croatia,PV,164,0,3.7574612392604085e-05
Croatia,PV,165,3,0.0001730359837899
Croatia,PV,166,3,9.169368412260993e-05
Croatia,PV,167,0,0.0001430958522206
