spore,importing_region,exporting_region,grid_transfer_capacity
55,France,Germany,2.9
55,France,Ireland,0.7
55,France,Italy,7.699999999999999
55,France,Spain,10.9
55,France,Switzerland,9.5
55,France,United Kingdom,10.6
55,Germany,Austria,10.8
55,Germany,Belgium,2.0
55,Germany,Czechia,3.7
55,Germany,Denmark,4.949999999999999
55,Germany,France,2.9
55,Germany,Luxembourg,2.9
55,Germany,Netherlands,8.5
55,Germany,Norway,1.4
55,Germany,Poland,5.1000000000000005
55,Germany,Sweden,2.6
55,Germany,Switzerland,6.0
55,Germany,United Kingdom,1.4
55,Greece,Albania,0.8
55,Greece,Bulgaria,0.5
55,Greece,Cyprus,2.0
55,Greece,Italy,1.0
55,Greece,North Macedonia,0.6
55,Hungary,Austria,1.6
55,Hungary,Croatia,2.3
55,Hungary,Romania,1.4
55,Hungary,Serbia,0.7
55,Hungary,Slovakia,5.4
55,Hungary,Slovenia,0.9
55,Iceland,United Kingdom,1.0
55,Ireland,France,0.7
55,Ireland,United Kingdom,2.85
55,Italy,Austria,2.3
55,Italy,France,7.699999999999999
55,Italy,Greece,1.0
55,Italy,Montenegro,1.2
55,Italy,Slovenia,3.6
55,Italy,Switzerland,8.5
55,Latvia,Estonia,0.95
55,Latvia,Lithuania,1.5
55,Lithuania,Latvia,1.5
55,Lithuania,Poland,1.0
55,Lithuania,Sweden,0.7
55,Luxembourg,Belgium,0.7
55,Luxembourg,Germany,2.9
55,Montenegro,Albania,0.9
55,Montenegro,Bosnia Herzegovina,1.4
55,Montenegro,Italy,1.2
55,Montenegro,Serbia,2.9
55,Netherlands,Belgium,3.5
55,Netherlands,Denmark,0.7
55,Netherlands,Germany,8.5
55,Netherlands,Norway,0.7
55,Netherlands,United Kingdom,1.0
55,North Macedonia,Albania,0.7
55,North Macedonia,Bulgaria,0.7
55,North Macedonia,Greece,0.6
55,North Macedonia,Serbia,1.9
55,Norway,Denmark,1.7
55,Norway,Finland,0.05
55,Norway,Germany,1.4
55,Norway,Netherlands,0.7
55,Norway,Sweden,4.098
55,Norway,United Kingdom,3.4
55,Poland,Czechia,2.1
55,Poland,Denmark,0.6
55,Poland,Germany,5.1000000000000005
55,Poland,Lithuania,1.0
55,Poland,Slovakia,0.6
55,Poland,Sweden,0.6
55,Portugal,Spain,3.5500000000000003
55,Romania,Bulgaria,1.7
55,Romania,Hungary,1.4
55,Romania,Serbia,2.5
55,Serbia,Albania,0.9
55,Serbia,Bosnia Herzegovina,3.1
55,Serbia,Bulgaria,0.9
55,Serbia,Croatia,0.7
55,Serbia,Hungary,0.7
55,Serbia,Montenegro,2.9
55,Serbia,North Macedonia,1.9
55,Serbia,Romania,2.5
55,Slovakia,Czechia,2.7
55,Slovakia,Hungary,5.4
55,Slovakia,Poland,0.6
55,Slovenia,Austria,1.6
55,Slovenia,Croatia,3.4
55,Slovenia,Hungary,0.9
55,Slovenia,Italy,3.6
55,Spain,France,10.9
55,Spain,Portugal,3.5500000000000003
55,Sweden,Denmark,2.44
55,Sweden,Finland,3.95
55,Sweden,Germany,2.6
55,Sweden,Lithuania,0.7
55,Sweden,Norway,4.098
55,Sweden,Poland,0.6
55,Switzerland,Austria,2.4
55,Switzerland,France,9.5
55,Switzerland,Germany,6.0
55,Switzerland,Italy,8.5
55,United Kingdom,Belgium,2.4
55,United Kingdom,Denmark,1.4
55,United Kingdom,France,10.6
55,United Kingdom,Germany,1.4
55,United Kingdom,Iceland,1.0
55,United Kingdom,Ireland,2.85
55,United Kingdom,Netherlands,1.0
55,United Kingdom,Norway,3.4
56,Albania,Greece,0.8
56,Albania,Montenegro,0.9
56,Albania,North Macedonia,0.7
56,Albania,Serbia,0.9
56,Austria,Czechia,2.1
56,Austria,Germany,10.8
56,Austria,Hungary,1.6
56,Austria,Italy,2.3
56,Austria,Slovenia,1.6
56,Austria,Switzerland,2.4
56,Belgium,France,4.6
56,Belgium,Germany,2.0
56,Belgium,Luxembourg,0.7
56,Belgium,Netherlands,3.5
56,Belgium,United Kingdom,2.4
56,Bosnia Herzegovina,Croatia,4.0
56,Bosnia Herzegovina,Montenegro,1.4
56,Bosnia Herzegovina,Serbia,3.1
56,Bulgaria,Greece,0.5
56,Bulgaria,North Macedonia,0.7
56,Bulgaria,Romania,1.7
56,Bulgaria,Serbia,0.9
56,Croatia,Bosnia Herzegovina,4.0
56,Croatia,Hungary,2.3
56,Croatia,Serbia,0.7
56,Croatia,Slovenia,3.4
56,Cyprus,Greece,2.0
56,Czechia,Austria,2.1
56,Czechia,Germany,3.7
56,Czechia,Poland,2.1
56,Czechia,Slovakia,2.7
56,Denmark,Germany,4.949999999999999
56,Denmark,Netherlands,0.7
56,Denmark,Norway,1.7
56,Denmark,Poland,0.6
56,Denmark,Sweden,2.44
56,Denmark,United Kingdom,1.4
56,Estonia,Finland,1.0
56,Estonia,Latvia,0.95
56,Finland,Estonia,1.0
56,Finland,Norway,0.05
56,Finland,Sweden,3.95
56,France,Belgium,4.6
56,France,Germany,2.9
56,France,Ireland,0.7
56,France,Italy,7.699999999999999
56,France,Spain,10.9
56,France,Switzerland,9.5
56,France,United Kingdom,10.6
56,Germany,Austria,10.8
56,Germany,Belgium,2.0
56,Germany,Czechia,3.7
56,Germany,Denmark,4.949999999999999
56,Germany,France,2.9
56,Germany,Luxembourg,2.9
56,Germany,Netherlands,8.5
56,Germany,Norway,1.4
56,Germany,Poland,5.1000000000000005
56,Germany,Sweden,2.6
56,Germany,Switzerland,6.0
56,Germany,United Kingdom,1.4
56,Greece,Albania,0.8
56,Greece,Bulgaria,0.5
56,Greece,Cyprus,2.0
56,Greece,Italy,1.0
56,Greece,North Macedonia,0.6
56,Hungary,Austria,1.6
56,Hungary,Croatia,2.3
56,Hungary,Romania,1.4
56,Hungary,Serbia,0.7
56,Hungary,Slovakia,5.4
56,Hungary,Slovenia,0.9
56,Iceland,United Kingdom,1.0
56,Ireland,France,0.7
56,Ireland,United Kingdom,2.85
56,Italy,Austria,2.3
56,Italy,France,7.699999999999999
56,Italy,Greece,1.0
56,Italy,Montenegro,1.2
56,Italy,Slovenia,3.6
56,Italy,Switzerland,8.5
56,Latvia,Estonia,0.95
56,Latvia,Lithuania,1.5
56,Lithuania,Latvia,1.5
56,Lithuania,Poland,1.0
56,Lithuania,Sweden,0.7
56,Luxembourg,Belgium,0.7
56,Luxembourg,Germany,2.9
56,Montenegro,Albania,0.9
56,Montenegro,Bosnia Herzegovina,1.4
56,Montenegro,Italy,1.2
56,Montenegro,Serbia,2.9
56,Netherlands,Belgium,3.5
56,Netherlands,Denmark,0.7
56,Netherlands,Germany,8.5
56,Netherlands,Norway,0.7
56,Netherlands,United Kingdom,1.0
56,North Macedonia,Albania,0.7
56,North Macedonia,Bulgaria,0.7
56,North Macedonia,Greece,0.6
56,North Macedonia,Serbia,1.9
56,Norway,Denmark,1.7
56,Norway,Finland,0.05
56,Norway,Germany,1.4
56,Norway,Netherlands,0.7
56,Norway,Sweden,4.098
56,Norway,United Kingdom,3.4
56,Poland,Czechia,2.1
56,Poland,Denmark,0.6
56,Poland,Germany,5.1000000000000005
56,Poland,Lithuania,1.0
56,Poland,Slovakia,0.6
56,Poland,Sweden,0.6
56,Portugal,Spain,3.5500000000000003
56,Romania,Bulgaria,1.7
56,Romania,Hungary,1.4
56,Romania,Serbia,2.5
56,Serbia,Albania,0.9
56,Serbia,Bosnia Herzegovina,3.1
56,Serbia,Bulgaria,0.9
56,Serbia,Croatia,0.7
56,Serbia,Hungary,0.7
56,Serbia,Montenegro,2.9
56,Serbia,North Macedonia,1.9
56,Serbia,Romania,2.5
56,Slovakia,Czechia,2.7
56,Slovakia,Hungary,5.4
56,Slovakia,Poland,0.6
56,Slovenia,Austria,1.6
56,Slovenia,Croatia,3.4
56,Slovenia,Hungary,0.9
56,Slovenia,Italy,3.6
56,Spain,France,10.9
56,Spain,Portugal,3.5500000000000003
56,Sweden,Denmark,2.44
56,Sweden,Finland,3.95
56,Sweden,Germany,2.6
56,Sweden,Lithuania,0.7
56,Sweden,Norway,4.098
56,Sweden,Poland,0.6
56,Switzerland,Austria,2.4
56,Switzerland,France,9.5
56,Switzerland,Germany,6.0
56,Switzerland,Italy,8.5
56,United Kingdom,Belgium,2.4
56,United Kingdom,Denmark,1.4
56,United Kingdom,France,10.6
56,United Kingdom,Germany,1.4
56,United Kingdom,Iceland,1.0
56,United Kingdom,Ireland,2.85
56,United Kingdom,Netherlands,1.0
56,United Kingdom,Norway,3.4
57,Albania,Greece,0.8
57,Albania,Montenegro,0.9
57,Albania,North Macedonia,0.7
57,Albania,Serbia,0.9
57,Austria,Czechia,2.1
57,Austria,Germany,10.8
57,Austria,Hungary,1.6
57,Austria,Italy,2.3
57,Austria,Slovenia,1.6
57,Austria,Switzerland,2.4
57,Belgium,France,4.6
57,Belgium,Germany,2.0
57,Belgium,Luxembourg,0.7
57,Belgium,Netherlands,3.5
57,Belgium,United Kingdom,2.4
57,Bosnia Herzegovina,Croatia,4.0
57,Bosnia Herzegovina,Montenegro,1.4
57,Bosnia Herzegovina,Serbia,3.1
57,Bulgaria,Greece,0.5
57,Bulgaria,North Macedonia,0.7
57,Bulgaria,Romania,1.7
57,Bulgaria,Serbia,0.9
57,Croatia,Bosnia Herzegovina,4.0
57,Croatia,Hungary,2.3
57,Croatia,Serbia,0.7
57,Croatia,Slovenia,3.4
57,Cyprus,Greece,2.0
57,Czechia,Austria,2.1
57,Czechia,Germany,3.7
57,Czechia,Poland,2.1
57,Czechia,Slovakia,2.7
57,Denmark,Germany,4.949999999999999
57,Denmark,Netherlands,0.7
57,Denmark,Norway,1.7
57,Denmark,Poland,0.6
57,Denmark,Sweden,2.44
57,Denmark,United Kingdom,1.4
57,Estonia,Finland,1.0
57,Estonia,Latvia,0.95
57,Finland,Estonia,1.0
57,Finland,Norway,0.05
57,Finland,Sweden,3.95
57,France,Belgium,4.6
57,France,Germany,2.9
57,France,Ireland,0.7
57,France,Italy,7.699999999999999
57,France,Spain,10.9
57,France,Switzerland,9.5
57,France,United Kingdom,10.6
57,Germany,Austria,10.8
57,Germany,Belgium,2.0
57,Germany,Czechia,3.7
57,Germany,Denmark,4.949999999999999
57,Germany,France,2.9
57,Germany,Luxembourg,2.9
57,Germany,Netherlands,8.5
57,Germany,Norway,1.4
57,Germany,Poland,5.1000000000000005
57,Germany,Sweden,2.6
57,Germany,Switzerland,6.0
57,Germany,United Kingdom,1.4
57,Greece,Albania,0.8
57,Greece,Bulgaria,0.5
57,Greece,Cyprus,2.0
57,Greece,Italy,1.0
57,Greece,North Macedonia,0.6
57,Hungary,Austria,1.6
57,Hungary,Croatia,2.3
57,Hungary,Romania,1.4
57,Hungary,Serbia,0.7
57,Hungary,Slovakia,5.4
57,Hungary,Slovenia,0.9
57,Iceland,United Kingdom,1.0
57,Ireland,France,0.7
57,Ireland,United Kingdom,2.85
57,Italy,Austria,2.3
57,Italy,France,7.699999999999999
57,Italy,Greece,1.0
57,Italy,Montenegro,1.2
57,Italy,Slovenia,3.6
57,Italy,Switzerland,8.5
57,Latvia,Estonia,0.95
57,Latvia,Lithuania,1.5
57,Lithuania,Latvia,1.5
57,Lithuania,Poland,1.0
57,Lithuania,Sweden,0.7
57,Luxembourg,Belgium,0.7
57,Luxembourg,Germany,2.9
57,Montenegro,Albania,0.9
57,Montenegro,Bosnia Herzegovina,1.4
57,Montenegro,Italy,1.2
57,Montenegro,Serbia,2.9
57,Netherlands,Belgium,3.5
57,Netherlands,Denmark,0.7
57,Netherlands,Germany,8.5
57,Netherlands,Norway,0.7
57,Netherlands,United Kingdom,1.0
57,North Macedonia,Albania,0.7
57,North Macedonia,Bulgaria,0.7
57,North Macedonia,Greece,0.6
57,North Macedonia,Serbia,1.9
57,Norway,Denmark,1.7
57,Norway,Finland,0.05
57,Norway,Germany,1.4
57,Norway,Netherlands,0.7
57,Norway,Sweden,4.098
57,Norway,United Kingdom,3.4
57,Poland,Czechia,2.1
57,Poland,Denmark,0.6
57,Poland,Germany,5.1000000000000005
57,Poland,Lithuania,1.0
57,Poland,Slovakia,0.6
57,Poland,Sweden,0.6
57,Portugal,Spain,3.5500000000000003
57,Romania,Bulgaria,1.7
57,Romania,Hungary,1.4
57,Romania,Serbia,2.5
57,Serbia,Albania,0.9
57,Serbia,Bosnia Herzegovina,3.1
57,Serbia,Bulgaria,0.9
57,Serbia,Croatia,0.7
57,Serbia,Hungary,0.7
57,Serbia,Montenegro,2.9
57,Serbia,North Macedonia,1.9
57,Serbia,Romania,2.5
57,Slovakia,Czechia,2.7
57,Slovakia,Hungary,5.4
57,Slovakia,Poland,0.6
57,Slovenia,Austria,1.6
57,Slovenia,Croatia,3.4
57,Slovenia,Hungary,0.9
57,Slovenia,Italy,3.6
57,Spain,France,10.9
57,Spain,Portugal,3.5500000000000003
57,Sweden,Denmark,2.44
57,Sweden,Finland,3.95
57,Sweden,Germany,2.6
57,Sweden,Lithuania,0.7
57,Sweden,Norway,4.098
57,Sweden,Poland,0.6
57,Switzerland,Austria,2.4
57,Switzerland,France,9.5
57,Switzerland,Germany,6.0
57,Switzerland,Italy,8.5
57,United Kingdom,Belgium,2.4
57,United Kingdom,Denmark,1.4
57,United Kingdom,France,10.6
57,United Kingdom,Germany,1.4
57,United Kingdom,Iceland,1.0
57,United Kingdom,Ireland,2.85
57,United Kingdom,Netherlands,1.0
57,United Kingdom,Norway,3.4
58,Albania,Greece,0.8
58,Albania,Montenegro,0.9
58,Albania,North Macedonia,0.7
58,Albania,Serbia,0.9
58,Austria,Czechia,2.1
58,Austria,Germany,10.8
58,Austria,Hungary,1.6
58,Austria,Italy,2.3
58,Austria,Slovenia,1.6
58,Austria,Switzerland,2.4
58,Belgium,France,4.6
58,Belgium,Germany,2.0
58,Belgium,Luxembourg,0.7
58,Belgium,Netherlands,3.5
58,Belgium,United Kingdom,2.4
58,Bosnia Herzegovina,Croatia,4.0
58,Bosnia Herzegovina,Montenegro,1.4
58,Bosnia Herzegovina,Serbia,3.1
58,Bulgaria,Greece,0.5
58,Bulgaria,North Macedonia,0.7
58,Bulgaria,Romania,1.7
58,Bulgaria,Serbia,0.9
58,Croatia,Bosnia Herzegovina,4.0
58,Croatia,Hungary,2.3
58,Croatia,Serbia,0.7
58,Croatia,Slovenia,3.4
58,Cyprus,Greece,2.0
58,Czechia,Austria,2.1
58,Czechia,Germany,3.7
58,Czechia,Poland,2.1
58,Czechia,Slovakia,2.7
58,Denmark,Germany,4.949999999999999
58,Denmark,Netherlands,0.7
58,Denmark,Norway,1.7
58,Denmark,Poland,0.6
58,Denmark,Sweden,2.44
58,Denmark,United Kingdom,1.4
58,Estonia,Finland,1.0
58,Estonia,Latvia,0.95
58,Finland,Estonia,1.0
58,Finland,Norway,0.05
58,Finland,Sweden,3.95
58,France,Belgium,4.6
58,France,Germany,2.9
58,France,Ireland,0.7
58,France,Italy,7.699999999999999
58,France,Spain,10.9
58,France,Switzerland,9.5
58,France,United Kingdom,10.6
58,Germany,Austria,10.8
58,Germany,Belgium,2.0
58,Germany,Czechia,3.7
58,Germany,Denmark,4.949999999999999
58,Germany,France,2.9
58,Germany,Luxembourg,2.9
58,Germany,Netherlands,8.5
58,Germany,Norway,1.4
58,Germany,Poland,5.1000000000000005
58,Germany,Sweden,2.6
58,Germany,Switzerland,6.0
58,Germany,United Kingdom,1.4
58,Greece,Albania,0.8
58,Greece,Bulgaria,0.5
58,Greece,Cyprus,2.0
58,Greece,Italy,1.0
58,Greece,North Macedonia,0.6
58,Hungary,Austria,1.6
58,Hungary,Croatia,2.3
58,Hungary,Romania,1.4
58,Hungary,Serbia,0.7
58,Hungary,Slovakia,5.4
58,Hungary,Slovenia,0.9
58,Iceland,United Kingdom,1.0
58,Ireland,France,0.7
58,Ireland,United Kingdom,2.85
58,Italy,Austria,2.3
58,Italy,France,7.699999999999999
58,Italy,Greece,1.0
58,Italy,Montenegro,1.2
58,Italy,Slovenia,3.6
58,Italy,Switzerland,8.5
58,Latvia,Estonia,0.95
58,Latvia,Lithuania,1.5
58,Lithuania,Latvia,1.5
58,Lithuania,Poland,1.0
58,Lithuania,Sweden,0.7
58,Luxembourg,Belgium,0.7
58,Luxembourg,Germany,2.9
58,Montenegro,Albania,0.9
58,Montenegro,Bosnia Herzegovina,1.4
58,Montenegro,Italy,1.2
58,Montenegro,Serbia,2.9
58,Netherlands,Belgium,3.5
58,Netherlands,Denmark,0.7
58,Netherlands,Germany,8.5
58,Netherlands,Norway,0.7
58,Netherlands,United Kingdom,1.0
58,North Macedonia,Albania,0.7
58,North Macedonia,Bulgaria,0.7
58,North Macedonia,Greece,0.6
58,North Macedonia,Serbia,1.9
58,Norway,Denmark,1.7
58,Norway,Finland,0.05
58,Norway,Germany,1.4
58,Norway,Netherlands,0.7
58,Norway,Sweden,4.098
58,Norway,United Kingdom,3.4
58,Poland,Czechia,2.1
58,Poland,Denmark,0.6
58,Poland,Germany,5.1000000000000005
58,Poland,Lithuania,1.0
58,Poland,Slovakia,0.6
58,Poland,Sweden,0.6
58,Portugal,Spain,3.5500000000000003
58,Romania,Bulgaria,1.7
58,Romania,Hungary,1.4
58,Romania,Serbia,2.5
58,Serbia,Albania,0.9
58,Serbia,Bosnia Herzegovina,3.1
58,Serbia,Bulgaria,0.9
58,Serbia,Croatia,0.7
58,Serbia,Hungary,0.7
58,Serbia,Montenegro,2.9
58,Serbia,North Macedonia,1.9
58,Serbia,Romania,2.5
58,Slovakia,Czechia,2.7
58,Slovakia,Hungary,5.4
58,Slovakia,Poland,0.6
58,Slovenia,Austria,1.6
58,Slovenia,Croatia,3.4
58,Slovenia,Hungary,0.9
58,Slovenia,Italy,3.6
58,Spain,France,10.9
58,Spain,Portugal,3.5500000000000003
58,Sweden,Denmark,2.44
58,Sweden,Finland,3.95
58,Sweden,Germany,2.6
58,Sweden,Lithuania,0.7
58,Sweden,Norway,4.098
58,Sweden,Poland,0.6
58,Switzerland,Austria,2.4
58,Switzerland,France,9.5
58,Switzerland,Germany,6.0
58,Switzerland,Italy,8.5
58,United Kingdom,Belgium,2.4
58,United Kingdom,Denmark,1.4
58,United Kingdom,France,10.6
58,United Kingdom,Germany,1.4
58,United Kingdom,Iceland,1.0
58,United Kingdom,Ireland,2.85
58,United Kingdom,Netherlands,1.0
58,United Kingdom,Norway,3.4
59,Albania,Greece,0.8
59,Albania,Montenegro,0.9
59,Albania,North Macedonia,0.7
59,Albania,Serbia,0.9
59,Austria,Czechia,2.1
59,Austria,Germany,10.8
59,Austria,Hungary,1.6
59,Austria,Italy,2.3
59,Austria,Slovenia,1.6
59,Austria,Switzerland,2.4
59,Belgium,France,4.6
59,Belgium,Germany,2.0
59,Belgium,Luxembourg,0.7
59,Belgium,Netherlands,3.5
59,Belgium,United Kingdom,2.4
59,Bosnia Herzegovina,Croatia,4.0
59,Bosnia Herzegovina,Montenegro,1.4
59,Bosnia Herzegovina,Serbia,3.1
59,Bulgaria,Greece,0.5
59,Bulgaria,North Macedonia,0.7
59,Bulgaria,Romania,1.7
59,Bulgaria,Serbia,0.9
59,Croatia,Bosnia Herzegovina,4.0
59,Croatia,Hungary,2.3
59,Croatia,Serbia,0.7
59,Croatia,Slovenia,3.4
59,Cyprus,Greece,2.0
59,Czechia,Austria,2.1
59,Czechia,Germany,3.7
59,Czechia,Poland,2.1
59,Czechia,Slovakia,2.7
59,Denmark,Germany,4.949999999999999
59,Denmark,Netherlands,0.7
59,Denmark,Norway,1.7
59,Denmark,Poland,0.6
59,Denmark,Sweden,2.44
59,Denmark,United Kingdom,1.4
59,Estonia,Finland,1.0
59,Estonia,Latvia,0.95
59,Finland,Estonia,1.0
59,Finland,Norway,0.05
59,Finland,Sweden,3.95
59,France,Belgium,4.6
59,France,Germany,2.9
59,France,Ireland,0.7
59,France,Italy,7.699999999999999
59,France,Spain,10.9
59,France,Switzerland,9.5
59,France,United Kingdom,10.6
59,Germany,Austria,10.8
59,Germany,Belgium,2.0
59,Germany,Czechia,3.7
59,Germany,Denmark,4.949999999999999
59,Germany,France,2.9
59,Germany,Luxembourg,2.9
59,Germany,Netherlands,8.5
59,Germany,Norway,1.4
59,Germany,Poland,5.1000000000000005
59,Germany,Sweden,2.6
59,Germany,Switzerland,6.0
59,Germany,United Kingdom,1.4
59,Greece,Albania,0.8
59,Greece,Bulgaria,0.5
59,Greece,Cyprus,2.0
59,Greece,Italy,1.0
59,Greece,North Macedonia,0.6
59,Hungary,Austria,1.6
59,Hungary,Croatia,2.3
59,Hungary,Romania,1.4
59,Hungary,Serbia,0.7
59,Hungary,Slovakia,5.4
59,Hungary,Slovenia,0.9
59,Iceland,United Kingdom,1.0
59,Ireland,France,0.7
59,Ireland,United Kingdom,2.85
59,Italy,Austria,2.3
59,Italy,France,7.699999999999999
59,Italy,Greece,1.0
59,Italy,Montenegro,1.2
59,Italy,Slovenia,3.6
59,Italy,Switzerland,8.5
59,Latvia,Estonia,0.95
59,Latvia,Lithuania,1.5
59,Lithuania,Latvia,1.5
59,Lithuania,Poland,1.0
59,Lithuania,Sweden,0.7
59,Luxembourg,Belgium,0.7
59,Luxembourg,Germany,2.9
59,Montenegro,Albania,0.9
59,Montenegro,Bosnia Herzegovina,1.4
59,Montenegro,Italy,1.2
59,Montenegro,Serbia,2.9
59,Netherlands,Belgium,3.5
59,Netherlands,Denmark,0.7
59,Netherlands,Germany,8.5
59,Netherlands,Norway,0.7
59,Netherlands,United Kingdom,1.0
59,North Macedonia,Albania,0.7
59,North Macedonia,Bulgaria,0.7
59,North Macedonia,Greece,0.6
59,North Macedonia,Serbia,1.9
59,Norway,Denmark,1.7
59,Norway,Finland,0.05
59,Norway,Germany,1.4
59,Norway,Netherlands,0.7
59,Norway,Sweden,4.098
59,Norway,United Kingdom,3.4
59,Poland,Czechia,2.1
59,Poland,Denmark,0.6
59,Poland,Germany,5.1000000000000005
59,Poland,Lithuania,1.0
59,Poland,Slovakia,0.6
59,Poland,Sweden,0.6
59,Portugal,Spain,3.5500000000000003
59,Romania,Bulgaria,1.7
59,Romania,Hungary,1.4
59,Romania,Serbia,2.5
59,Serbia,Albania,0.9
59,Serbia,Bosnia Herzegovina,3.1
59,Serbia,Bulgaria,0.9
59,Serbia,Croatia,0.7
59,Serbia,Hungary,0.7
59,Serbia,Montenegro,2.9
59,Serbia,North Macedonia,1.9
59,Serbia,Romania,2.5
59,Slovakia,Czechia,2.7
59,Slovakia,Hungary,5.4
59,Slovakia,Poland,0.6
59,Slovenia,Austria,1.6
59,Slovenia,Croatia,3.4
59,Slovenia,Hungary,0.9
59,Slovenia,Italy,3.6
59,Spain,France,10.9
59,Spain,Portugal,3.5500000000000003
59,Sweden,Denmark,2.44
59,Sweden,Finland,3.95
59,Sweden,Germany,2.6
59,Sweden,Lithuania,0.7
59,Sweden,Norway,4.098
59,Sweden,Poland,0.6
59,Switzerland,Austria,2.4
59,Switzerland,France,9.5
59,Switzerland,Germany,6.0
59,Switzerland,Italy,8.5
59,United Kingdom,Belgium,2.4
59,United Kingdom,Denmark,1.4
59,United Kingdom,France,10.6
59,United Kingdom,Germany,1.4
59,United Kingdom,Iceland,1.0
59,United Kingdom,Ireland,2.85
59,United Kingdom,Netherlands,1.0
59,United Kingdom,Norway,3.4
60,Albania,Greece,0.8
60,Albania,Montenegro,0.9
60,Albania,North Macedonia,0.7
60,Albania,Serbia,0.9
60,Austria,Czechia,2.1
60,Austria,Germany,10.8
60,Austria,Hungary,1.6
60,Austria,Italy,2.3
60,Austria,Slovenia,1.6
60,Austria,Switzerland,2.4
60,Belgium,France,4.6
60,Belgium,Germany,2.0
60,Belgium,Luxembourg,0.7
60,Belgium,Netherlands,3.5
60,Belgium,United Kingdom,2.4
60,Bosnia Herzegovina,Croatia,4.0
60,Bosnia Herzegovina,Montenegro,1.4
60,Bosnia Herzegovina,Serbia,3.1
60,Bulgaria,Greece,0.5
60,Bulgaria,North Macedonia,0.7
60,Bulgaria,Romania,1.7
60,Bulgaria,Serbia,0.9
60,Croatia,Bosnia Herzegovina,4.0
60,Croatia,Hungary,2.3
60,Croatia,Serbia,0.7
60,Croatia,Slovenia,3.4
60,Cyprus,Greece,2.0
60,Czechia,Austria,2.1
60,Czechia,Germany,3.7
60,Czechia,Poland,2.1
60,Czechia,Slovakia,2.7
60,Denmark,Germany,4.949999999999999
60,Denmark,Netherlands,0.7
60,Denmark,Norway,1.7
60,Denmark,Poland,0.6
60,Denmark,Sweden,2.44
60,Denmark,United Kingdom,1.4
60,Estonia,Finland,1.0
60,Estonia,Latvia,0.95
60,Finland,Estonia,1.0
60,Finland,Norway,0.05
60,Finland,Sweden,3.95
60,France,Belgium,4.6
60,France,Germany,2.9
60,France,Ireland,0.7
60,France,Italy,7.699999999999999
60,France,Spain,10.9
60,France,Switzerland,9.5
60,France,United Kingdom,10.6
60,Germany,Austria,10.8
60,Germany,Belgium,2.0
60,Germany,Czechia,3.7
60,Germany,Denmark,4.949999999999999
60,Germany,France,2.9
60,Germany,Luxembourg,2.9
60,Germany,Netherlands,8.5
60,Germany,Norway,1.4
60,Germany,Poland,5.1000000000000005
60,Germany,Sweden,2.6
60,Germany,Switzerland,6.0
60,Germany,United Kingdom,1.4
60,Greece,Albania,0.8
60,Greece,Bulgaria,0.5
60,Greece,Cyprus,2.0
60,Greece,Italy,1.0
60,Greece,North Macedonia,0.6
60,Hungary,Austria,1.6
60,Hungary,Croatia,2.3
60,Hungary,Romania,1.4
60,Hungary,Serbia,0.7
60,Hungary,Slovakia,5.4
60,Hungary,Slovenia,0.9
60,Iceland,United Kingdom,1.0
60,Ireland,France,0.7
60,Ireland,United Kingdom,2.85
60,Italy,Austria,2.3
60,Italy,France,7.699999999999999
60,Italy,Greece,1.0
60,Italy,Montenegro,1.2
60,Italy,Slovenia,3.6
60,Italy,Switzerland,8.5
60,Latvia,Estonia,0.95
60,Latvia,Lithuania,1.5
60,Lithuania,Latvia,1.5
60,Lithuania,Poland,1.0
60,Lithuania,Sweden,0.7
60,Luxembourg,Belgium,0.7
60,Luxembourg,Germany,2.9
60,Montenegro,Albania,0.9
60,Montenegro,Bosnia Herzegovina,1.4
60,Montenegro,Italy,1.2
60,Montenegro,Serbia,2.9
60,Netherlands,Belgium,3.5
60,Netherlands,Denmark,0.7
60,Netherlands,Germany,8.5
60,Netherlands,Norway,0.7
60,Netherlands,United Kingdom,1.0
60,North Macedonia,Albania,0.7
60,North Macedonia,Bulgaria,0.7
60,North Macedonia,Greece,0.6
60,North Macedonia,Serbia,1.9
60,Norway,Denmark,1.7
60,Norway,Finland,0.05
60,Norway,Germany,1.4
60,Norway,Netherlands,0.7
60,Norway,Sweden,4.098
60,Norway,United Kingdom,3.4
60,Poland,Czechia,2.1
60,Poland,Denmark,0.6
60,Poland,Germany,5.1000000000000005
60,Poland,Lithuania,1.0
60,Poland,Slovakia,0.6
60,Poland,Sweden,0.6
60,Portugal,Spain,3.5500000000000003
60,Romania,Bulgaria,1.7
60,Romania,Hungary,1.4
60,Romania,Serbia,2.5
60,Serbia,Albania,0.9
60,Serbia,Bosnia Herzegovina,3.1
60,Serbia,Bulgaria,0.9
60,Serbia,Croatia,0.7
60,Serbia,Hungary,0.7
60,Serbia,Montenegro,2.9
60,Serbia,North Macedonia,1.9
60,Serbia,Romania,2.5
60,Slovakia,Czechia,2.7
60,Slovakia,Hungary,5.4
60,Slovakia,Poland,0.6
60,Slovenia,Austria,1.6
60,Slovenia,Croatia,3.4
60,Slovenia,Hungary,0.9
60,Slovenia,Italy,3.6
60,Spain,France,10.9
60,Spain,Portugal,3.5500000000000003
60,Sweden,Denmark,2.44
60,Sweden,Finland,3.95
60,Sweden,Germany,2.6
60,Sweden,Lithuania,0.7
60,Sweden,Norway,4.098
