importing_region,exporting_region,year,spore,capacity_gw
BGR_1,ROU_3,2030,345,6.611996187894835e-05
BGR_1,ROU_3,2030,431,2.668123950491191
BGR_1,SRB_1,2030,0,3.7556088582508864
BGR_1,SRB_1,2030,21,0.2966477109363661
BGR_1,SRB_1,2030,32,0.7934374857488041
BGR_1,SRB_1,2030,77,6.737342915600211e-07
BGR_1,SRB_1,2030,100,0.024969567377299228
BGR_1,SRB_1,2030,206,0.5476400997090082
BGR_1,SRB_1,2030,255,1.139987596380312
BGR_1,SRB_1,2030,263,0.23303124782961712
BGR_1,SRB_1,2030,328,5.350730387239533
BGR_1,SRB_1,2030,345,-1.990564658425276e-05
BGR_1,SRB_1,2030,431,1.4032077959760806e-05
BIH_1,HRV_1,2030,0,6.313838288109204e-07
BIH_1,HRV_1,2030,21,0.18594977207460656
BIH_1,HRV_1,2030,32,0.001413869892651394
BIH_1,HRV_1,2030,77,1.945187078571311e-06
BIH_1,HRV_1,2030,100,0.00020445121839709216
BIH_1,HRV_1,2030,206,0.3538993100127455
BIH_1,HRV_1,2030,255,0.2596299626195288
BIH_1,HRV_1,2030,263,9.884532042441007e-08
BIH_1,HRV_1,2030,328,0.0039171119117041514
BIH_1,HRV_1,2030,345,-6.328633135069163e-06
BIH_1,HRV_1,2030,431,-6.9126636116943435e-06
BIH_1,MNE_1,2030,0,2.322438287303631e-06
BIH_1,MNE_1,2030,21,-6.264895708181809e-07
BIH_1,MNE_1,2030,32,8.702595403235912e-05
BIH_1,MNE_1,2030,77,3.848960316773584e-07
BIH_1,MNE_1,2030,100,3.941457888301016e-06
BIH_1,MNE_1,2030,206,1.0685315042180556e-07
BIH_1,MNE_1,2030,255,-6.017776527430356e-09
BIH_1,MNE_1,2030,263,7.01776989029018e-07
BIH_1,MNE_1,2030,328,-5.8503803733094844e-06
BIH_1,MNE_1,2030,345,-4.294056504886099e-05
BIH_1,MNE_1,2030,431,-1.1450949896196349e-06
BIH_1,SRB_1,2030,0,-2.4913761740610106e-07
BIH_1,SRB_1,2030,21,0.008262046514369133
BIH_1,SRB_1,2030,32,0.0003442535441330385
BIH_1,SRB_1,2030,77,1.1522727670897118e-07
BIH_1,SRB_1,2030,100,2.061384226111087e-05
BIH_1,SRB_1,2030,206,3.577283784784089e-08
BIH_1,SRB_1,2030,255,3.466927742602735e-08
BIH_1,SRB_1,2030,263,2.313599268616012e-08
BIH_1,SRB_1,2030,328,-5.214108561899179e-07
BIH_1,SRB_1,2030,345,-4.688989111262225e-05
BIH_1,SRB_1,2030,431,-7.0294094895185925e-06
CHE_1,AUT_1,2030,0,5.35199016456797e-06
CHE_1,AUT_1,2030,21,4.459688665411137e-08
CHE_1,AUT_1,2030,32,0.21905666195571885
CHE_1,AUT_1,2030,77,1.5608626469925838e-07
CHE_1,AUT_1,2030,100,8.602279476334397e-06
CHE_1,AUT_1,2030,206,2.4720256733120735e-08
CHE_1,AUT_1,2030,255,-3.2619291608233443e-09
CHE_1,AUT_1,2030,263,2.2023585594533649e-07
CHE_1,AUT_1,2030,328,3.07677363450497e-05
CHE_1,AUT_1,2030,345,-6.0614244781432775e-06
CHE_1,AUT_1,2030,431,-2.04247817000528e-06
CHE_1,CHE_2,2030,0,5.349231643653388e-06
CHE_1,CHE_2,2030,21,1.1302911887402404e-05
CHE_1,CHE_2,2030,32,0.0023509632857164004
CHE_1,CHE_2,2030,77,7.798153240559724e-06
CHE_1,CHE_2,2030,100,0.021347040470959498
CHE_1,CHE_2,2030,206,1.349807759462388e-06
CHE_1,CHE_2,2030,255,-3.563175059282696e-08
CHE_1,CHE_2,2030,263,1.4947064415836812e-05
CHE_1,CHE_2,2030,328,0.005957351740911829
CHE_1,CHE_2,2030,345,0.00025854796075510327
CHE_1,CHE_2,2030,431,4.5125662094344966e-05
CHE_1,DEU_6,2030,0,0.5253431158011674
CHE_1,DEU_6,2030,21,4.468862326879329e-06
CHE_1,DEU_6,2030,32,0.21788607798286908
CHE_1,DEU_6,2030,77,0.5478659040224725
CHE_1,DEU_6,2030,100,4.860289400325794e-05
CHE_1,DEU_6,2030,206,0.3691280865707666
CHE_1,DEU_6,2030,255,0.04834700205080745
CHE_1,DEU_6,2030,263,1.5568874221751823
CHE_1,DEU_6,2030,328,0.03567681043948276
CHE_1,DEU_6,2030,345,-4.3148988745772874e-07
CHE_1,DEU_6,2030,431,-1.0000126787696226e-07
CHE_1,FRA_12,2030,0,2.2663256858146106
CHE_1,FRA_12,2030,21,8.051478439291317
CHE_1,FRA_12,2030,32,0.29271701698952923
CHE_1,FRA_12,2030,77,1.7134864850398384
CHE_1,FRA_12,2030,100,4.653474826876197
CHE_1,FRA_12,2030,206,3.3138166272349796
CHE_1,FRA_12,2030,255,0.21588879886086632
CHE_1,FRA_12,2030,263,0.4627200893684466
CHE_1,FRA_12,2030,328,4.378137687433608
CHE_1,FRA_12,2030,345,0.000257804943755395
CHE_1,FRA_12,2030,431,0.9533265885918577
CHE_1,FRA_7,2030,0,0.259868919657409
CHE_1,FRA_7,2030,21,1.4348364972719314e-06
CHE_1,FRA_7,2030,32,3.109408563580654e-05
CHE_1,FRA_7,2030,77,2.055519131848745e-07
CHE_1,FRA_7,2030,100,9.761500001477913e-05
CHE_1,FRA_7,2030,206,4.0858348536372443e-07
CHE_1,FRA_7,2030,255,3.6168435820443385e-08
CHE_1,FRA_7,2030,263,0.6982021333377401
CHE_1,FRA_7,2030,328,14.615599881172832
CHE_1,FRA_7,2030,345,-2.1042694420124992e-05
CHE_1,FRA_7,2030,431,-3.558617973228376e-06
CHE_2,AUT_1,2030,0,-3.514638753772582e-07
CHE_2,AUT_1,2030,21,-9.54503243976453e-09
CHE_2,AUT_1,2030,32,0.0015042828820998253
CHE_2,AUT_1,2030,77,7.704041030200238e-07
CHE_2,AUT_1,2030,100,1.4921232026498023e-05
CHE_2,AUT_1,2030,206,2.4057243270297045e-07
CHE_2,AUT_1,2030,255,-1.3535661093748438e-08
CHE_2,AUT_1,2030,263,5.0907908301914795e-08
CHE_2,AUT_1,2030,328,3.344595982878506e-06
CHE_2,AUT_1,2030,345,-3.7386100527552514e-05
CHE_2,AUT_1,2030,431,-2.6893164263083284e-06
CHE_2,CHE_1,2030,0,3.0872070666846485e-05
CHE_2,CHE_1,2030,21,8.370712899013413e-06
CHE_2,CHE_1,2030,32,0.010597500414758617
CHE_2,CHE_1,2030,77,2.227045351526989e-05
CHE_2,CHE_1,2030,100,0.009194370664671566
CHE_2,CHE_1,2030,206,2.31481252041613e-07
CHE_2,CHE_1,2030,255,-1.0912128660747401e-08
CHE_2,CHE_1,2030,263,2.2912411608404397e-05
CHE_2,CHE_1,2030,328,0.004993895911632504
CHE_2,CHE_1,2030,345,0.00016749529253004932
CHE_2,CHE_1,2030,431,3.88540111454752e-06
CHE_2,FRA_7,2030,0,2.8485885397211916e-05
CHE_2,FRA_7,2030,21,9.856985255267644e-06
CHE_2,FRA_7,2030,32,0.29114205635729373
CHE_2,FRA_7,2030,77,6.272030502019679e-07
CHE_2,FRA_7,2030,100,0.04660749496718997
CHE_2,FRA_7,2030,206,1.5072416226561325e-07
CHE_2,FRA_7,2030,255,0.08276812963266704
CHE_2,FRA_7,2030,263,0.02910540493416719
CHE_2,FRA_7,2030,328,0.17475903873825646
CHE_2,FRA_7,2030,345,-5.918150523207229e-05
CHE_2,FRA_7,2030,431,-9.356338684874757e-07
CHE_2,ITA_1,2030,0,0.00019367212920747066
CHE_2,ITA_1,2030,21,2.4492655682667994
CHE_2,ITA_1,2030,32,0.024479695992552897
CHE_2,ITA_1,2030,77,0.24836649493297197
CHE_2,ITA_1,2030,100,0.003750498086196556
CHE_2,ITA_1,2030,206,5.251193424991869e-07
CHE_2,ITA_1,2030,255,-4.2775228039417966e-08
CHE_2,ITA_1,2030,263,4.956056154765109e-06
CHE_2,ITA_1,2030,328,0.352982822922724
CHE_2,ITA_1,2030,345,-1.93301657032395e-05
CHE_2,ITA_1,2030,431,1.7709146591271985e-06
CYP_1,GRC_2,2030,0,6.620544551333128e-07
CYP_1,GRC_2,2030,21,5.155095583496323e-07
CYP_1,GRC_2,2030,32,0.0011008744851042846
CYP_1,GRC_2,2030,77,9.047805745126544e-07
CYP_1,GRC_2,2030,100,4.59958123525752e-05
CYP_1,GRC_2,2030,206,2.3220757851457687e-08
CYP_1,GRC_2,2030,255,-3.939409248660349e-08
CYP_1,GRC_2,2030,263,0.7396000563141688
CYP_1,GRC_2,2030,328,-7.307525581714418e-06
CYP_1,GRC_2,2030,345,-2.0188085543945978e-05
CYP_1,GRC_2,2030,431,4.881126445998314e-06
CZE_1,CZE_2,2030,0,10.632711836499881
CZE_1,CZE_2,2030,21,6.040423578429105
CZE_1,CZE_2,2030,32,6.201873796073671
CZE_1,CZE_2,2030,77,1.0258526919032416e-06
CZE_1,CZE_2,2030,100,2.2361854715953933
CZE_1,CZE_2,2030,206,0.952520817055965
CZE_1,CZE_2,2030,255,0.36324892446126267
CZE_1,CZE_2,2030,263,5.744692309981834e-07
CZE_1,CZE_2,2030,328,11.143557786623713
CZE_1,CZE_2,2030,345,-2.0837006450468737e-05
CZE_1,CZE_2,2030,431,0.5270539782046403
CZE_1,DEU_4,2030,0,0.6394390159303145
CZE_1,DEU_4,2030,21,2.78777602096768
CZE_1,DEU_4,2030,32,0.17538129791309887
CZE_1,DEU_4,2030,77,0.29904092599754306
CZE_1,DEU_4,2030,100,0.2291330203245652
CZE_1,DEU_4,2030,206,3.3471820541811974
CZE_1,DEU_4,2030,255,0.38203694090629614
CZE_1,DEU_4,2030,263,2.3239634935829198e-07
CZE_1,DEU_4,2030,328,1.675951527855915
CZE_1,DEU_4,2030,345,-6.332768740676062e-06
CZE_1,DEU_4,2030,431,0.7273010109656507
CZE_1,DEU_7,2030,0,1.6380721757822903
CZE_1,DEU_7,2030,21,1.1535200987302971
CZE_1,DEU_7,2030,32,1.3889339245480614
CZE_1,DEU_7,2030,77,1.284805967886823
CZE_1,DEU_7,2030,100,0.5686656726860645
CZE_1,DEU_7,2030,206,4.0758304447943985
CZE_1,DEU_7,2030,255,2.1756316971270357
CZE_1,DEU_7,2030,263,0.30570125788698027
CZE_1,DEU_7,2030,328,6.556393244304809
CZE_1,DEU_7,2030,345,0.00012488765340629891
CZE_1,DEU_7,2030,431,0.012250199419242694
CZE_2,AUT_3,2030,0,6.9008118338678095
CZE_2,AUT_3,2030,21,1.1729422510608347e-05
CZE_2,AUT_3,2030,32,0.7207068632375918
CZE_2,AUT_3,2030,77,0.09341088759541148
CZE_2,AUT_3,2030,100,0.553072219105078
CZE_2,AUT_3,2030,206,1.592908074367388
CZE_2,AUT_3,2030,255,0.7551859377756667
CZE_2,AUT_3,2030,263,1.7255016878832331e-06
CZE_2,AUT_3,2030,328,1.337615964872532
CZE_2,AUT_3,2030,345,1.9358441159936906e-06
CZE_2,AUT_3,2030,431,0.15294654769442315
CZE_2,CZE_1,2030,0,6.593688223988519
CZE_2,CZE_1,2030,21,4.361830671020735
CZE_2,CZE_1,2030,32,6.584437477711601
CZE_2,CZE_1,2030,77,1.905464225370238e-06
CZE_2,CZE_1,2030,100,3.301724799763823
