year,region,technology,carriers,spore,capacity_twh
2030,Italy,Methane storage,methane,206,78.53476414942241
2030,Italy,Methane storage,methane,255,51.8899123269896
2030,Italy,Methane storage,methane,263,58.86741368267146
2030,Italy,Methane storage,methane,328,60.90109141718853
2030,Italy,Methane storage,methane,345,83.04178110913946
2030,Italy,Methane storage,methane,431,47.20515190784822
2030,Latvia,Battery storage,electricity,0,8.492410541803687e-06
2030,Latvia,Battery storage,electricity,21,7.993944069164696e-07
2030,Latvia,Battery storage,electricity,32,7.78045385537383e-05
2030,Latvia,Battery storage,electricity,77,8.22816595162962e-07
2030,Latvia,Battery storage,electricity,100,8.713359578781807e-05
2030,Latvia,Battery storage,electricity,206,2.68542907241016e-07
2030,Latvia,Battery storage,electricity,255,0.0
2030,Latvia,Battery storage,electricity,263,3.1084130871855984e-07
2030,Latvia,Battery storage,electricity,328,1.325367769928097e-06
2030,Latvia,Battery storage,electricity,345,5.573837225906642e-05
2030,Latvia,Battery storage,electricity,431,1.2836212594660253e-06
2030,Latvia,Heat storage,heat,0,0.006714856953484355
2030,Latvia,Heat storage,heat,21,0.004668266984234437
2030,Latvia,Heat storage,heat,32,0.050618301030603094
2030,Latvia,Heat storage,heat,77,0.01504026220081846
2030,Latvia,Heat storage,heat,100,0.05019236217250119
2030,Latvia,Heat storage,heat,206,0.005930805494390502
2030,Latvia,Heat storage,heat,255,0.0
2030,Latvia,Heat storage,heat,263,0.01841754696527399
2030,Latvia,Heat storage,heat,328,0.0019456617925505488
2030,Latvia,Heat storage,heat,345,0.006968714274270494
2030,Latvia,Heat storage,heat,431,0.2620507864618491
2030,Latvia,Hydro storage,electricity,0,0.012125553909480497
2030,Latvia,Hydro storage,electricity,21,0.0033010221792992606
2030,Latvia,Hydro storage,electricity,32,0.0003206868340825676
2030,Latvia,Hydro storage,electricity,77,0.01789784306535647
2030,Latvia,Hydro storage,electricity,100,0.005753127624441967
2030,Latvia,Hydro storage,electricity,206,0.01392264508233441
2030,Latvia,Hydro storage,electricity,255,0.002434286098842118
2030,Latvia,Hydro storage,electricity,263,0.017040984914725492
2030,Latvia,Hydro storage,electricity,328,0.014317317749947557
2030,Latvia,Hydro storage,electricity,345,0.0008403667200906852
2030,Latvia,Hydro storage,electricity,431,0.0005096589281440924
2030,Latvia,Hydrogen storage,hydrogen,0,1.2492352239567305e-05
2030,Latvia,Hydrogen storage,hydrogen,21,3.169118830334528e-06
2030,Latvia,Hydrogen storage,hydrogen,32,0.0001189185135318466
2030,Latvia,Hydrogen storage,hydrogen,77,1.8361331338001148e-06
2030,Latvia,Hydrogen storage,hydrogen,100,0.001142114073565534
2030,Latvia,Hydrogen storage,hydrogen,206,3.130285885506238e-08
2030,Latvia,Hydrogen storage,hydrogen,255,0.0
2030,Latvia,Hydrogen storage,hydrogen,263,2.198980927789896e-06
2030,Latvia,Hydrogen storage,hydrogen,328,1.8698071530997217e-05
2030,Latvia,Hydrogen storage,hydrogen,345,0.0010000468334079337
2030,Latvia,Hydrogen storage,hydrogen,431,1.061700600314763e-06
2030,Latvia,Methane storage,methane,0,6.184045942796252
2030,Latvia,Methane storage,methane,21,7.007974068320713
2030,Latvia,Methane storage,methane,32,5.345784228756604
2030,Latvia,Methane storage,methane,77,8.543676007732357
2030,Latvia,Methane storage,methane,100,1.5582615452511346
2030,Latvia,Methane storage,methane,206,1.106424034211347
2030,Latvia,Methane storage,methane,255,2.181089927344991
2030,Latvia,Methane storage,methane,263,9.325730357182422
2030,Latvia,Methane storage,methane,328,8.836413046236578
2030,Latvia,Methane storage,methane,345,4.932006664037746
2030,Latvia,Methane storage,methane,431,7.677203033265167
2030,Lithuania,Battery storage,electricity,0,2.536226617113758e-06
2030,Lithuania,Battery storage,electricity,21,1.2452470903646332e-06
2030,Lithuania,Battery storage,electricity,32,0.0002427450142527302
2030,Lithuania,Battery storage,electricity,77,2.1930751270300497e-06
2030,Lithuania,Battery storage,electricity,100,1.7517469647333927e-05
2030,Lithuania,Battery storage,electricity,206,5.271078296520266e-07
2030,Lithuania,Battery storage,electricity,255,0.0
2030,Lithuania,Battery storage,electricity,263,6.105821367709855e-07
2030,Lithuania,Battery storage,electricity,328,1.4405340649939643e-05
2030,Lithuania,Battery storage,electricity,345,0.00021731509612155043
2030,Lithuania,Battery storage,electricity,431,2.3361999212880126e-06
2030,Lithuania,Heat storage,heat,0,0.0036504770626800648
2030,Lithuania,Heat storage,heat,21,0.002190669581496241
2030,Lithuania,Heat storage,heat,32,0.11337419622722933
2030,Lithuania,Heat storage,heat,77,0.010534007300423563
2030,Lithuania,Heat storage,heat,100,0.043307504254075826
2030,Lithuania,Heat storage,heat,206,0.006058591462298702
2030,Lithuania,Heat storage,heat,255,0.0
2030,Lithuania,Heat storage,heat,263,0.07263366633380124
2030,Lithuania,Heat storage,heat,328,0.006903696379145778
2030,Lithuania,Heat storage,heat,345,0.01869162957462087
2030,Lithuania,Heat storage,heat,431,0.321248180797993
2030,Lithuania,Hydro storage,electricity,0,0.0069976344799223735
2030,Lithuania,Hydro storage,electricity,21,0.00783653854439887
2030,Lithuania,Hydro storage,electricity,32,0.026324187596711367
2030,Lithuania,Hydro storage,electricity,77,0.00795137859596965
2030,Lithuania,Hydro storage,electricity,100,0.03644406696258972
2030,Lithuania,Hydro storage,electricity,206,0.02425035956300694
2030,Lithuania,Hydro storage,electricity,255,0.03464022253034577
2030,Lithuania,Hydro storage,electricity,263,0.036181875400026604
2030,Lithuania,Hydro storage,electricity,328,0.032357406527871016
2030,Lithuania,Hydro storage,electricity,345,0.03471584994138262
2030,Lithuania,Hydro storage,electricity,431,0.03068081700094646
2030,Lithuania,Hydrogen storage,hydrogen,0,2.7340810257751636e-05
2030,Lithuania,Hydrogen storage,hydrogen,21,2.063720025568998e-09
2030,Lithuania,Hydrogen storage,hydrogen,32,0.0020364469247528346
2030,Lithuania,Hydrogen storage,hydrogen,77,8.325051157639511e-06
2030,Lithuania,Hydrogen storage,hydrogen,100,0.00041472414392952265
2030,Lithuania,Hydrogen storage,hydrogen,206,4.78401280099521e-06
2030,Lithuania,Hydrogen storage,hydrogen,255,0.0
2030,Lithuania,Hydrogen storage,hydrogen,263,1.3298761718319994e-06
2030,Lithuania,Hydrogen storage,hydrogen,328,2.7400525750129947e-05
2030,Lithuania,Hydrogen storage,hydrogen,345,0.0012169131352511616
2030,Lithuania,Hydrogen storage,hydrogen,431,1.910569407166665e-05
2030,Luxembourg,Battery storage,electricity,0,5.2606503328217246e-06
2030,Luxembourg,Battery storage,electricity,21,1.6229410673642315e-07
2030,Luxembourg,Battery storage,electricity,32,0.00030434614398807937
2030,Luxembourg,Battery storage,electricity,77,2.9660134723593756e-06
2030,Luxembourg,Battery storage,electricity,100,0.00020379262468334897
2030,Luxembourg,Battery storage,electricity,206,7.59033871001801e-08
2030,Luxembourg,Battery storage,electricity,255,0.0
2030,Luxembourg,Battery storage,electricity,263,6.62159444151831e-06
2030,Luxembourg,Battery storage,electricity,328,0.00012929204406321348
2030,Luxembourg,Battery storage,electricity,345,0.00016245814982957695
2030,Luxembourg,Battery storage,electricity,431,1.3081001641658984e-06
2030,Luxembourg,Heat storage,heat,0,0.003869559000306957
2030,Luxembourg,Heat storage,heat,21,0.0014087555152570215
2030,Luxembourg,Heat storage,heat,32,0.0324281774332882
2030,Luxembourg,Heat storage,heat,77,0.0021203836522261242
2030,Luxembourg,Heat storage,heat,100,0.08714344503420297
2030,Luxembourg,Heat storage,heat,206,0.002014087435742155
2030,Luxembourg,Heat storage,heat,255,0.0
2030,Luxembourg,Heat storage,heat,263,0.0041569238598907704
2030,Luxembourg,Heat storage,heat,328,0.002422712975938344
2030,Luxembourg,Heat storage,heat,345,0.07729707686544585
2030,Luxembourg,Heat storage,heat,431,0.002828068703539366
2030,Luxembourg,Hydro storage,electricity,0,0.0008927950867738851
2030,Luxembourg,Hydro storage,electricity,21,0.0012382390527884623
2030,Luxembourg,Hydro storage,electricity,32,0.0008469724206380112
2030,Luxembourg,Hydro storage,electricity,77,0.00033773609603162454
2030,Luxembourg,Hydro storage,electricity,100,0.0012946890946713575
2030,Luxembourg,Hydro storage,electricity,206,0.000668603295925865
2030,Luxembourg,Hydro storage,electricity,255,0.0017483858119437137
2030,Luxembourg,Hydro storage,electricity,263,0.0017638085661202609
2030,Luxembourg,Hydro storage,electricity,328,0.0011098855211632628
2030,Luxembourg,Hydro storage,electricity,345,0.00034938698951542585
2030,Luxembourg,Hydro storage,electricity,431,0.001264340978308963
2030,Luxembourg,Hydrogen storage,hydrogen,0,9.487248627988419e-06
2030,Luxembourg,Hydrogen storage,hydrogen,21,5.037109083911581e-08
2030,Luxembourg,Hydrogen storage,hydrogen,32,0.00043587019738163213
2030,Luxembourg,Hydrogen storage,hydrogen,77,6.3328458051653745e-06
2030,Luxembourg,Hydrogen storage,hydrogen,100,0.0005495744771525489
2030,Luxembourg,Hydrogen storage,hydrogen,206,1.747043024719182e-06
2030,Luxembourg,Hydrogen storage,hydrogen,255,0.0
2030,Luxembourg,Hydrogen storage,hydrogen,263,1.1679245650764974e-06
2030,Luxembourg,Hydrogen storage,hydrogen,328,7.519321295675886e-06
2030,Luxembourg,Hydrogen storage,hydrogen,345,0.0034007095500644545
2030,Luxembourg,Hydrogen storage,hydrogen,431,6.184871641748519e-06
2030,Montenegro,Battery storage,electricity,0,5.130233965384251e-06
2030,Montenegro,Battery storage,electricity,21,2.079597669144311e-06
2030,Montenegro,Battery storage,electricity,32,0.0002147539665836786
2030,Montenegro,Battery storage,electricity,77,1.252098929839462e-06
2030,Montenegro,Battery storage,electricity,100,0.00022547123385529487
2030,Montenegro,Battery storage,electricity,206,5.89293517815317e-07
2030,Montenegro,Battery storage,electricity,255,0.0
2030,Montenegro,Battery storage,electricity,263,1.718844278651209e-06
2030,Montenegro,Battery storage,electricity,328,4.8792196375937074e-05
2030,Montenegro,Battery storage,electricity,345,0.00027147671778838097
2030,Montenegro,Battery storage,electricity,431,4.2155378045974835e-06
2030,Montenegro,Heat storage,heat,0,0.0009507686416697881
2030,Montenegro,Heat storage,heat,21,0.0002684448075456262
2030,Montenegro,Heat storage,heat,32,0.08000316777831791
2030,Montenegro,Heat storage,heat,77,3.705731283132006e-05
2030,Montenegro,Heat storage,heat,100,0.02773454134155961
2030,Montenegro,Heat storage,heat,206,0.0006751700604294607
2030,Montenegro,Heat storage,heat,255,0.0
2030,Montenegro,Heat storage,heat,263,0.0010703231964853098
2030,Montenegro,Heat storage,heat,328,0.00030174609476891893
2030,Montenegro,Heat storage,heat,345,0.07511129389884486
2030,Montenegro,Heat storage,heat,431,0.0013735927761434825
2030,Montenegro,Hydro storage,electricity,0,0.09403525983801499
2030,Montenegro,Hydro storage,electricity,21,0.05018545028327548
2030,Montenegro,Hydro storage,electricity,32,0.0738094326696778
2030,Montenegro,Hydro storage,electricity,77,0.08783062143610043
2030,Montenegro,Hydro storage,electricity,100,0.09758250665380845
2030,Montenegro,Hydro storage,electricity,206,0.11559685368178609
2030,Montenegro,Hydro storage,electricity,255,0.017281383931020054
2030,Montenegro,Hydro storage,electricity,263,0.10246724452419995
2030,Montenegro,Hydro storage,electricity,328,0.003955557760230345
2030,Montenegro,Hydro storage,electricity,345,0.010089618408843863
2030,Montenegro,Hydro storage,electricity,431,0.0002478567903263126
2030,Montenegro,Hydrogen storage,hydrogen,0,1.8809335845318195e-06
2030,Montenegro,Hydrogen storage,hydrogen,21,3.566155162877761e-06
2030,Montenegro,Hydrogen storage,hydrogen,32,0.0017573952185874358
2030,Montenegro,Hydrogen storage,hydrogen,77,5.309266739726599e-06
2030,Montenegro,Hydrogen storage,hydrogen,100,0.0007792494194290324
2030,Montenegro,Hydrogen storage,hydrogen,206,5.076706243305362e-07
2030,Montenegro,Hydrogen storage,hydrogen,255,0.0
2030,Montenegro,Hydrogen storage,hydrogen,263,1.0121372154524095e-05
2030,Montenegro,Hydrogen storage,hydrogen,328,1.651041648903555e-05
2030,Montenegro,Hydrogen storage,hydrogen,345,0.0005066079347105317
2030,Montenegro,Hydrogen storage,hydrogen,431,1.0181510555145581e-05
2030,Netherlands,Battery storage,electricity,0,5.015139128915086e-06
2030,Netherlands,Battery storage,electricity,21,2.1776222988664926e-06
2030,Netherlands,Battery storage,electricity,32,0.0005464724819132894
2030,Netherlands,Battery storage,electricity,77,2.691495310951463e-06
2030,Netherlands,Battery storage,electricity,100,4.824843546259045e-06
2030,Netherlands,Battery storage,electricity,206,3.572471889796387e-07
2030,Netherlands,Battery storage,electricity,255,0.0
2030,Netherlands,Battery storage,electricity,263,1.9649232706600674e-07
2030,Netherlands,Battery storage,electricity,328,5.2513338295161697e-05
2030,Netherlands,Battery storage,electricity,345,0.0030735180977293215
2030,Netherlands,Battery storage,electricity,431,1.555115758414766e-06
2030,Netherlands,Heat storage,heat,0,0.02790581956385224
2030,Netherlands,Heat storage,heat,21,0.027874466033181413
2030,Netherlands,Heat storage,heat,32,0.101137730559277
2030,Netherlands,Heat storage,heat,77,0.028552416072800662
2030,Netherlands,Heat storage,heat,100,0.09657276885053895
2030,Netherlands,Heat storage,heat,206,0.060797076170716
2030,Netherlands,Heat storage,heat,255,0.0
2030,Netherlands,Heat storage,heat,263,0.08812926632589685
2030,Netherlands,Heat storage,heat,328,0.03333356424040671
2030,Netherlands,Heat storage,heat,345,0.08974396944484642
2030,Netherlands,Heat storage,heat,431,0.0663013282494589
2030,Netherlands,Hydrogen storage,hydrogen,0,9.40827809102277e-06
2030,Netherlands,Hydrogen storage,hydrogen,21,3.4909894257470777e-06
2030,Netherlands,Hydrogen storage,hydrogen,32,0.0010971413760206754
2030,Netherlands,Hydrogen storage,hydrogen,77,4.619655708130261e-06
2030,Netherlands,Hydrogen storage,hydrogen,100,0.00038077374926917795
2030,Netherlands,Hydrogen storage,hydrogen,206,2.9902606043421445e-07
2030,Netherlands,Hydrogen storage,hydrogen,255,0.0
2030,Netherlands,Hydrogen storage,hydrogen,263,1.1902739705174214e-06
2030,Netherlands,Hydrogen storage,hydrogen,328,7.008494217119797e-06
2030,Netherlands,Hydrogen storage,hydrogen,345,0.00031035139452644997
2030,Netherlands,Hydrogen storage,hydrogen,431,8.053028282841477e-07
2030,Netherlands,Methane storage,methane,0,29.566263406337775
2030,Netherlands,Methane storage,methane,21,47.15952130335972
2030,Netherlands,Methane storage,methane,32,10.636723223668067
2030,Netherlands,Methane storage,methane,77,39.5559171176851
2030,Netherlands,Methane storage,methane,100,27.173748701724353
2030,Netherlands,Methane storage,methane,206,10.390731985892163
2030,Netherlands,Methane storage,methane,255,10.418819544381224
2030,Netherlands,Methane storage,methane,263,12.363124866234124
2030,Netherlands,Methane storage,methane,328,49.78312947680988
2030,Netherlands,Methane storage,methane,345,9.31005542335535
2030,Netherlands,Methane storage,methane,431,29.52370975844765
2030,North Macedonia,Battery storage,electricity,0,3.948245188791803e-06
2030,North Macedonia,Battery storage,electricity,21,2.4704040595350945e-06
2030,North Macedonia,Battery storage,electricity,32,0.00011986162501335402
2030,North Macedonia,Battery storage,electricity,77,4.0748623443435815e-06
2030,North Macedonia,Battery storage,electricity,100,7.560271859960273e-05
2030,North Macedonia,Battery storage,electricity,206,2.62054486952986e-07
2030,North Macedonia,Battery storage,electricity,255,0.0
2030,North Macedonia,Battery storage,electricity,263,1.8975473235952466e-06
2030,North Macedonia,Battery storage,electricity,328,0.00014098821864339507
2030,North Macedonia,Battery storage,electricity,345,0.00029770650269213874
2030,North Macedonia,Battery storage,electricity,431,5.241937282621901e-06
2030,North Macedonia,Heat storage,heat,0,0.0010010365582617119
2030,North Macedonia,Heat storage,heat,21,0.001627407057378213
2030,North Macedonia,Heat storage,heat,32,0.08227651335735534
2030,North Macedonia,Heat storage,heat,77,0.0016695061349094893
2030,North Macedonia,Heat storage,heat,100,0.07830125733589623
2030,North Macedonia,Heat storage,heat,206,0.002050571188835046
2030,North Macedonia,Heat storage,heat,255,0.0
2030,North Macedonia,Heat storage,heat,263,0.0010786781687912906
2030,North Macedonia,Heat storage,heat,328,0.0018171768864622885
2030,North Macedonia,Heat storage,heat,345,0.03543873867104754
2030,North Macedonia,Heat storage,heat,431,0.0035881430936505827
2030,North Macedonia,Hydro storage,electricity,0,0.15654777047732538
2030,North Macedonia,Hydro storage,electricity,21,0.024616987977210247
2030,North Macedonia,Hydro storage,electricity,32,0.011819561047952594
2030,North Macedonia,Hydro storage,electricity,77,0.05595468108072852
2030,North Macedonia,Hydro storage,electricity,100,0.04913366465587772
2030,North Macedonia,Hydro storage,electricity,206,0.03118792135107316
2030,North Macedonia,Hydro storage,electricity,255,0.1419547432826742
2030,North Macedonia,Hydro storage,electricity,263,0.025476258074478897
2030,North Macedonia,Hydro storage,electricity,328,0.15877205756397708
2030,North Macedonia,Hydro storage,electricity,345,0.005380155453642612
2030,North Macedonia,Hydro storage,electricity,431,0.11644681100328441
2030,North Macedonia,Hydrogen storage,hydrogen,0,6.6252233220886685e-06
2030,North Macedonia,Hydrogen storage,hydrogen,21,1.909554544544284e-06
2030,North Macedonia,Hydrogen storage,hydrogen,32,0.0017651613308064685
2030,North Macedonia,Hydrogen storage,hydrogen,77,5.9216284496276365e-06
2030,North Macedonia,Hydrogen storage,hydrogen,100,0.0005782823514225673
2030,North Macedonia,Hydrogen storage,hydrogen,206,1.5714106658801167e-06
2030,North Macedonia,Hydrogen storage,hydrogen,255,0.0
2030,North Macedonia,Hydrogen storage,hydrogen,263,1.2859799556411256e-05
2030,North Macedonia,Hydrogen storage,hydrogen,328,1.9960101069471536e-06
2030,North Macedonia,Hydrogen storage,hydrogen,345,0.0002753339160038757
2030,North Macedonia,Hydrogen storage,hydrogen,431,0.0014114022771167464
2030,Norway,Battery storage,electricity,0,2.296305818219362e-05
2030,Norway,Battery storage,electricity,21,4.738337181134434e-06
2030,Norway,Battery storage,electricity,32,0.0009022694327294449
2030,Norway,Battery storage,electricity,77,3.30597091270979e-06
2030,Norway,Battery storage,electricity,100,0.0012020425857885602
2030,Norway,Battery storage,electricity,206,0.0
2030,Norway,Battery storage,electricity,255,0.0
2030,Norway,Battery storage,electricity,263,4.535980556443356e-06
2030,Norway,Battery storage,electricity,328,5.799960517726422e-05
2030,Norway,Battery storage,electricity,345,0.0005953504976626742
2030,Norway,Battery storage,electricity,431,1.1296770309159146e-05
2030,Norway,Heat storage,heat,0,0.0140955358598336
2030,Norway,Heat storage,heat,21,0.00839030420896609
2030,Norway,Heat storage,heat,32,0.4664774775740307
2030,Norway,Heat storage,heat,77,0.008011631259059241
2030,Norway,Heat storage,heat,100,0.2596485344794802
2030,Norway,Heat storage,heat,206,0.007144032655127794
2030,Norway,Heat storage,heat,255,0.0
2030,Norway,Heat storage,heat,263,0.028864681152136414
2030,Norway,Heat storage,heat,328,0.009541328864620073
2030,Norway,Heat storage,heat,345,0.32357968718838914
2030,Norway,Heat storage,heat,431,0.5167795969622796
2030,Norway,Hydro storage,electricity,0,12.504819761791587
2030,Norway,Hydro storage,electricity,21,8.719366204450543
2030,Norway,Hydro storage,electricity,32,11.253316382988793
2030,Norway,Hydro storage,electricity,77,14.02798335206999
2030,Norway,Hydro storage,electricity,100,7.562429101846491
2030,Norway,Hydro storage,electricity,206,9.805409314866484
2030,Norway,Hydro storage,electricity,255,10.091441582100186
2030,Norway,Hydro storage,electricity,263,7.125155198138124
2030,Norway,Hydro storage,electricity,328,5.772798093022094
2030,Norway,Hydro storage,electricity,345,8.05080831206746
2030,Norway,Hydro storage,electricity,431,9.195851908666334
2030,Norway,Hydrogen storage,hydrogen,0,6.440777467331226e-05
2030,Norway,Hydrogen storage,hydrogen,21,1.5742652408099135e-05
2030,Norway,Hydrogen storage,hydrogen,32,0.005299139110685608
2030,Norway,Hydrogen storage,hydrogen,77,1.92376709557767e-05
2030,Norway,Hydrogen storage,hydrogen,100,0.0041998494587879185
2030,Norway,Hydrogen storage,hydrogen,206,1.997340959703363e-06
2030,Norway,Hydrogen storage,hydrogen,255,0.0
2030,Norway,Hydrogen storage,hydrogen,263,9.36905601632847e-06
2030,Norway,Hydrogen storage,hydrogen,328,0.0001002244917999717
2030,Norway,Hydrogen storage,hydrogen,345,0.00384831619389742
2030,Norway,Hydrogen storage,hydrogen,431,4.6169825250505415e-05
2030,Poland,Battery storage,electricity,0,1.4886576904327623e-05
2030,Poland,Battery storage,electricity,21,5.77956471781819e-06
2030,Poland,Battery storage,electricity,32,0.0012203442189419622
2030,Poland,Battery storage,electricity,77,1.6612101082562357e-05
2030,Poland,Battery storage,electricity,100,0.0009515921435673859
2030,Poland,Battery storage,electricity,206,1.9759882140087728e-06
2030,Poland,Battery storage,electricity,255,0.0
2030,Poland,Battery storage,electricity,263,2.002812594081752e-05
2030,Poland,Battery storage,electricity,328,0.00013735203957601947
2030,Poland,Battery storage,electricity,345,0.006578496906842401
2030,Poland,Battery storage,electricity,431,1.2953827053145766e-05
2030,Poland,Heat storage,heat,0,0.050964987624671436
2030,Poland,Heat storage,heat,21,0.06519996276776213
2030,Poland,Heat storage,heat,32,0.45477025244258584
2030,Poland,Heat storage,heat,77,0.07135034966576942
2030,Poland,Heat storage,heat,100,0.2806367368498248
2030,Poland,Heat storage,heat,206,0.08402178270327809
2030,Poland,Heat storage,heat,255,0.0
2030,Poland,Heat storage,heat,263,1.3046355995259573
2030,Poland,Heat storage,heat,328,0.046955011523809126
2030,Poland,Heat storage,heat,345,0.31225601042136886
2030,Poland,Heat storage,heat,431,3.343107065763989
2030,Poland,Hydro storage,electricity,0,0.005220846281015176
2030,Poland,Hydro storage,electricity,21,0.002237897213115081
2030,Poland,Hydro storage,electricity,32,0.003488984843670156
2030,Poland,Hydro storage,electricity,77,0.005936188154672839
2030,Poland,Hydro storage,electricity,100,0.00530747246768843
2030,Poland,Hydro storage,electricity,206,0.0015406385438492454
2030,Poland,Hydro storage,electricity,255,0.0019768464330284868
2030,Poland,Hydro storage,electricity,263,0.0016947083813707835
2030,Poland,Hydro storage,electricity,328,0.005150341166500285
2030,Poland,Hydro storage,electricity,345,0.006315950999026685
2030,Poland,Hydro storage,electricity,431,0.005892816260308156
2030,Poland,Hydrogen storage,hydrogen,0,2.8338956557367202e-05
2030,Poland,Hydrogen storage,hydrogen,21,1.0831878051644128e-05
2030,Poland,Hydrogen storage,hydrogen,32,0.003794914772127253
2030,Poland,Hydrogen storage,hydrogen,77,8.302798778717396e-06
2030,Poland,Hydrogen storage,hydrogen,100,0.0038745327313894095
2030,Poland,Hydrogen storage,hydrogen,206,1.630120348579516e-06
2030,Poland,Hydrogen storage,hydrogen,255,0.0
2030,Poland,Hydrogen storage,hydrogen,263,1.2491129952959819e-05
2030,Poland,Hydrogen storage,hydrogen,328,0.00010271117878032252
2030,Poland,Hydrogen storage,hydrogen,345,0.002380274660924525
2030,Poland,Hydrogen storage,hydrogen,431,3.488344303838589e-05
2030,Poland,Methane storage,methane,0,7.16247526503236
2030,Poland,Methane storage,methane,21,10.842646311834752
2030,Poland,Methane storage,methane,32,10.311818268504737
2030,Poland,Methane storage,methane,77,8.963261300227758
2030,Poland,Methane storage,methane,100,8.866185060117331
2030,Poland,Methane storage,methane,206,13.380171222484616
2030,Poland,Methane storage,methane,255,9.836563406857612
2030,Poland,Methane storage,methane,263,9.70624796057389
2030,Poland,Methane storage,methane,328,10.892629259461355
2030,Poland,Methane storage,methane,345,9.731049759056253
2030,Poland,Methane storage,methane,431,7.889853408464404
2030,Portugal,Battery storage,electricity,0,8.18462683705604e-06
2030,Portugal,Battery storage,electricity,21,6.048988904451234e-07
2030,Portugal,Battery storage,electricity,32,0.00029608485219849483
2030,Portugal,Battery storage,electricity,77,2.5346631292309486e-06
2030,Portugal,Battery storage,electricity,100,0.00040537845938442245
2030,Portugal,Battery storage,electricity,206,0.0
2030,Portugal,Battery storage,electricity,255,0.0
2030,Portugal,Battery storage,electricity,263,1.3432120749367048e-05
2030,Portugal,Battery storage,electricity,328,0.00015769996342742193
2030,Portugal,Battery storage,electricity,345,0.0008096460575518442
2030,Portugal,Battery storage,electricity,431,7.513469950533855e-06
2030,Portugal,Heat storage,heat,0,0.005913147016217
2030,Portugal,Heat storage,heat,21,0.006199559335799554
2030,Portugal,Heat storage,heat,32,0.18565779496201737
2030,Portugal,Heat storage,heat,77,0.0036490576541115772
2030,Portugal,Heat storage,heat,100,0.1074666864977832
2030,Portugal,Heat storage,heat,206,0.004629828298173229
2030,Portugal,Heat storage,heat,255,0.0
2030,Portugal,Heat storage,heat,263,0.005779444216282341
2030,Portugal,Heat storage,heat,328,0.002427169160407147
2030,Portugal,Heat storage,heat,345,0.04501143228603685
2030,Portugal,Heat storage,heat,431,0.021942674472320196
2030,Portugal,Hydro storage,electricity,0,0.6656219392485735
2030,Portugal,Hydro storage,electricity,21,0.6413142552373235
2030,Portugal,Hydro storage,electricity,32,0.08149378191590138
2030,Portugal,Hydro storage,electricity,77,0.356729057584931
2030,Portugal,Hydro storage,electricity,100,0.4870665023422927
2030,Portugal,Hydro storage,electricity,206,0.8197284431262511
2030,Portugal,Hydro storage,electricity,255,0.21843897747363145
2030,Portugal,Hydro storage,electricity,263,0.8570001694727681
2030,Portugal,Hydro storage,electricity,328,0.05408689799832967
2030,Portugal,Hydro storage,electricity,345,0.319691181176467
2030,Portugal,Hydro storage,electricity,431,0.7692844859633343
2030,Portugal,Hydrogen storage,hydrogen,0,7.574337175350962e-06
2030,Portugal,Hydrogen storage,hydrogen,21,9.91752677293172e-07
2030,Portugal,Hydrogen storage,hydrogen,32,0.0017427508735681947
2030,Portugal,Hydrogen storage,hydrogen,77,4.5501153910376365e-06
2030,Portugal,Hydrogen storage,hydrogen,100,0.0022139592551430063
2030,Portugal,Hydrogen storage,hydrogen,206,7.628649340113202e-07
2030,Portugal,Hydrogen storage,hydrogen,255,0.0
2030,Portugal,Hydrogen storage,hydrogen,263,0.006345814848119642
2030,Portugal,Hydrogen storage,hydrogen,328,1.6413645781993893e-05
2030,Portugal,Hydrogen storage,hydrogen,345,0.00153953772514982
2030,Portugal,Hydrogen storage,hydrogen,431,1.9392979973362973e-05
2030,Portugal,Methane storage,methane,0,1.2343238114154769
2030,Portugal,Methane storage,methane,21,0.5576287399510401
2030,Portugal,Methane storage,methane,32,0.4648563642514745
2030,Portugal,Methane storage,methane,77,1.2436106791777923
2030,Portugal,Methane storage,methane,100,1.2674719703881718
2030,Portugal,Methane storage,methane,206,0.5488884637716033
2030,Portugal,Methane storage,methane,255,0.10709268402092453
2030,Portugal,Methane storage,methane,263,0.9289372502483533
2030,Portugal,Methane storage,methane,328,0.8466590261762965
2030,Portugal,Methane storage,methane,345,1.0232065819476701
2030,Portugal,Methane storage,methane,431,0.6164484010093523
2030,Romania,Battery storage,electricity,0,1.6698901728161448e-05
2030,Romania,Battery storage,electricity,21,1.2813766731262663e-06
2030,Romania,Battery storage,electricity,32,0.0013904216719087489
2030,Romania,Battery storage,electricity,77,1.4125377774935653e-05
2030,Romania,Battery storage,electricity,100,0.0006601022251215498
2030,Romania,Battery storage,electricity,206,0.0036610839416575704
2030,Romania,Battery storage,electricity,255,0.0
2030,Romania,Battery storage,electricity,263,3.2646130997456052e-06
2030,Romania,Battery storage,electricity,328,0.0019805473313112064
2030,Romania,Battery storage,electricity,345,0.0008233581536872747
2030,Romania,Battery storage,electricity,431,5.634635123618446e-06
2030,Romania,Heat storage,heat,0,0.017769664668000573
2030,Romania,Heat storage,heat,21,0.0062840576501495
2030,Romania,Heat storage,heat,32,0.24065208270381228
2030,Romania,Heat storage,heat,77,0.060876340702657024
2030,Romania,Heat storage,heat,100,0.13453783820263177
2030,Romania,Heat storage,heat,206,0.03567500666967846
2030,Romania,Heat storage,heat,255,0.0
2030,Romania,Heat storage,heat,263,0.08182973426668735
