importing_region,exporting_region,year,spore,capacity_gw
BEL_1,FRA_12,2030,100,2.1540562577509745
BEL_1,FRA_12,2030,206,0.07515456881632211
BEL_1,FRA_12,2030,255,0.35536283491503246
BEL_1,FRA_12,2030,263,1.0758380813838138
BEL_1,FRA_12,2030,328,5.467935467838024
BEL_1,FRA_12,2030,345,0.003933445957672664
BEL_1,FRA_12,2030,431,2.3022037936515556
BEL_1,FRA_13,2030,0,2.211631259050353
BEL_1,FRA_13,2030,21,1.8247367773157224
BEL_1,FRA_13,2030,32,1.9762265776990104
BEL_1,FRA_13,2030,77,0.8932295344761569
BEL_1,FRA_13,2030,100,2.0215838899575824
BEL_1,FRA_13,2030,206,11.314059985963642
BEL_1,FRA_13,2030,255,2.141857237946644
BEL_1,FRA_13,2030,263,7.847158803373033
BEL_1,FRA_13,2030,328,2.5947881404989053
BEL_1,FRA_13,2030,345,0.004942472713845919
BEL_1,FRA_13,2030,431,6.543562040800572
BEL_1,FRA_14,2030,0,0.7319119773431411
BEL_1,FRA_14,2030,21,1.3354402877365041
BEL_1,FRA_14,2030,32,1.037152751728003
BEL_1,FRA_14,2030,77,5.036496835079918
BEL_1,FRA_14,2030,100,0.20375877601829576
BEL_1,FRA_14,2030,206,2.3526447605600773
BEL_1,FRA_14,2030,255,4.687923784304176
BEL_1,FRA_14,2030,263,0.16925622895193768
BEL_1,FRA_14,2030,328,0.2753733664953214
BEL_1,FRA_14,2030,345,0.12129091301684693
BEL_1,FRA_14,2030,431,0.23107666121219583
BEL_1,GBR_1,2030,0,0.10588040256286245
BEL_1,GBR_1,2030,21,0.8651076626978889
BEL_1,GBR_1,2030,32,1.161426432820666
BEL_1,GBR_1,2030,77,2.5676252718137977
BEL_1,GBR_1,2030,100,0.7299094559361832
BEL_1,GBR_1,2030,206,1.8662301040175453
BEL_1,GBR_1,2030,255,6.48282490806168
BEL_1,GBR_1,2030,263,2.897700317955533
BEL_1,GBR_1,2030,328,6.670293961399152
BEL_1,GBR_1,2030,345,0.31657378961473837
BEL_1,GBR_1,2030,431,0.16777973246632338
BEL_1,LUX_1,2030,0,0.7165045408017128
BEL_1,LUX_1,2030,21,0.08794126682138378
BEL_1,LUX_1,2030,32,0.7831279703399523
BEL_1,LUX_1,2030,77,2.756735579047005
BEL_1,LUX_1,2030,100,1.3123635752644558
BEL_1,LUX_1,2030,206,5.206929635874315
BEL_1,LUX_1,2030,255,4.17532073684709
BEL_1,LUX_1,2030,263,0.2554363116791396
BEL_1,LUX_1,2030,328,7.178668490019831
BEL_1,LUX_1,2030,345,0.12455643423759093
BEL_1,LUX_1,2030,431,0.4045415031649057
BEL_1,NLD_1,2030,0,10.641138305554561
BEL_1,NLD_1,2030,21,13.094069005128029
BEL_1,NLD_1,2030,32,1.8149681164712432
BEL_1,NLD_1,2030,77,8.762632158632012
BEL_1,NLD_1,2030,100,2.6633428809031554
BEL_1,NLD_1,2030,206,10.257809759628419
BEL_1,NLD_1,2030,255,7.488364473269203
BEL_1,NLD_1,2030,263,1.727899002786618
BEL_1,NLD_1,2030,328,11.688094793410754
BEL_1,NLD_1,2030,345,0.4341153311742588
BEL_1,NLD_1,2030,431,8.673604903208
BGR_1,GRC_1,2030,0,3.831645732042317
BGR_1,GRC_1,2030,21,1.7133311710689283
BGR_1,GRC_1,2030,32,2.615710237949383
BGR_1,GRC_1,2030,77,0.17214275732117548
BGR_1,GRC_1,2030,100,0.5163308598244651
BGR_1,GRC_1,2030,206,1.427141241769382
BGR_1,GRC_1,2030,255,2.7833245890900256
BGR_1,GRC_1,2030,263,2.2422104760751806
BGR_1,GRC_1,2030,328,2.4105881900541934
BGR_1,GRC_1,2030,345,0.07623320841335744
BGR_1,GRC_1,2030,431,1.181628504961878
BGR_1,MKD_1,2030,0,0.19631033461857642
BGR_1,MKD_1,2030,21,0.0645847079178401
BGR_1,MKD_1,2030,32,0.713522658690339
BGR_1,MKD_1,2030,77,0.16062968630372765
BGR_1,MKD_1,2030,100,0.26259323868278833
BGR_1,MKD_1,2030,206,0.020323294134089506
BGR_1,MKD_1,2030,255,0.05579611650371572
BGR_1,MKD_1,2030,263,0.030180569531051228
BGR_1,MKD_1,2030,328,2.5127601746385073
BGR_1,MKD_1,2030,345,0.07274640271242173
BGR_1,MKD_1,2030,431,0.03767395763621987
BGR_1,ROU_2,2030,0,3.614243456340026
BGR_1,ROU_2,2030,21,0.06763932507740333
BGR_1,ROU_2,2030,32,0.07278007368371645
BGR_1,ROU_2,2030,77,0.8375958514677031
BGR_1,ROU_2,2030,100,0.6036700305021352
BGR_1,ROU_2,2030,206,0.8474396130989295
BGR_1,ROU_2,2030,255,0.19898853380219966
BGR_1,ROU_2,2030,263,0.46378999038254337
BGR_1,ROU_2,2030,328,1.6823901107046653
BGR_1,ROU_2,2030,345,0.15097535218627725
BGR_1,ROU_2,2030,431,0.07901995040025653
BGR_1,ROU_3,2030,0,0.7176984624564976
BGR_1,ROU_3,2030,21,5.11300503045265
BGR_1,ROU_3,2030,32,2.0949198343860327
BGR_1,ROU_3,2030,77,1.6695184868155835
BGR_1,ROU_3,2030,100,4.744086534763921
BGR_1,ROU_3,2030,206,4.386241550967926
BGR_1,ROU_3,2030,255,1.4127532772407199
BGR_1,ROU_3,2030,263,0.5759223951420864
BGR_1,ROU_3,2030,328,13.906117309713752
BGR_1,ROU_3,2030,345,0.006268819089864329
BGR_1,ROU_3,2030,431,0.4456332203853023
BGR_1,SRB_1,2030,0,3.8196640010979745
BGR_1,SRB_1,2030,21,1.6970940196548663
BGR_1,SRB_1,2030,32,1.3080728070046597
BGR_1,SRB_1,2030,77,0.2995629812935723
BGR_1,SRB_1,2030,100,0.7697523613625978
BGR_1,SRB_1,2030,206,1.2730665623775352
BGR_1,SRB_1,2030,255,1.494202498719518
BGR_1,SRB_1,2030,263,0.38767062281087733
BGR_1,SRB_1,2030,328,5.829227817785258
BGR_1,SRB_1,2030,345,0.010313097919942995
BGR_1,SRB_1,2030,431,0.12248633842865342
BIH_1,HRV_1,2030,0,0.6874674187884957
BIH_1,HRV_1,2030,21,0.6720057319031889
BIH_1,HRV_1,2030,32,0.251896015339395
BIH_1,HRV_1,2030,77,1.356035125094347
BIH_1,HRV_1,2030,100,1.1229018261243064
BIH_1,HRV_1,2030,206,0.5155074618090696
BIH_1,HRV_1,2030,255,0.7491143634484221
BIH_1,HRV_1,2030,263,0.48649885643560054
BIH_1,HRV_1,2030,328,0.6633931042316284
BIH_1,HRV_1,2030,345,0.6459636670989907
BIH_1,HRV_1,2030,431,1.4933947505319496
BIH_1,MNE_1,2030,0,0.33327029678906345
BIH_1,MNE_1,2030,21,0.059631878277071
BIH_1,MNE_1,2030,32,0.34197128346119254
BIH_1,MNE_1,2030,77,0.020106164597179354
BIH_1,MNE_1,2030,100,0.18706430246828676
BIH_1,MNE_1,2030,206,0.5004338538968903
BIH_1,MNE_1,2030,255,0.10760304263325766
BIH_1,MNE_1,2030,263,0.3695016447053669
BIH_1,MNE_1,2030,328,0.11929722485260066
BIH_1,MNE_1,2030,345,0.33853744801356167
BIH_1,MNE_1,2030,431,0.4145214236118646
BIH_1,SRB_1,2030,0,0.9732408972983253
BIH_1,SRB_1,2030,21,1.0409736156389535
BIH_1,SRB_1,2030,32,0.34618745473092616
BIH_1,SRB_1,2030,77,0.2869886007744943
BIH_1,SRB_1,2030,100,0.1636986232728678
BIH_1,SRB_1,2030,206,0.08608624398355723
BIH_1,SRB_1,2030,255,0.4273468523244898
BIH_1,SRB_1,2030,263,0.7351355795896726
BIH_1,SRB_1,2030,328,0.9270814390180706
BIH_1,SRB_1,2030,345,1.148477232482689
BIH_1,SRB_1,2030,431,0.42992146488898075
CHE_1,AUT_1,2030,0,0.15065041524667278
CHE_1,AUT_1,2030,21,0.16611335734140498
CHE_1,AUT_1,2030,32,0.17496580914697515
CHE_1,AUT_1,2030,77,0.23950846105785467
CHE_1,AUT_1,2030,100,0.19850980875543825
CHE_1,AUT_1,2030,206,0.23074108163269139
CHE_1,AUT_1,2030,255,0.2946081587637656
CHE_1,AUT_1,2030,263,0.3588608068950643
CHE_1,AUT_1,2030,328,0.3163685491196789
CHE_1,AUT_1,2030,345,0.06821046569343589
CHE_1,AUT_1,2030,431,0.06577951956364612
CHE_1,CHE_2,2030,0,3.6796874166081706
CHE_1,CHE_2,2030,21,4.665021689959977
CHE_1,CHE_2,2030,32,2.0632575585813444
CHE_1,CHE_2,2030,77,5.6228210297797006
CHE_1,CHE_2,2030,100,5.694121474630745
CHE_1,CHE_2,2030,206,5.1259561668936815
CHE_1,CHE_2,2030,255,1.4179644703174774
CHE_1,CHE_2,2030,263,0.7355961266435682
CHE_1,CHE_2,2030,328,0.24862822413776828
CHE_1,CHE_2,2030,345,5.756721142880542
CHE_1,CHE_2,2030,431,1.1394767761151692
CHE_1,DEU_6,2030,0,4.649769625420815
CHE_1,DEU_6,2030,21,2.0274685716459695
CHE_1,DEU_6,2030,32,0.6411871735806731
CHE_1,DEU_6,2030,77,3.168584618570076
CHE_1,DEU_6,2030,100,0.2526095536459257
CHE_1,DEU_6,2030,206,1.3691194221042575
CHE_1,DEU_6,2030,255,0.9009093926911205
CHE_1,DEU_6,2030,263,2.579919511104402
CHE_1,DEU_6,2030,328,2.603405367502816
CHE_1,DEU_6,2030,345,1.7343445375632014
CHE_1,DEU_6,2030,431,0.015404785076409116
CHE_1,FRA_12,2030,0,3.3106755600600852
CHE_1,FRA_12,2030,21,11.679454591733506
CHE_1,FRA_12,2030,32,1.6353677815348528
CHE_1,FRA_12,2030,77,4.2982148900204304
CHE_1,FRA_12,2030,100,0.5785393287366727
CHE_1,FRA_12,2030,206,0.43027865163599044
CHE_1,FRA_12,2030,255,1.4545828830787577
CHE_1,FRA_12,2030,263,0.8990549755348772
CHE_1,FRA_12,2030,328,2.4783215519727153
CHE_1,FRA_12,2030,345,1.5322889971429814
CHE_1,FRA_12,2030,431,0.16166290961841653
CHE_1,FRA_7,2030,0,5.752503407690668
CHE_1,FRA_7,2030,21,1.220784233225041
CHE_1,FRA_7,2030,32,1.1917676108163744
CHE_1,FRA_7,2030,77,0.9974091873120553
CHE_1,FRA_7,2030,100,1.1857123263164226
CHE_1,FRA_7,2030,206,0.3269192662516249
CHE_1,FRA_7,2030,255,0.25824047148903795
CHE_1,FRA_7,2030,263,0.5656685510686227
CHE_1,FRA_7,2030,328,14.832288131016275
CHE_1,FRA_7,2030,345,0.3228329088821827
CHE_1,FRA_7,2030,431,1.686162798498198
CHE_2,AUT_1,2030,0,0.1507235150892155
CHE_2,AUT_1,2030,21,0.46513619409005186
CHE_2,AUT_1,2030,32,0.41687592831611175
CHE_2,AUT_1,2030,77,0.5925783472454761
CHE_2,AUT_1,2030,100,0.24048797574517214
CHE_2,AUT_1,2030,206,0.5801106512496128
CHE_2,AUT_1,2030,255,0.5458348358340318
CHE_2,AUT_1,2030,263,0.11781196159170865
CHE_2,AUT_1,2030,328,0.024692369625366938
CHE_2,AUT_1,2030,345,0.5756907373146958
CHE_2,AUT_1,2030,431,0.10804656584512318
CHE_2,CHE_1,2030,0,7.082051254539097
CHE_2,CHE_1,2030,21,5.494208056152047
CHE_2,CHE_1,2030,32,3.4481888143487764
CHE_2,CHE_1,2030,77,3.670328484797675
CHE_2,CHE_1,2030,100,6.991530840612888
CHE_2,CHE_1,2030,206,5.782423640288388
CHE_2,CHE_1,2030,255,3.1488467931652324
CHE_2,CHE_1,2030,263,1.045505656059026
CHE_2,CHE_1,2030,328,6.8485208379829166
CHE_2,CHE_1,2030,345,4.014887122947448
CHE_2,CHE_1,2030,431,7.868064265008638
CHE_2,FRA_7,2030,0,0.015544342323121074
CHE_2,FRA_7,2030,21,0.24782936454692778
CHE_2,FRA_7,2030,32,0.0200466822653523
CHE_2,FRA_7,2030,77,0.23975059019827147
CHE_2,FRA_7,2030,100,0.4467749344200523
CHE_2,FRA_7,2030,206,0.5080508004548673
CHE_2,FRA_7,2030,255,0.040901644312785285
CHE_2,FRA_7,2030,263,0.1990250529019544
CHE_2,FRA_7,2030,328,0.940219222040348
CHE_2,FRA_7,2030,345,0.38136636652152867
CHE_2,FRA_7,2030,431,0.5149092195494672
CHE_2,ITA_1,2030,0,2.96265535898623
CHE_2,ITA_1,2030,21,4.577024283865777
CHE_2,ITA_1,2030,32,0.533881765647685
CHE_2,ITA_1,2030,77,1.8770546939346535
CHE_2,ITA_1,2030,100,2.5700130584881675
CHE_2,ITA_1,2030,206,1.8250642017991976
CHE_2,ITA_1,2030,255,1.90598336034012
CHE_2,ITA_1,2030,263,2.5502724061827236
CHE_2,ITA_1,2030,328,2.135211351311277
CHE_2,ITA_1,2030,345,1.0728935946239782
CHE_2,ITA_1,2030,431,0.8785913052088322
CYP_1,GRC_2,2030,0,0.1904089971819448
CYP_1,GRC_2,2030,21,0.14722935111300178
CYP_1,GRC_2,2030,32,0.20298477426867836
CYP_1,GRC_2,2030,77,0.29701951921208647
CYP_1,GRC_2,2030,100,0.7244348594899266
CYP_1,GRC_2,2030,206,0.40167241946990645
CYP_1,GRC_2,2030,255,0.6349888933046175
CYP_1,GRC_2,2030,263,0.325384429356709
CYP_1,GRC_2,2030,328,0.17942443454879128
CYP_1,GRC_2,2030,345,0.7848768801575224
CYP_1,GRC_2,2030,431,0.28238571133332074
CZE_1,CZE_2,2030,0,1.2444010974820083
CZE_1,CZE_2,2030,21,0.7171920336016151
CZE_1,CZE_2,2030,32,12.01083460401534
CZE_1,CZE_2,2030,77,2.1550431498556644
CZE_1,CZE_2,2030,100,3.7573815462700475
CZE_1,CZE_2,2030,206,9.40454948174572
CZE_1,CZE_2,2030,255,1.487778601405052
CZE_1,CZE_2,2030,263,2.4947140973613653
CZE_1,CZE_2,2030,328,10.611833511572351
CZE_1,CZE_2,2030,345,1.7784529715733801
CZE_1,CZE_2,2030,431,0.5139540444427861
CZE_1,DEU_4,2030,0,3.426612655431813
CZE_1,DEU_4,2030,21,4.443589352300057
CZE_1,DEU_4,2030,32,2.0515687123711936
CZE_1,DEU_4,2030,77,0.796457325495676
CZE_1,DEU_4,2030,100,2.214530135159959
CZE_1,DEU_4,2030,206,5.139812479550698
CZE_1,DEU_4,2030,255,2.5884730657066153
CZE_1,DEU_4,2030,263,0.26054893624919057
CZE_1,DEU_4,2030,328,2.3839494570085424
CZE_1,DEU_4,2030,345,0.43659454198616254
CZE_1,DEU_4,2030,431,3.272103349818824
CZE_1,DEU_7,2030,0,0.8379947605029869
CZE_1,DEU_7,2030,21,1.4161520862855907
CZE_1,DEU_7,2030,32,1.36439857549043
CZE_1,DEU_7,2030,77,1.8399749619363166
CZE_1,DEU_7,2030,100,2.32437482646388
CZE_1,DEU_7,2030,206,6.635015430593005
CZE_1,DEU_7,2030,255,3.2824961954683824
CZE_1,DEU_7,2030,263,0.5641577515646468
CZE_1,DEU_7,2030,328,5.063921804892783
CZE_1,DEU_7,2030,345,0.2191011601407908
CZE_1,DEU_7,2030,431,0.7305237757830938
CZE_2,AUT_3,2030,0,5.368668157274435
CZE_2,AUT_3,2030,21,0.3561050470629607
CZE_2,AUT_3,2030,32,0.3662725227020559
CZE_2,AUT_3,2030,77,1.5552404989043829
CZE_2,AUT_3,2030,100,1.26756827881413
CZE_2,AUT_3,2030,206,2.1832040351474844
CZE_2,AUT_3,2030,255,0.2814862529477091
CZE_2,AUT_3,2030,263,0.0721561867103194
CZE_2,AUT_3,2030,328,1.3448470445534741
CZE_2,AUT_3,2030,345,0.07130693949470467
CZE_2,AUT_3,2030,431,0.7330203170895311
CZE_2,CZE_1,2030,0,3.3413929057489264
CZE_2,CZE_1,2030,21,10.302415901029201
CZE_2,CZE_1,2030,32,4.687173482022603
CZE_2,CZE_1,2030,77,2.789513343202369
CZE_2,CZE_1,2030,100,2.621393506276949
CZE_2,CZE_1,2030,206,0.9968345284907206
CZE_2,CZE_1,2030,255,9.585321313189471
CZE_2,CZE_1,2030,263,0.3707011749106961
CZE_2,CZE_1,2030,328,0.47712338948620925
CZE_2,CZE_1,2030,345,1.5664102159787257
CZE_2,CZE_1,2030,431,5.794963400254909
CZE_2,POL_3,2030,0,4.0788092304407835
CZE_2,POL_3,2030,21,4.1595633434580765
CZE_2,POL_3,2030,32,2.258913871025317
CZE_2,POL_3,2030,77,0.101775329835784
CZE_2,POL_3,2030,100,5.565504998323998
CZE_2,POL_3,2030,206,5.374505884902493
CZE_2,POL_3,2030,255,4.899489437061743
CZE_2,POL_3,2030,263,0.4313063686038349
CZE_2,POL_3,2030,328,5.856975999678222
CZE_2,POL_3,2030,345,0.1606597439258463
CZE_2,POL_3,2030,431,4.741117052164777
CZE_2,SVK_1,2030,0,5.471791223738025
CZE_2,SVK_1,2030,21,1.661339707790304
CZE_2,SVK_1,2030,32,2.792204064162808
CZE_2,SVK_1,2030,77,0.4823779602404434
CZE_2,SVK_1,2030,100,1.2083176447710007
CZE_2,SVK_1,2030,206,1.3974658769530834
CZE_2,SVK_1,2030,255,5.155801218016824
CZE_2,SVK_1,2030,263,0.14184797807676114
CZE_2,SVK_1,2030,328,9.416359137731211
CZE_2,SVK_1,2030,345,0.6835684044854834
CZE_2,SVK_1,2030,431,0.36424043474464396
DEU_1,DEU_2,2030,0,4.839038076531356
DEU_1,DEU_2,2030,21,2.0016274424229388
