year,region,technology,spore,capacity_gw
2030,Czechia,Boiler,100,4.431760450047419
2030,Czechia,Boiler,206,0.0
2030,Czechia,Boiler,255,0.3287796750715832
2030,Czechia,Boiler,263,0.19856593025014405
2030,Czechia,Boiler,328,0.0010596445053497475
2030,Czechia,Boiler,345,5.457539644719518
2030,Czechia,Boiler,431,0.6484733634115627
2030,Czechia,CHP,0,0.030280163873447688
2030,Czechia,CHP,21,0.03482404697523562
2030,Czechia,CHP,32,0.0368404974310211
2030,Czechia,CHP,77,0.1585632411671264
2030,Czechia,CHP,100,0.15979420465068767
2030,Czechia,CHP,206,0.019565240494461112
2030,Czechia,CHP,255,0.013416377356622764
2030,Czechia,CHP,263,4.664423005866151
2030,Czechia,CHP,328,0.02635286146545642
2030,Czechia,CHP,345,0.3882492959230607
2030,Czechia,CHP,431,4.49795807518661
2030,Czechia,Electric heater,0,0.0003549516717780104
2030,Czechia,Electric heater,21,9.42226850359579e-05
2030,Czechia,Electric heater,32,0.15294409680514465
2030,Czechia,Electric heater,77,0.0003040237557835949
2030,Czechia,Electric heater,100,0.0
2030,Czechia,Electric heater,206,0.0
2030,Czechia,Electric heater,255,0.0
2030,Czechia,Electric heater,263,0.0
2030,Czechia,Electric heater,328,0.0012638417919875022
2030,Czechia,Electric heater,345,0.13411309091358195
2030,Czechia,Electric heater,431,1.9567948311407881
2030,Czechia,Heat pump,0,9.671075223391405
2030,Czechia,Heat pump,21,7.574471762359107
2030,Czechia,Heat pump,32,5.18072109587287
2030,Czechia,Heat pump,77,3.3666415202715254
2030,Czechia,Heat pump,100,0.0
2030,Czechia,Heat pump,206,4.847435783160417
2030,Czechia,Heat pump,255,14.717384818489528
2030,Czechia,Heat pump,263,2.9863976999541944
2030,Czechia,Heat pump,328,4.893216497867737
2030,Czechia,Heat pump,345,4.5149391195868915
2030,Czechia,Heat pump,431,0.07260532837047402
2030,Denmark,Boiler,0,0.0010063845843648945
2030,Denmark,Boiler,21,0.0006592229461860701
2030,Denmark,Boiler,32,0.20064684095788468
2030,Denmark,Boiler,77,0.0013762249445706523
2030,Denmark,Boiler,100,4.28897664653363
2030,Denmark,Boiler,206,0.0
2030,Denmark,Boiler,255,0.2529742769677957
2030,Denmark,Boiler,263,3.0832303409150947
2030,Denmark,Boiler,328,0.0025716678620700266
2030,Denmark,Boiler,345,0.6183100983191385
2030,Denmark,Boiler,431,0.001229947810207312
2030,Denmark,CHP,0,0.1058669672929673
2030,Denmark,CHP,21,0.059380665216677384
2030,Denmark,CHP,32,0.0373653102881187
2030,Denmark,CHP,77,0.0466870005673599
2030,Denmark,CHP,100,0.19845730229653838
2030,Denmark,CHP,206,0.13420582408919546
2030,Denmark,CHP,255,0.10174132671288173
2030,Denmark,CHP,263,0.11650908055676887
2030,Denmark,CHP,328,0.07880640020474933
2030,Denmark,CHP,345,0.22721025425561348
2030,Denmark,CHP,431,0.23617961051792588
2030,Denmark,Electric heater,0,0.00012044954573176623
2030,Denmark,Electric heater,21,0.0002084866077970565
2030,Denmark,Electric heater,32,0.1150988018567097
2030,Denmark,Electric heater,77,0.00044526349634222535
2030,Denmark,Electric heater,100,0.0
2030,Denmark,Electric heater,206,0.0
2030,Denmark,Electric heater,255,0.0
2030,Denmark,Electric heater,263,0.0
2030,Denmark,Electric heater,328,0.0018385377162571158
2030,Denmark,Electric heater,345,0.3113707090700549
2030,Denmark,Electric heater,431,3.137418826005804
2030,Denmark,Heat pump,0,4.8924080031292565
2030,Denmark,Heat pump,21,2.632620083322305
2030,Denmark,Heat pump,32,4.370373335281057
2030,Denmark,Heat pump,77,3.7203427141601457
